Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,Paired t-statistics on Number of Nodes,P-value t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes
KDD98 Multiclass 5,RFA_15,LS Squared Gini - LS Chi Square,-27.95533067673642,29,1.0,-28.01447210140698,29,1.0,-2.692582403567252,0.994172603162,29
KDD98 Multiclass 5,RFA_15,Twoing - LS Chi Square,-5.479365204485061,29,0.999996650352,-5.480410608273978,29,0.999996660045,0.0,100.0,29
KDD98 Multiclass 5,GENDER,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,GENDER,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,GENDER,Twoing - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,OSOURCE,LS Squared Gini - Twoing,-2.767561800379281,24,0.994647733874,-2.767319273751705,24,0.994644730431,0.0,100.0,24
KDD98 Multiclass 5,OSOURCE,LS Squared Gini - LS Chi Square,0.8797051022226483,24,0.19387144622,0.8895296056784497,24,0.191274195218,0.0,100.0,24
KDD98 Multiclass 5,OSOURCE,Twoing - LS Chi Square,3.30559488896974,24,0.00148552421459,3.325570767544992,24,0.00141476322691,0.0,100.0,24
KDD98 Multiclass 5,RFA_11,LS Squared Gini - Twoing,-1.3294825700568644,29,0.902973513939,-1.3282923614547302,29,0.902779556371,0.0,100.0,29
KDD98 Multiclass 5,RFA_11,LS Squared Gini - LS Chi Square,-1.5551742367158246,29,0.934624242933,-1.5514173639975841,29,0.934176138831,0.0,100.0,29
KDD98 Multiclass 5,RFA_11,Twoing - LS Chi Square,-0.9368788686240233,29,0.821720937709,-0.9416806295913417,29,0.822932480405,0.0,100.0,29
KDD98 Multiclass 5,RFA_2A,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 5,RFA_2A,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 5,RFA_2A,Twoing - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 5,RFA_12,LS Squared Gini - Twoing,-1.9355785605803744,29,0.968638387982,-1.9306706822838697,29,0.968323283678,0.0,100.0,29
KDD98 Multiclass 5,RFA_12,LS Squared Gini - LS Chi Square,-2.2361571097608803,29,0.983399927176,-2.2352914828427384,29,0.983368407745,0.0,100.0,29
KDD98 Multiclass 5,RFA_12,Twoing - LS Chi Square,-0.3430484551755654,29,0.632981798904,-0.348008738447816,29,0.634826427087,0.0,100.0,29
KDD98 Multiclass 5,RFA_14,LS Squared Gini - Twoing,-1.87745227289314,29,0.964726026446,-1.878946234382902,29,0.964831632677,0.0,100.0,29
KDD98 Multiclass 5,RFA_14,LS Squared Gini - LS Chi Square,-2.9891339363292384,29,0.99717488568,-2.9888193739158977,29,0.997172670458,0.0,100.0,29
KDD98 Multiclass 5,RFA_14,Twoing - LS Chi Square,-3.5356442662593643,29,0.999306040237,-3.5330997775975765,29,0.999301370351,0.0,100.0,29
KDD98 Multiclass 5,VETERANS,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,VETERANS,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,VETERANS,Twoing - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,PETS,LS Squared Gini - Twoing,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 5,PETS,LS Squared Gini - LS Chi Square,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 5,PETS,Twoing - LS Chi Square,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 5,STEREO,LS Squared Gini - Twoing,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 5,STEREO,LS Squared Gini - LS Chi Square,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 5,STEREO,Twoing - LS Chi Square,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 5,RFA_21,LS Squared Gini - Twoing,-7.889551722357961,29,0.999999994698,-7.891634933127716,29,0.999999994726,0.0,100.0,29
KDD98 Multiclass 5,RFA_21,LS Squared Gini - LS Chi Square,-4.96508768576294,29,0.999986024332,-4.962123875504683,29,0.999985908727,0.0,100.0,29
KDD98 Multiclass 5,RFA_21,Twoing - LS Chi Square,3.8183541911181424,29,0.000326813513754,3.8211782868918034,29,0.000324341092722,0.0,100.0,29
KDD98 Multiclass 5,RFA_19,LS Squared Gini - Twoing,-4.657584441620389,29,0.999967178439,-4.658968078252345,29,0.999967304071,0.0,100.0,29
KDD98 Multiclass 5,RFA_19,LS Squared Gini - LS Chi Square,-5.920244491387321,29,0.999999008592,-5.918825027662074,29,0.999999004716,0.0,100.0,29
KDD98 Multiclass 5,RFA_19,Twoing - LS Chi Square,-2.0612876625250607,29,0.975829195752,-2.0604094692285817,29,0.975784484062,0.0,100.0,29
KDD98 Multiclass 5,RFA_5,LS Squared Gini - Twoing,-2.6549293123862157,29,0.993626075749,-2.6555645971004376,29,0.993635680044,0.0,100.0,29
KDD98 Multiclass 5,RFA_5,LS Squared Gini - LS Chi Square,-2.779985623470344,29,0.995277138493,-2.7802778919223683,29,0.995280478588,0.0,100.0,29
KDD98 Multiclass 5,RFA_5,Twoing - LS Chi Square,-0.5281179562995434,29,0.69928212425,-0.5269157764096346,29,0.698870098626,0.0,100.0,29
KDD98 Multiclass 5,RFA_3,LS Squared Gini - Twoing,-5.675476768522551,29,0.999998053451,-5.685533003338619,29,0.999998106793,0.0,100.0,29
KDD98 Multiclass 5,RFA_3,LS Squared Gini - LS Chi Square,-6.90898438544443,29,0.99999993187,-6.921901100359792,29,0.999999934171,0.0,100.0,29
KDD98 Multiclass 5,RFA_3,Twoing - LS Chi Square,-2.8863385256511025,29,0.996356398289,-2.884116593354788,29,0.996336447894,0.0,100.0,29
KDD98 Multiclass 5,RFA_6,LS Squared Gini - Twoing,-0.8947687107848953,29,0.810861314418,-0.8972071092349903,29,0.811501619176,0.0,100.0,29
KDD98 Multiclass 5,RFA_6,LS Squared Gini - LS Chi Square,0.4819798285741668,29,0.31671899067,0.48002797986030843,29,0.317404236772,0.0,100.0,29
KDD98 Multiclass 5,RFA_6,Twoing - LS Chi Square,1.1024647702316277,29,0.139662595038,1.1039135291251396,29,0.139353311258,0.0,100.0,29
KDD98 Multiclass 5,STATE,LS Squared Gini - Twoing,1.1108531020318553,10,0.146313422838,1.1121057400555476,10,0.146056583171,0.0,100.0,10
KDD98 Multiclass 5,STATE,LS Squared Gini - LS Chi Square,1.8947063519471918,10,0.043690868441,1.8964484818811205,10,0.0435655891067,0.0,100.0,10
KDD98 Multiclass 5,STATE,Twoing - LS Chi Square,2.517697551597311,10,0.0152537448757,2.515993707467452,10,0.0152983532813,0.0,100.0,10
KDD98 Multiclass 5,CDPLAY,LS Squared Gini - Twoing,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 5,CDPLAY,LS Squared Gini - LS Chi Square,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 5,CDPLAY,Twoing - LS Chi Square,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 5,RFA_8,LS Squared Gini - Twoing,-1.8854597378121856,29,0.965288880776,-1.888280619511856,29,0.965485307369,0.0,100.0,29
KDD98 Multiclass 5,RFA_8,LS Squared Gini - LS Chi Square,-2.0001952535385614,29,0.972539297435,-2.0007530919903322,29,0.972571034135,0.0,100.0,29
KDD98 Multiclass 5,RFA_8,Twoing - LS Chi Square,0.292800917270401,29,0.385879606515,0.29757420646835003,29,0.384074761702,0.0,100.0,29
KDD98 Multiclass 5,BIBLE,LS Squared Gini - Twoing,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 5,BIBLE,LS Squared Gini - LS Chi Square,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 5,BIBLE,Twoing - LS Chi Square,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 5,WALKER,LS Squared Gini - Twoing,0.0,10,100.0,0.0,10,100.0,0.0,100.0,10
KDD98 Multiclass 5,WALKER,LS Squared Gini - LS Chi Square,0.0,10,100.0,0.0,10,100.0,0.0,100.0,10
KDD98 Multiclass 5,WALKER,Twoing - LS Chi Square,0.0,10,100.0,0.0,10,100.0,0.0,100.0,10
KDD98 Multiclass 5,RFA_22,LS Squared Gini - Twoing,-4.8875858338249145,29,0.999982665511,-4.883824000010414,29,0.999982483379,0.0,100.0,29
KDD98 Multiclass 5,RFA_22,LS Squared Gini - LS Chi Square,-6.527728450385352,29,0.9999998107,-6.516877807379935,29,0.999999805072,0.0,100.0,29
KDD98 Multiclass 5,RFA_22,Twoing - LS Chi Square,-4.513326252604515,29,0.999951068426,-4.517162879408572,29,0.999951584654,0.0,100.0,29
KDD98 Multiclass 5,RFA_9,LS Squared Gini - Twoing,-0.211455317564512,29,0.582994493817,-0.20982800875467586,29,0.582365455072,0.0,100.0,29
KDD98 Multiclass 5,RFA_9,LS Squared Gini - LS Chi Square,-1.3771479556083273,29,0.910497780466,-1.377647544125413,29,0.910574156529,0.0,100.0,29
KDD98 Multiclass 5,RFA_9,Twoing - LS Chi Square,-2.0282038323008713,29,0.974093523228,-2.0281498017999673,29,0.974090601099,0.0,100.0,29
KDD98 Multiclass 5,PEPSTRFL,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 5,PEPSTRFL,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 5,PEPSTRFL,Twoing - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 5,RFA_24,LS Squared Gini - Twoing,-8.282257637137562,29,0.999999998028,-8.284773123917677,29,0.999999998041,0.0,100.0,29
KDD98 Multiclass 5,RFA_24,LS Squared Gini - LS Chi Square,-9.83489729590304,29,0.999999999952,-9.838757130012066,29,0.999999999952,0.0,100.0,29
KDD98 Multiclass 5,RFA_24,Twoing - LS Chi Square,-1.2773556289649093,29,0.894195553241,-1.272643641088465,29,0.893373183565,0.0,100.0,29
KDD98 Multiclass 5,RFA_23,LS Squared Gini - Twoing,-20.966749471985136,29,1.0,-20.827319806833266,29,1.0,-2.692582403567252,0.994172603162,29
KDD98 Multiclass 5,RFA_23,LS Squared Gini - LS Chi Square,-20.727332815933032,29,1.0,-20.74213674424748,29,1.0,-2.692582403567252,0.994172603162,29
KDD98 Multiclass 5,RFA_23,Twoing - LS Chi Square,-2.336897235705374,29,0.98672041992,-2.335110543935577,29,0.986667204073,0.0,100.0,29
KDD98 Multiclass 5,COLLECT1,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,COLLECT1,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,COLLECT1,Twoing - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,RFA_10,LS Squared Gini - Twoing,-2.518143025307177,29,0.991214110935,-2.5162451788951197,29,0.991175377294,0.0,100.0,29
KDD98 Multiclass 5,RFA_10,LS Squared Gini - LS Chi Square,-4.3688227981947,29,0.999927093202,-4.369455365217707,29,0.999927220115,0.0,100.0,29
KDD98 Multiclass 5,RFA_10,Twoing - LS Chi Square,-4.760147101606497,29,0.999975304771,-4.759312345030583,29,0.99997524749,0.0,100.0,29
KDD98 Multiclass 5,RFA_16,LS Squared Gini - Twoing,-12.196858301701646,29,1.0,-12.182591868294844,29,1.0,0.0,100.0,29
KDD98 Multiclass 5,RFA_16,LS Squared Gini - LS Chi Square,-13.80821534772708,29,1.0,-13.759084431725626,29,1.0,0.0,100.0,29
KDD98 Multiclass 5,RFA_16,Twoing - LS Chi Square,-5.281659816375491,29,0.999994202211,-5.268620168770267,29,0.999993988368,0.0,100.0,29
KDD98 Multiclass 5,RFA_20,LS Squared Gini - Twoing,-24.97857340445577,29,1.0,-25.01305379338757,29,1.0,-1.0,0.837209005992,29
KDD98 Multiclass 5,RFA_20,LS Squared Gini - LS Chi Square,-17.100010779491715,29,1.0,-17.10859171942956,29,1.0,-1.0,0.837209005992,29
KDD98 Multiclass 5,RFA_20,Twoing - LS Chi Square,5.0214550667905655,29,1.1948843782e-05,5.022283648152093,29,1.19213535176e-05,0.0,100.0,29
KDD98 Multiclass 5,DOMAIN,LS Squared Gini - Twoing,0.08812121622760566,28,0.465203789154,0.08812121622760566,28,0.465203789154,0.0,100.0,28
KDD98 Multiclass 5,DOMAIN,LS Squared Gini - LS Chi Square,-1.9070288067010794,28,0.966587640497,-1.9070288067010794,28,0.966587640497,0.0,100.0,28
KDD98 Multiclass 5,DOMAIN,Twoing - LS Chi Square,-1.2063328864743197,28,0.881108299285,-1.2063328864743197,28,0.881108299285,0.0,100.0,28
KDD98 Multiclass 5,AGEFLAG,LS Squared Gini - Twoing,-0.07252115107812979,10,0.528191407184,-0.07252115107812979,10,0.528191407184,0.0,100.0,10
KDD98 Multiclass 5,AGEFLAG,LS Squared Gini - LS Chi Square,-0.9082452937683013,10,0.807442904777,-0.9082452937683013,10,0.807442904777,0.0,100.0,10
KDD98 Multiclass 5,AGEFLAG,Twoing - LS Chi Square,-1.0,10,0.829553433849,-1.0,10,0.829553433849,0.0,100.0,10
KDD98 Multiclass 5,GARDENIN,LS Squared Gini - Twoing,0.0,14,100.0,0.0,14,100.0,0.0,100.0,14
KDD98 Multiclass 5,GARDENIN,LS Squared Gini - LS Chi Square,0.0,14,100.0,0.0,14,100.0,0.0,100.0,14
KDD98 Multiclass 5,GARDENIN,Twoing - LS Chi Square,0.0,14,100.0,0.0,14,100.0,0.0,100.0,14
KDD98 Multiclass 5,GEOCODE2,LS Squared Gini - Twoing,-4.078677494399725,16,0.999562588236,-4.078677494399725,16,0.999562588236,-7.211102550927978,0.999998962357,16
KDD98 Multiclass 5,GEOCODE2,LS Squared Gini - LS Chi Square,-3.5268551316924817,16,0.99859993886,-3.5268551316924817,16,0.99859993886,-7.211102550927978,0.999998962357,16
KDD98 Multiclass 5,GEOCODE2,Twoing - LS Chi Square,1.31397717040228,16,0.103691067806,1.31397717040228,16,0.103691067806,0.0,100.0,16
KDD98 Multiclass 5,RFA_7,LS Squared Gini - Twoing,-1.5297052508238813,29,0.931537126293,-1.5324222784167936,29,0.931872000987,0.0,100.0,29
KDD98 Multiclass 5,RFA_7,LS Squared Gini - LS Chi Square,-1.7791963695180986,29,0.957154019651,-1.77999201866057,29,0.957220502421,0.0,100.0,29
KDD98 Multiclass 5,RFA_7,Twoing - LS Chi Square,-0.5306283988643145,29,0.700141668981,-0.5307097391676584,29,0.700169499316,0.0,100.0,29
KDD98 Multiclass 5,RFA_17,LS Squared Gini - Twoing,-8.206796909524659,29,0.999999997619,-8.211797474592492,29,0.999999997649,0.0,100.0,29
KDD98 Multiclass 5,RFA_17,LS Squared Gini - LS Chi Square,-7.780472264120478,29,0.999999992997,-7.7967640212296905,29,0.999999993283,0.0,100.0,29
KDD98 Multiclass 5,RFA_17,Twoing - LS Chi Square,-1.8205179462224164,29,0.960492553901,-1.8375234857953588,29,0.961800432251,0.0,100.0,29
KDD98 Multiclass 9,CRAFTS,LS Squared Gini - Twoing,0.0,20,100.0,0.0,20,100.0,0.0,100.0,20
KDD98 Multiclass 9,CRAFTS,LS Squared Gini - LS Chi Square,0.0,20,100.0,0.0,20,100.0,0.0,100.0,20
KDD98 Multiclass 9,CRAFTS,Twoing - LS Chi Square,0.0,20,100.0,0.0,20,100.0,0.0,100.0,20
KDD98 Multiclass 9,RFA_2,LS Squared Gini - Twoing,4.4252477839361894,29,6.24053304173e-05,4.4252477839361894,29,6.24053304173e-05,0.0,100.0,29
KDD98 Multiclass 9,RFA_2,LS Squared Gini - LS Chi Square,4.279050529144811,29,9.33265014691e-05,4.279050529144811,29,9.33265014691e-05,0.0,100.0,29
KDD98 Multiclass 9,RFA_2,Twoing - LS Chi Square,-1.0,29,0.837209005992,-1.0,29,0.837209005992,0.0,100.0,29
KDD98 Multiclass 9,FISHER,LS Squared Gini - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,FISHER,LS Squared Gini - LS Chi Square,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,FISHER,Twoing - LS Chi Square,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,CATLG,LS Squared Gini - Twoing,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 9,CATLG,LS Squared Gini - LS Chi Square,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 9,CATLG,Twoing - LS Chi Square,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 9,RECP3,LS Squared Gini - Twoing,0.0,1,100.0,0.0,1,100.0,0.0,100.0,1
KDD98 Multiclass 9,RECP3,LS Squared Gini - LS Chi Square,0.0,1,100.0,0.0,1,100.0,0.0,100.0,1
KDD98 Multiclass 9,RECP3,Twoing - LS Chi Square,0.0,1,100.0,0.0,1,100.0,0.0,100.0,1
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini - Twoing,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini - LS Chi Square,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 9,PCOWNERS,Twoing - LS Chi Square,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 9,RECINHSE,LS Squared Gini - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,RECINHSE,LS Squared Gini - LS Chi Square,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,RECINHSE,Twoing - LS Chi Square,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,RFA_13,LS Squared Gini - Twoing,-5.215596132705289,29,0.999993034216,-5.208596906155835,29,0.999992897412,0.0,100.0,29
KDD98 Multiclass 9,RFA_13,LS Squared Gini - LS Chi Square,-12.199606484615561,29,1.0,-12.181013086220272,29,1.0,0.0,100.0,29
KDD98 Multiclass 9,RFA_13,Twoing - LS Chi Square,-4.915159613561752,29,0.999983944061,-4.912877065852473,29,0.999983841895,0.0,100.0,29
KDD98 Multiclass 9,RFA_4,LS Squared Gini - Twoing,-0.4361418892661489,29,0.66701825057,-0.43534035956022005,29,0.666730792844,0.0,100.0,29
KDD98 Multiclass 9,RFA_4,LS Squared Gini - LS Chi Square,-0.831341689917316,29,0.79371318692,-0.8306349156700541,29,0.793516784976,0.0,100.0,29
KDD98 Multiclass 9,RFA_4,Twoing - LS Chi Square,-2.667119679558566,29,0.993808036487,-2.6648636964947316,29,0.993774731468,0.0,100.0,29
KDD98 Multiclass 9,GARDENIN,LS Squared Gini - Twoing,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 9,GARDENIN,LS Squared Gini - LS Chi Square,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 9,GARDENIN,Twoing - LS Chi Square,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 9,RFA_15,LS Squared Gini - Twoing,-33.11599766852024,29,1.0,-32.40514487972084,29,1.0,-6.158171556807826,0.999999483504,29
KDD98 Multiclass 9,RFA_15,LS Squared Gini - LS Chi Square,-37.76146778075762,29,1.0,-36.86816736276501,29,1.0,-6.158171556807826,0.999999483504,29
KDD98 Multiclass 9,RFA_15,Twoing - LS Chi Square,-1.7068372485806798,29,0.950729987077,-1.7062671184166376,29,0.950676316639,0.0,100.0,29
KDD98 Multiclass 9,GENDER,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,Twoing - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,OSOURCE,LS Squared Gini - Twoing,-1.9335994612814325,21,0.966622331788,-1.9354333341509984,21,0.966741366145,0.0,100.0,21
KDD98 Multiclass 9,OSOURCE,LS Squared Gini - LS Chi Square,3.2602162245813764,21,0.00187066396092,3.244926973652612,21,0.00193845079455,0.0,100.0,21
KDD98 Multiclass 9,OSOURCE,Twoing - LS Chi Square,5.936158695407174,21,3.41567417839e-06,5.885340305895868,21,3.83422158101e-06,0.0,100.0,21
KDD98 Multiclass 9,RFA_11,LS Squared Gini - Twoing,4.571114400858705,29,4.17033924173e-05,4.566692667078997,29,4.22168495537e-05,0.0,100.0,29
KDD98 Multiclass 9,RFA_11,LS Squared Gini - LS Chi Square,3.8266987131052925,29,0.000319560804951,3.8269797139811033,29,0.000319319329995,0.0,100.0,29
KDD98 Multiclass 9,RFA_11,Twoing - LS Chi Square,-0.42695564686526216,29,0.66371757733,-0.4137823606218045,29,0.658961120282,0.0,100.0,29
KDD98 Multiclass 9,RFA_2A,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 9,RFA_2A,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 9,RFA_2A,Twoing - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 9,RFA_12,LS Squared Gini - Twoing,5.867954256987052,29,1.14476991797e-06,5.86672531202844,29,1.14864867817e-06,0.0,100.0,29
KDD98 Multiclass 9,RFA_12,LS Squared Gini - LS Chi Square,5.4838281751956695,29,3.30846653673e-06,5.485818766305398,29,3.29026325974e-06,0.0,100.0,29
KDD98 Multiclass 9,RFA_12,Twoing - LS Chi Square,-0.3059070538597261,29,0.619069645254,-0.29407520716283037,29,0.614602475971,0.0,100.0,29
KDD98 Multiclass 9,RFA_14,LS Squared Gini - Twoing,-0.026642342878469484,29,0.510536252145,-0.025595004051877018,29,0.51012215634,0.0,100.0,29
KDD98 Multiclass 9,RFA_14,LS Squared Gini - LS Chi Square,-1.0055989741650584,29,0.838537039862,-1.0046064974681292,29,0.838302175571,0.0,100.0,29
KDD98 Multiclass 9,RFA_14,Twoing - LS Chi Square,-2.235369850731469,29,0.983371263513,-2.2354148584093396,29,0.983372903417,0.0,100.0,29
