a_0,a_1,a_2,class
R,T,IH,N
N,OW,P,L
DH,AH,W,IY
N,F,R,AH
IH,Z,K,AH
JH,AH,N,S
D,IY,EH,R
IY,S,ER,T
OW,ER,Z,AH
M,Y,UW,T
P,R,EH,Z
UW,Z,AO,T
D,IH,S,K
N,AA,T,S
AH,D,EH,N
S,AH,L,AH
S,T,IH,N
IH,N,D,AH
AY,V,AH,T
AH,V,R,EH
SH,AH,N,AH
AH,V,S,EH
IH,P,AO,R
N,Y,UW,AH
S,W,ER,L
DH,AH,R,IH
DH,AH,D,IH
AA,N,DH,AH
AH,Z,W,EH
D,T,UW,K
IY,EH,L,AH
AH,F,AA,R
P,L,AE,N
L,P,L,AH
N,D,S,IY
S,D,EY,T
AH,L,AA,T
DH,AH,M,IH
AE,SH,D,IY
IY,N,P,R
EY,AE,D,AH
IH,R,IY,AH
R,AH,JH,EH
W,IY,K,L
L,Y,AH,N
IH,N,K,AH
R,D,ER,Z
OW,P,AH,N
K,R,IY,S
IH,L,Y,AH
W,ER,TH,AH
N,AH,M,IH
N,M,AO,R
N,OW,M,AH
Y,UW,T,IH
AH,D,EY,IH
AE,T,AH,L
K,AH,N,D
AA,R,K,T
R,IY,Z,AH
IH,N,S,T
R,EY,T,S
P,T,AH,N
AH,D,EY,T
D,AW,T,AH
T,R,IY,Z
IH,N,T,R
M,P,AH,N
OW,AH,T,R
AA,R,T,S
AE,S,EH,T
AA,B,L,AH
T,ER,IY,AH
AE,Z,B,IH
EH,V,AH,L
SH,AH,N,Z
IH,N,DH,AH
AH,N,T,S
D,EY,DH,AH
K,AE,R,IY
S,AH,P,R
F,IY,EH,K
N,T,UW,T
F,AO,L,T
P,AO,R,T
EH,S,S,T
IY,L,AH,N
L,AH,N,D
W,IY,K,N
N,IH,N,T
CH,IH,N,D
AE,SH,AH,N
Z,L,AO,N
AY,N,M,AH
B,AY,DH,AH
P,AE,S,AH
AH,T,IY,N
K,AH,T,AH
K,ER,AH,N
S,R,OW,D
B,AE,NG,K
AH,V,AH,S
Z,T,UW,K
K,AH,N,T
L,AY,T,L
UW,AH,N,S
AH,T,IY,AH
ZH,ER,R,IH
AA,R,K,AH
Z,HH,AE,D
T,T,UW,L
T,DH,AH,AH
T,F,AO,L
S,IY,Z,AH
D,AH,N,D
DH,EY,AO,L
AH,L,Z,IH
T,UW,R,IY
T,B,IH,K
N,T,S,T
IH,K,AA,N
HH,AE,P,AH
P,ER,CH,AH
B,AH,S,IY
AH,P,N,IH
AE,T,AO,L
N,T,EH,S
IH,D,AE,Z
S,T,AE,N
P,AO,R,T
S,K,ER,AH
T,EH,S,T
IH,V,AH,N
R,EH,P,R
AA,K,S,AH
IY,D,P,R
IH,M,AE,N
N,AE,SH,AH
AH,D,UW,S
N,K,R,IY
AO,L,IH,N
ER,M,AH,N
IY,L,ER,AH
R,Z,W,IH
P,AO,R,T
AO,R,T,IH
W,AA,Z,S
R,IH,JH,AH
AE,D,B,IH
UW,EH,N,IY
P,OY,N,T
T,S,AH,N
Z,AH,N,D
OW,K,AH,N
S,T,M,AH
F,IH,SH,AH
L,EH,K,S
T,P,UH,T
T,DH,AE,T
K,OW,W,IH
T,S,AE,Z
Y,AH,N,IH
HH,AE,V,AH
AH,V,EH,R
N,F,AO,R
DH,ER,K,AH
AH,R,IH,K
NG,K,S,IH
T,AH,L,IH
M,EH,S,T
S,SH,OW,D
ER,V,EH,N
AA,R,T,AH
L,AH,N,D
R,EH,D,AH
M,AH,N,IY
N,D,AA,R
AE,NG,K,S
N,D,ER,R
S,M,IH,N
ER,Z,S,EH
M,P,EH,T
M,B,AY,N
N,T,S,EH
IH,K,T,AH
DH,AH,F,R
S,T,SH,EH
N,IY,DH,AH
EH,N,JH,AH
SH,AH,N,S
Z,AH,V,AH
S,P,EH,K
AH,L,IH,N
S,EH,K,AH
AA,M,IH,K
T,P,R,AH
P,OW,Z,AH
S,IH,S,T
L,M,OW,S
NG,IH,N,T
AH,S,AY,AH
T,F,AO,R
AY,N,ER,Z
IH,DH,DH,EH
K,L,OW,S
L,AE,N,T
IY,D,IH,N
K,W,OW,T
S,AH,N,S
K,SH,AH,N
P,IH,T,S
R,EH,Z,AH
AH,L,EH,T
P,OY,N,T
R,IY,P,L
G,EH,N,S
AH,S,T,R
S,T,UW,EH
P,OW,Z,AH
L,Y,AH,N
N,S,S,IH
N,SH,AH,N
AH,D,EY,T
Z,N,AA,T
DH,AH,SH,EH
T,UW,DH,AH
N,Z,F,R
L,IH,S,T
AO,R,AH,N
AH,V,M,AH
T,R,AE,K
D,IH,NG,Z
Z,AH,N,D
D,AE,N,IH
G,AH,T,D
AH,M,M,AH
W,IY,AA,R
T,HH,AA,R
D,V,AE,L
R,AH,P,T
IH,K,S,T
R,OW,K,AH
IY,F,AO,L
M,AH,B,Z
IH,M,AE,N
AH,F,OW,K
D,IH,N,D
AH,B,AH,L
EY,D,D,EH
AO,L,IH,N
F,R,AH,S
AE,Z,AH,N
L,IY,IH,T
AO,R,AH,N
IH,SH,AH,L
V,ER,M,AH
N,HH,AE,N
AH,K,ER,AH
D,T,UW,L
R,AH,S,T
AH,N,IH,N
L,L,AY,K
N,OW,T,S
AH,N,D,EH
R,M,AH,N
AE,V,R,AH
D,F,AH,N
M,IH,T,IY
B,AE,NG,K
IH,Z,S,T
EH,K,S,T
AE,N,ER,S
R,AH,N,T
T,IH,T,S
AH,N,AH,L
K,W,OW,T
ER,AH,S,T
IH,K,AH,L
N,IH,N,D
M,AH,N,T
N,AH,M,IY
D,N,AA,T
AH,N,D,S
EY,JH,AH,N
M,P,AO,R
N,S,IY,Z
OW,N,L,IY
AH,N,S,IH
T,P,AA,R
T,UW,K,L
IH,JH,EH,K
AH,DH,ER,T
D,IH,T,S
IH,N,T,EH
NG,F,R,AH
S,ER,AE,N
ER,Z,IH,N
AA,S,EH,S
D,AA,N,R
Z,S,IY,K
ER,DH,ER,S
P,AA,R,T
N,T,UW,EH
G,AE,S,R
AH,G,N,IH
T,AH,N,L
P,AO,R,T
IH,R,W,IH
T,IH,F,IH
S,T,V,IY
V,EH,S,T
R,EY,D,IH
S,EH,V,AH
IY,L,R,IH
Y,UW,N,AH
B,IH,N,R
N,D,IH,T
UW,F,L,EH
T,AO,R,AH
Z,W,IH,L
OW,V,ER,IH
AH,B,R,AH
DH,AH,K,IY
AH,L,K,AH
R,AH,M,S
D,T,UW,IH
N,T,IH,K
AH,N,AE,N
T,D,IH,L
N,T,AH,N
Z,EY,SH,AH
Z,IH,S,T
T,S,AH,N
Y,UW,Z,D
IH,N,T,R
D,T,UW,K
N,D,DH,AH
P,AW,N,D
AE,NG,K,S
F,IH,SH,AH
JH,AH,N,S
K,AH,N,IH
V,IH,ZH,AH
F,ER,T,S
IY,F,EH,L
N,DH,AH,N
NG,R,OW,Z
P,AH,Z,IH
M,D,IH,S
L,D,IH,Z
M,P,EH,R
N,D,S,T
AH,N,IY,D
AA,M,AH,T
AO,L,T,AH
IY,M,AH,N
JH,EH,K,T
B,T,EY,N
F,IH,SH,AH
D,F,AE,S
OW,P,S,T
T,AH,M,Z
T,AO,L,S
IH,NG,IH,N
IH,N,S,EH
K,S,M,AH
M,P,AH,N
CH,AH,S,IH
SH,AH,N,Z
ER,Z,S,EH
IH,L,K,AH
B,AY,N,D
S,EY,L,AH
S,T,AE,T
K,S,AH,K
UW,T,AH,S
R,N,AW,EH
ER,S,IY,Z
S,AE,T,AH
P,SH,AH,N
IH,N,S,T
EH,T,P,R
M,AW,N,T
Z,R,AH,S
IY,P,R,AH
T,D,IH,S
V,HH,IH,Z
AH,N,F,R
M,AH,N,T
M,D,EY,L
UW,N,AA,N
K,R,IY,S
S,IH,N,AH
T,B,IH,D
OW,T,DH,AH
AH,K,AO,R
N,D,P,L
P,M,AH,N
AY,D,EH,N
EH,M,P,L
AH,T,L,IY
N,EH,K,S
P,R,AH,D
AH,JH,AH,S
N,P,R,IY
SH,AH,N,T
AH,N,T,S
AA,R,T,AH
ER,D,D,IH
P,AH,T,IH
UW,T,AY,T
AH,B,AW,T
AH,L,K,AH
T,DH,EH,N
AE,N,AE,D
S,P,OW,S
AH,T,EY,K
M,AE,N,AH
Y,IH,R,Z
P,L,AE,N
N,Z,AA,R
S,EY,L,T
T,UW,D,IH
ER,M,AH,N
IH,NG,N,IH
T,UW,K,AH
AH,V,DH,AH
AH,JH,M,AH
CH,IH,NG,EH
AH,N,T,T
S,K,R,EH
D,IH,T,S
S,K,AW,N
AH,N,S,T
L,OW,N,L
V,EH,L,AH
AH,N,EY,T
M,P,AH,N
L,EH,R,D
EH,V,AH,L
S,EY,L,Z
AA,Z,T,R
V,IY,EH,S
G,OW,EH,K
S,P,AO,R
AO,R,D,AH
N,IY,W,IH
T,UW,DH,AH
ER,Z,S,AH
IY,T,AH,N
N,B,AH,T
SH,AH,N,Z
IH,SH,AH,N
S,P,R,IY
P,UW,R,R
T,L,AE,S
S,AH,F,AH
IH,N,DH,AH
Y,UW,Y,IH
EY,AO,L,S
R,IH,N,K
AH,N,S,IH
AH,N,AH,L
IH,NG,AO,R
AH,V,AH,K
V,IY,EH,S
S,EH,D,IH
AH,P,OY,N
SH,AH,N,Z
IH,N,AH,S
S,EH,S,AH
AH,K,AH,S
N,AE,N,AH
N,S,IH,N
T,AO,L,R
AH,N,AH,N
S,P,EH,N
N,AH,V,T
N,D,AH,N
N,D,P,R
AH,S,IH,K
AO,R,JH,D
S,EH,S,T
EH,R,AA,R
M,W,UH,D
IH,N,K,R
B,R,OW,K
OW,K,ER,Z
D,EH,R,IY
IH,S,Y,IH
EH,N,IY,AH
P,L,AE,N
T,AE,K,S
AH,M,P,AH
B,AE,L,AH
IH,N,R,IY
M,EH,N,T
D,IH,N,T
EH,M,IH,K
T,AY,ER,Z
OW,Z,AH,L
EH,K,S,T
N,DH,AH,K
EY,N,Z,AH
N,F,AO,R
L,CH,EY,N
N,W,IH,L
IH,V,AH,T
EH,N,S,T
W,IY,K,K
P,ER,EY,T
ER,Z,W,IH
EY,N,JH,IH
AH,N,D,IH
UH,D,R,IH
V,IH,K,S
AA,N,S,AH
Z,AH,F,EH
T,IH,N,K
N,T,AA,R
N,IH,N,K
AH,G,R,IY
EY,D,T,R
R,AA,G,R
V,AO,F,IH
S,P,AE,N
K,W,AO,R
M,P,AH,N
F,EH,K,T
AH,P,R,AH
S,EY,L,Z
K,AO,R,T
AO,R,Y,IH
M,AY,K,AH
AH,G,R,IY
V,EH,L,AH
AH,R,EH,K
Z,N,AH,S
R,AH,N,K
AA,N,DH,AH
AY,D,EH,N
T,AA,K,AH
OY,N,IH,N
D,B,IY,S
DH,AH,B,IH
L,AO,S,L
V,IH,K,T
AH,T,IY,Z
D,Z,TH,R
AH,V,DH,AH
S,EY,V,IH
CH,AH,Z,AH
D,IH,T,AH
T,OW,L,D
ER,DH,AE,N
IY,AH,N,EH
S,ER,V,AH
Z,K,AH,N
AH,L,AA,R
IH,NG,AH,T
W,IH,CH,IH
R,EY,D,IH
N,S,DH,AH
AE,T,AH,R
AW,N,T,IY
S,S,IH,N
M,P,AH,N
K,AH,SH,AH
N,AH,T,AH
R,Z,AW,T
L,EY,T,S
T,AH,N,Z
IH,D,ER,IH
EH,G,Y,AH
L,HH,OW,L
M,AH,N,T
F,AH,S,IH
T,UW,K,AH
SH,EH,R,Z
AE,D,R,EH
AE,T,IH,T
AH,N,UW,K
AH,N,T,S
AH,S,L,IY
S,EH,L,IH
W,AH,Z,IH
T,IY,TH,EH
N,CH,AH,N
IY,V,D,IH
S,T,OW,T
T,OW,T,AH
IY,AH,S,L
AH,B,AE,R
S,T,UW,IH
D,ER,Z,IH
AE,T,IH,T
K,R,EH,D
IH,V,AY,Z
K,Y,UH,R
IY,AH,N,D
AH,D,IH,S
K,AH,T,S
T,R,IY,Z
AE,N,D,Z
L,UW,T,L
AH,N,D,AH
IH,ZH,AH,N
V,AY,Z,D
R,K,AE,S
T,S,EH,D
N,IY,EH,S
AH,Y,UW,N
EH,D,ER,AH
AH,F,EH,D
NG,M,AO,R
K,IY,AE,L
S,AO,R,S
D,IH,P,EH
D,W,ER,K
M,ER,L,IY
D,EY,T,S
N,D,W,AH
M,OW,S,T
S,T,IH,N
AH,T,EH,N
T,V,AA,L
AH,N,S,IY
P,R,AY,S
EY,SH,UH,D
K,S,B,R
EH,L,P,S
ER,Z,AE,T
D,R,EY,T
R,AH,T,IY
L,D,AW,N
P,IH,R,D
AH,M,AH,N
UW,TH,ER,D
M,B,ER,AH
Z,V,IY,EH
S,IY,Z,AH
Z,S,EH,T
N,EY,SH,AH
F,T,ER,AH
P,T,S,T
AO,L,IH,N
AH,F,AY,N
K,ER,AH,N
R,IH,K,AH
M,AW,N,T
EY,N,JH,AH
IH,NG,DH,AH
F,IY,P,R
AY,S,AH,Z
S,AH,P,R
T,IH,L,IH
IY,AH,N,D
K,K,UH,D
IH,V,AY,Z
EH,N,S,T
IH,T,W,IY
W,AH,Z,IH
EH,S,EH,N
AH,V,AO,L
T,IH,NG,D
V,EH,S,T
S,P,AY,T
T,S,T,IY
IH,T,IH,Z
IH,D,AH,R
EH,N,S,T
AH,R,AH,K
R,T,S,S
K,AH,N,T
V,DH,AH,S
D,B,IY,N
F,ER,M,Z
P,OW,K,S
AH,N,R,IH
N,AH,M,IH
N,D,K,AH
S,T,S,T
AO,R,IY,S
ER,M,AH,N
R,D,Z,IH
R,EH,D,IY
F,AE,M,AH
AH,V,DH,AH
IH,NG,DH,AH
EH,N,T,IH
T,AE,K,S
IH,V,D,IH
P,EH,T,AH
T,AH,N,D
AH,V,K,R
AH,D,IY,L
T,UW,IH,T
M,P,AO,R
AH,N,AE,N
AO,L,DH,IY
IH,T,W,IY
L,EH,JH,D
AY,K,L,IY
P,ER,EY,T
AH,S,T,S
IH,NG,F,AH
N,D,S,AH
N,AE,Z,AH
T,R,IY,IH
EH,K,SH,AH
EY,T,S,AH
W,IY,K,R
AA,R,N,AH
AH,M,OW,N
P,L,AY,D
AA,Z,AH,N
DH,AH,P,R
F,AY,N,AH
AH,N,D,S
AO,L,T,R
AH,Y,UW,S
R,W,ER,D
AE,Z,IH,K
AA,R,K,S
OW,F,EY,S
AA,Z,DH,AH
R,K,AA,N
IH,F,W,IY
P,AO,N,AH
R,AE,NG,K
IH,V,AH,T
IH,NG,Y,IH
R,IY,B,IH
IY,P,AO,R
L,AH,T,IY
NG,AH,N,D
AH,K,AO,R
S,AH,Z,IH
Z,HH,AE,D
S,P,OW,K
AH,N,T,IY
S,T,EH,N
T,AA,K,IH
T,AE,K,S
R,K,AH,T
AH,N,V,IH
Z,AO,L,S
UH,R,L,IY
EH,K,T,AH
IY,AH,N,D
ER,AH,N,D
AO,R,OY,L
Z,N,OW,N
B,ER,Z,S
Z,AW,T,R
N,S,DH,AH
Z,AH,JH,EH
N,Z,DH,AH
EH,L,D,AH
T,DH,AH,R
IH,L,R,IH
S,AH,L,Z
S,P,OW,K
AA,R,AW,T
T,S,OW,N
T,W,IY,N
IH,CH,AE,N
N,T,AH,N
AE,S,K,T
F,AY,V,T
K,S,P,EH
N,EY,SH,AH
P,AA,S,AH
AH,S,T,S
Z,S,EH,D
IY,W,AA,Z
G,EH,T,S
P,EH,K,T
M,AH,N,T
AH,D,EY,T
B,IH,N,D
IH,N,K,L
P,EY,B,AH
N,SH,AH,N
NG,N,IY,D
P,L,IH,T
T,UW,AE,K
AO,K,S,AH
S,P,EH,K
UW,AH,V,T
IH,N,D,AH
D,EH,K,S
NG,Z,W,IH
S,AO,R,S
W,AA,L,AH
OW,DH,AH,R
AH,N,T,IH
AH,T,P,R
EY,N,Z,AH
IY,S,IH,Z
T,AH,V,T
S,T,IH,D
R,EH,V,AH
AE,T,AH,L
IH,Z,AH,L
IY,S,EH,D
EH,V,AH,N
R,W,AH,N
AY,IH,K,S
N,S,IY,AH
HH,UW,IH,Z
IY,P,AO,R
N,W,AA,Z
AY,L,DH,AH
S,T,R,IY
R,AA,F,AH
B,AY,IH,T
IH,L,B,IY
AH,M,L,EH
EH,N,JH,AH
T,ER,AH,N
L,S,OW,IH
P,AO,R,T
AO,R,T,IY
N,D,ER,L
AH,B,AW,T
R,AY,Z,IH
K,T,AH,S
D,T,ER,N
IH,NG,K,L
IH,T,AE,Z
IY,AH,P,R
P,AH,N,N
AH,L,AE,S
ER,SH,AH,L
S,T,R,IH
NG,IH,N,D
IH,N,D,AH
B,IY,IH,N
Z,AA,R,N
AH,N,AA,N
SH,AH,N,AH
M,AH,N,T
S,EH,D,IH
D,IY,AH,T
ER,D,IH,N
D,IH,T,IH
AH,JH,AH,N
N,IH,NG,IH
UW,V,D,IH
V,D,IH,T
F,T,ER,R
JH,R,EY,T
CH,S,ER,K
IH,V,EH,L
T,IH,NG,AH
N,S,F,AH
T,IH,D,T
R,AA,D,AH
T,IH,F,IH
M,IH,K,S
IH,S,K,AH
K,AW,N,T
W,IH,N,T
N,L,IY,L
N,EH,K,S
R,EY,D,AH
IH,DH,DH,AH
D,AH,N,D
V,K,AH,S
K,L,IH,R
V,IY,EH,S
V,IY,HH,IH
T,IY,Z,R
EH,S,F,AH
NG,DH,AH,K
AE,P,S,T
AH,T,L,IY
F,IY,AE,N
IH,N,D,IH
NG,P,EY,Z
K,AA,N,S
DH,AH,P,R
N,W,AA,Z
AW,T,DH,AH
P,AH,N,D
DH,AE,T,R
UW,B,AY,IH
EH,T,IH,N
P,R,IY,T
B,Y,UW,T
D,AE,T,AH
UW,L,Z,N
HH,AW,HH,IY
B,AY,DH,AH
UW,P,R,AH
T,D,EY,T
AH,L,T,EH
IH,T,IH,D
T,UW,D,IH
S,IH,N,S
P,R,AH,T
P,R,AA,D
B,IY,D,IH
AH,V,DH,IH
M,P,AH,N
D,ER,DH,AH
IH,T,S,AH
Z,HH,AW,EH
N,L,OW,K
L,Z,AE,T
S,EH,D,L
T,W,IY,K
IH,N,T,R
N,EH,K,S
B,AE,NG,K
Y,IH,R,Z
AH,P,R,AH
AH,S,P,R
N,B,IY,IH
P,L,AH,S
SH,AH,N,T
AH,N,W,IH
T,W,IH,L
P,L,IY,T
T,UW,G,IH
AH,L,AE,K
IY,R,EY,Z
L,IY,AH,N
L,P,R,AH
IH,SH,UW,IH
EH,R,AH,N
L,IY,P,R
S,IH,G,N
M,IH,S,T
ER,DH,AH,S
AH,N,EY,T
OW,AH,L,IH
Y,UW,N,AH
NG,F,AO,R
SH,EH,R,D
IH,T,S,AH
K,AH,M,R
IH,G,IH,N
ER,EY,SH,AH
W,IY,K,AH
AE,K,T,IH
EY,B,IH,T
W,IY,N,T
IH,D,IH,N
EH,T,IH,K
D,Z,EH,K
N,AA,T,AH
EY,W,UH,D
D,N,OW,L
NG,B,IH,T
DH,AH,HH,EH
AH,K,AH,N
S,ER,T,AH
V,D,F,R
L,SH,AA,R
D,UW,S,T
EH,S,P,R
M,P,SH,AH
D,B,IY,N
AO,R,DH,AH
IH,R,AH,N
R,AH,N,S
V,OW,T,IH
S,M,AO,L
HH,AY,N,D
ER,Z,S,EH
AH,N,IY,S
S,P,EH,K
L,Z,D,IH
CH,ER,W,IH
T,IH,D,IH
N,AE,N,S
AH,EH,R,K
R,AH,M,AH
V,IH,T,S
DH,AH,D,IY
EH,K,T,S
AE,B,L,IH
K,AH,N,T
L,IH,N,AH
P,AH,N,IY
R,AE,N,Z
AH,N,D,IH
M,AA,D,AH
W,AA,Z,IH
DH,EH,R,D
L,AO,S,T
N,S,IY,AH
T,B,IH,L
S,IH,ZH,AH
R,EH,V,AH
ER,EH,R,L
N,AH,S,K
AO,R,N,D
UW,B,IH,Z
EH,V,AH,N
N,UW,F,AH
IY,V,IY,AH
P,T,AH,N
D,DH,AH,AH
W,EY,T,AH
L,OW,S,L
T,IH,F,EH
AH,D,IH,S
D,IH,S,K
Z,JH,EH,N
EH,N,ER,AH
IY,EH,S,T
T,R,IY,EH
AH,N,T,IH
P,OW,Z,D
AH,N,D,AH
T,UW,AA,N
AO,R,L,IY
AE,N,T,AH
AH,T,AH,L
OW,ZH,ER,IH
AE,N,T,IH
N,T,S,AH
N,AA,T,D
L,IY,AO,L
TH,W,EH,N
IY,F,AO,R
T,S,EH,D
CH,W,AA,Z
UW,DH,AH,K
L,AH,N,D
AH,K,T,IH
S,T,AA,K
AH,N,S,IH
IH,NG,DH,AH
K,SH,AH,N
R,T,M,AH
Y,AH,T,IH
G,OW,L,D
DH,AH,S,IH
S,T,Y,IH
IH,S,T,S
D,AE,M,AH
L,IH,S,T
DH,AH,N,EH
K,UH,D,AH
AH,L,IH,T
S,EH,D,IH
N,T,AE,K
T,R,AE,K
NG,AH,N,D
HH,EH,L,D
K,IY,P,IH
M,IH,S,K
AH,G,EY,T
AE,K,S,EH
S,T,D,EH
HH,OW,L,D
IH,F,L,EH
N,UW,R,EH
D,AH,N,T
P,AH,S,AH
AW,ER,Z,AH
AH,L,AE,K
CH,K,AH,N
IH,T,W,IH
UW,R,IY,D
S,EH,D,IH
T,L,IY,R
T,R,EY,D
AH,T,P,L
AO,L,TH,R
CH,ER,AH,L
F,IH,SH,AH
S,AH,N,D
Z,DH,AH,T
AH,JH,EH,S
W,AA,N,T
V,IY,AH,S
AH,L,IY,R
N,Z,AE,K
ER,AH,L,D
T,IH,K,S
K,S,P,L
K,S,K,L
P,EY,M,AH
N,JH,AH,N
IH,NG,DH,AH
IH,L,Y,AH
N,DH,AH,AH
Z,IH,Z,T
Z,IH,T,S
W,AY,ER,D
P,SH,AH,N
B,L,AA,K
Y,UW,SH,AH
CH,AH,S,AH
AH,N,IY,R
K,EY,SH,AH
OW,T,AH,Z
AH,G,EH,N
K,AW,N,T
AH,N,T,R
EH,D,DH,AH
AA,R,K,AH
AA,R,K,AH
EH,S,CH,AH
EH,L,T,AH
IY,K,EH,R
AH,N,T,L
DH,AH,D,IH
IH,F,AH,N
EY,T,IH,D
IY,AE,D,AH
S,T,EY,L
AO,R,M,AH
AY,AH,N,S
Z,DH,IH,S
AH,M,DH,AH
R,IH,K,T
N,AH,L,IH
M,IH,F,EH
EH,R,DH,AH
S,T,R,AH
Z,DH,AE,T
D,EY,T,AH
S,T,R,IY
AA,T,B,R
S,IH,L,EH
S,IY,D,Z
P,L,AE,N
AO,S,T,IH
L,AH,T,EH
B,EY,S,AH
R,AH,T,IY
AH,M,DH,AH
AE,N,IH,N
ER,AH,N,S
AH,W,AH,L
K,UH,SH,AH
L,AH,G,EH
N,AO,M,AH
T,AH,D,IH
F,IY,Z,AH
T,S,P,EH
L,UW,D,Z
P,OW,S,T
AO,R,D,Z
R,IY,P,L
K,SH,AH,N
T,UW,D,IH
OW,Z,AH,L
IY,IH,N,S
IH,N,K,AH
AH,L,EY,T
P,ER,SH,EH
L,IH,S,T
D,AH,D,IH
T,S,IH,N
S,F,AO,R
IH,L,Y,AH
AH,N,D,Z
UW,B,IH,L
D,Z,AA,N
IH,L,R,IH
P,EH,N,D
R,IH,NG,Z
R,AY,Z,IH
AE,P,AH,T
K,R,IY,S
S,AH,N,D
M,Z,AH,K
K,ER,AH,N
IH,CH,K,AH
N,T,W,IH
D,AY,ER,N
UW,DH,AH,K
M,AE,N,IH
R,M,AH,N
K,Y,UH,R
D,Z,S,AH
AH,V,AY,D
AH,T,AH,N
UW,K,AA,N
AE,N,T,AH
T,EY,L,Z
Z,IH,T,S
AO,R,T,D
AH,N,UW,Z
L,EY,SH,AH
T,EH,N,D
D,EY,T,AH
S,DH,AE,N
AY,K,L,IY
IH,M,P,R
L,UW,D,IH
AH,V,B,IH
AH,N,IY,S
AE,V,AE,N
ER,AO,L,K
L,AY,N,D
IH,S,T,R
G,Z,EH,K
IY,AH,N,D
ER,D,EY,T
D,JH,EH,N
IH,N,V,EH
L,IY,F,R
S,P,L,IH
R,AA,F,AH
AH,V,DH,AH
EH,K,AH,N
AH,B,AH,L
L,IY,P,L
AO,L,ER,AH
AY,IH,NG,L
R,AH,T,IY
UW,R,IH,S
Z,F,AO,R
N,D,IH,K
D,EY,Z,IH
IH,K,ER,AH
F,ER,S,T
P,AA,R,T
DH,AH,W,IY
M,AH,N,T
T,AY,P,S
K,L,AY,N
V,S,ER,T
IH,M,P,R
D,N,AA,T
IY,R,IY,T
K,R,EH,D
K,W,AY,L
L,B,UH,L
T,AH,L,R
W,UH,D,N
AH,T,IY,Z
EY,IH,N,S
AH,M,S,T
IH,S,K,AH
OW,K,AO,R
DH,AH,K,AH
F,S,EH,T
SH,AH,N,Z
AO,S,T,S
IH,D,EH,N
S,AH,V,R
IH,DH,G,AH
JH,N,UW,K
AH,W,AH,N
L,R,EH,D
D,ER,AH,L
ER,AH,L,T
T,K,UH,D
D,IY,L,IH
OW,K,AE,N
R,DH,AH,K
B,AH,L,S
T,AE,B,L
K,AY,N,D
AA,N,DH,AH
F,AH,L,IY
T,AH,M,AH
V,AH,S,T
N,ER,AH,L
EY,N,Z,AH
D,IH,T,S
IH,R,ER,L
ER,AH,N,S
AH,N,S,K
Z,DH,EH,R
AE,N,S,T
AE,Z,D,IH
OW,Z,AH,Z
Z,AH,Z,AH
L,Z,AH,N
P,AH,N,IY
R,AH,D,AH
IH,S,Y,IH
AH,S,AH,Z
T,AA,N,IH
L,UW,D,Z
N,T,R,AH
V,AH,G,R
R,IY,V,IY
SH,AH,L,IY
S,T,IH,N
