a_0,a_1,a_2,class
IH,N,IH,N
S,P,AO,R
AH,T,IY,AH
AE,K,T,S
AH,D,AA,N
AH,K,AW,N
AH,T,S,EH
AH,M,AH,N
K,S,M,AH
M,IH,N,AH
AH,D,AA,L
AA,N,DH,AH
N,S,IH,S
P,ER,EY,T
Y,UW,SH,AH
N,OW,T,AH
AH,N,B,IH
SH,IH,P,T
R,TH,IY,S
IH,NG,IH,N
AH,L,T,R
N,D,EH,N
NG,M,AE,N
R,EY,N,IH
EY,T,IH,Z
HH,AE,Z,AH
V,AE,N,T
R,IY,M,AH
W,EH,N,IH
AA,R,K,S
AH,M,AH,T
AE,NG,K,IH
T,AE,N,D
IH,L,AE,K
EH,N,SH,AH
AH,N,T,AH
L,UW,D,IH
HH,AE,D,S
AH,K,AO,R
AE,D,B,IH
AH,N,D,T
IH,S,T,R
Z,S,EH,D
AE,N,AH,L
D,B,AE,K
R,S,AE,L
K,SH,AH,N
AA,R,S,AH
AA,R,JH,L
S,AH,JH,AH
T,S,IH,K
D,IH,V,IH
R,AH,V,IH
W,OW,T,AH
D,AA,N,R
IH,V,EH,L
DH,AH,B,R
F,L,EH,K
S,ER,T,AH
Z,F,AO,R
Z,W,IH,L
M,AH,N,D
D,EY,EH,S
UW,IH,Z,AH
ER,AH,N,T
AH,M,EY,T
S,AY,N,D
D,EH,N,T
P,EH,S,AH
N,EH,T,IH
N,Y,UW,D
S,T,AE,T
EY,L,Z,AH
V,W,AH,N
IH,N,K,R
T,UW,IH,T
IY,S,EH,D
OW,T,EH,L
D,IH,N,AH
Z,IH,T,K
AO,R,D,IH
M,OW,SH,AH
P,R,AY,S
S,EH,D,IH
B,IY,K,AH
AE,T,DH,AH
ER,K,T,IH
SH,AH,L,IH
T,R,AH,D
T,DH,IH,S
N,IY,S,EH
G,Z,EH,K
NG,DH,AH,IH
B,AE,NG,K
T,ER,V,EH
AH,L,SH,EH
AO,R,AH,K
AH,JH,OY,N
R,T,S,K
AH,CH,ER,Z
CH,AH,Z,AH
AE,K,SH,AH
S,M,AH,N
R,K,AH,T
B,AY,AW,T
IH,S,K,AH
S,K,AH,N
AA,F,IY,IH
S,T,AH,N
TH,AO,R,AH
ER,AH,N,T
AW,N,T,N
K,AE,P,AH
T,DH,AH,K
AH,S,T,N
ER,D,IY,L
N,L,AE,S
K,EY,B,AH
EH,S,B,EH
B,AH,L,IH
D,W,IH,L
D,UW,P,L
L,AH,B,AH
S,EH,D,IH
N,S,IH,S
IH,NG,DH,AH
AH,N,F,R
EH,R,B,IH
Z,T,UW,S
L,Y,AH,N
ER,S,EY,L
EH,S,M,AH
R,AH,S,AH
T,UW,K,AH
L,AE,N,Z
AA,N,AH,L
K,S,T,R
IH,N,T,IH
AA,N,DH,AH
R,EH,Z,AH
EH,R,AO,R
P,OW,S,T
R,IY,S,AH
D,AH,N,D
S,IY,Z,AH
W,AY,L,EH
M,AE,N,AH
AE,N,S,IH
T,HH,AE,Z
Z,D,S,IH
V,HH,IH,Z
T,EH,K,S
P,OW,K,S
N,AE,T,IH
AH,EH,N,D
AH,N,B,AH
S,AH,N,T
EH,D,IH,T
L,EH,G,AH
R,K,AH,N
SH,AH,N,AH
D,R,IH,Z
IH,S,T,AH
B,AE,K,L
IH,N,AH,L
T,IH,D,D
NG,F,AH,N
SH,AH,N,AH
N,AH,T,EH
T,AH,K,AH
V,ER,DH,AH
L,IH,N,S
OW,K,AH,L
AH,N,T,IH
S,EH,D,IH
P,R,IH,N
S,IH,N,AH
T,IY,AA,N
UW,S,T,R
AH,T,K,AH
D,DH,AE,T
R,AY,N,AH
AH,L,B,IH
AH,S,T,R
D,ER,P,R
N,AW,EH,S
ER,Z,R,IH
AH,S,K,R
T,AH,B,AH
S,AH,P,L
UH,D,K,AH
AH,S,T,R
Z,IH,NG,IH
AH,N,Z,AH
L,AE,N,T
R,AH,N,Z
L,AY,N,IH
ER,N,Z,AH
OW,Z,JH,EH
S,T,R,EH
L,Z,S,EH
T,UW,D,IH
S,AE,T,AH
IH,CH,AA,R
D,DH,AE,T
P,R,AA,S
Z,IH,N,K
DH,AH,F,EH
OW,Z,AH,L
ER,Z,IH,K
EH,D,DH,AH
Z,DH,AH,D
M,P,AO,R
P,OY,N,T
M,AE,N,D
T,AH,N,Z
AO,R,T,S
L,AH,T,IH
M,AH,N,T
N,V,EH,S
T,IH,N,K
S,EH,D,L
IH,D,AH,L
W,AA,Z,K
D,SH,UH,D
P,SH,AH,N
IY,L,ER,S
R,AH,AO,R
IH,S,K,AH
K,SH,AH,N
F,IH,K,AH
S,T,ER,Z
N,EH,T,IH
AH,T,IH,T
S,T,IH,D
R,IH,Z,AH
N,D,S,T
Z,F,EH,L
Z,IH,T,S
R,P,AH,Z
K,AA,M,AH
T,IH,NG,K
AH,F,IH,T
F,AE,SH,AH
IH,R,P,L
AO,F,ER,IH
T,AY,T,AH
T,F,AO,R
F,AH,T,R
B,AH,B,L
AW,T,AE,N
IY,F,AO,R
AH,P,R,AH
S,T,IH,K
AO,R,T,IH
AH,N,D,IH
T,D,IY,L
P,ER,EY,T
S,M,AO,R
IH,N,DH,AH
T,F,AY,L
HH,EH,K,T
T,W,AA,Z
SH,AH,L,Z
Z,AH,V,K
EH,K,T,IH
V,V,AY,S
CH,UH,R,AH
AH,Z,W,IH
AO,R,N,IH
K,R,EH,D
V,AH,N,T
AH,V,N,EH
L,W,IH,L
B,AE,NG,K
N,D,S,IH
T,UW,DH,AH
D,DH,AE,T
F,IH,K,S
AH,L,OY,L
AE,K,T,AH
IH,M,P,L
AA,L,OW,IH
L,Y,EH,S
G,EH,N,S
N,D,AH,D
IH,R,IY,AH
L,UW,D,Z
T,DH,AH,K
IH,R,IY,AH
EY,T,UW,K
K,UH,D,R
N,IH,Z,IH
Z,IH,K,S
T,IH,N,AH
OW,L,D,R
R,M,ER,Z
IH,L,IH,N
S,AH,B,S
F,T,ER,AH
EH,K,AH,N
K,S,P,L
S,DH,AH,IH
AO,R,CH,AH
EH,R,AO,R
IH,P,EH,N
IH,N,T,EH
B,OW,N,K
G,EH,N,S
D,R,AE,S
R,AA,D,AH
SH,AH,L,D
AH,N,IY,Z
EH,N,D,T
P,EH,K,T
AE,M,IH,N
B,AH,T,IH
T,IH,D,IH
AH,P,IH,T
L,IY,S,L
F,AO,L,Z
T,W,IY,N
G,EY,N,Z
V,AH,B,R
D,F,AO,R
T,L,IY,IH
JH,IY,AH,N
UW,N,AH,T
DH,AE,T,AH
F,AO,R,IH
AY,N,M,AH
K,W,IY,K
IY,AH,S,T
AH,Z,EH,N
AH,D,UW,S
R,M,S,T
Z,N,AA,T
AH,L,AA,R
AY,N,Z,R
R,IY,CH,T
Y,IH,R,EH
M,AH,N,T
NG,T,R,AH
AH,N,S,IH
S,EH,D,IH
IH,SH,AH,L
SH,AH,L,S
AE,N,S,T
K,T,ER,AH
N,R,IY,L
V,IY,EH,S
D,G,IH,L
AA,N,AE,N
AH,Z,EH,N
R,AA,D,AH
ER,AH,N,T
IH,JH,EH,K
UW,P,AH,Z
F,IH,S,K
K,T,AE,T
M,AH,N,T
AH,N,T,S
K,L,AY,N
D,Z,IH,N
V,ER,DH,AH
Y,AH,T,AH
T,IY,EH,S
IH,D,IH,K
AY,DH,AH,AH
SH,AH,N,T
T,ER,P,R
S,EY,L,Z
DH,AH,R,EH
T,UW,DH,AH
IY,Z,AH,N
N,D,AH,D
Z,AH,D,EH
UW,S,AY,D
N,T,W,IH
S,AH,B,S
P,L,AE,N
AE,T,L,IH
AO,R,HH,IH
Z,K,AO,R
W,EY,K,AH
D,DH,AH,IH
L,Z,S,EH
S,IY,S,T
D,IH,S,K
N,DH,IH,S
AO,R,T,S
S,M,AH,N
S,AH,B,S
EH,N,T,AH
V,T,OW,L
IH,DH,AH,L
Z,AH,N,D
M,AH,N,T
EH,R,D,S
T,R,IY,Z
AH,F,EH,D
T,IY,R,IH
AH,T,IY,Z
R,F,AH,N
UW,B,IY,S
R,K,AH,T
EH,P,S,D
DH,AH,D,EH
V,IY,EH,S
W,IH,CH,S
K,R,EH,D
IH,N,AH,D
AE,T,HH,EH
T,IY,Z,EH
K,AH,S,AH
ER,P,L,AH
Z,AH,N,D
IH,K,AH,L
B,S,AH,D
R,AY,V,AH
IY,P,AH,L
IH,T,IH,Z
HH,IH,Z,N
AH,N,T,D
M,EH,T,AH
Z,AA,R,D
D,UW,S,IH
IY,K,AA,Z
K,JH,OY,N
S,T,AE,N
D,IH,NG,L
R,OW,S,D
D,AH,D,AH
Z,S,AY,N
K,AA,Z,D
AA,R,IH,N
IH,SH,UW,Z
AH,N,AH,L
AH,L,AW,IH
AH,V,DH,EH
R,T,ER,Z
AH,S,T,S
TH,HH,IY,S
AY,Z,IH,N
K,AE,S,T
AH,B,AH,L
HH,AW,S,AH
ER,Z,S,EH
Z,S,EH,D
K,S,IH,T
N,S,AH,N
IY,K,W,AH
D,DH,AH,T
B,IH,L,Z
D,EH,K,S
UW,AH,N,EH
N,T,AH,L
T,L,IY,IH
IY,M,IH,Z
K,S,AH,N
SH,AH,L,S
N,D,K,AH
AE,T,ER,D
AH,V,DH,AH
AY,Z,B,AH
AO,R,K,AH
Y,UW,N,AH
M,EY,T,AH
AH,G,R,EH
SH,AH,N,K
N,T,R,AH
IH,N,S,AH
AA,M,IH,K
Z,AH,K,AH
N,T,P,R
N,EH,K,S
N,S,T,AH
P,AA,L,AH
V,EH,S,T
AH,V,DH,EH
AH,N,EH,K
IH,R,IY,AH
R,IY,Y,IH
AE,T,JH,AH
L,Y,AH,N
AA,R,K,AH
AH,D,IY,L
L,S,EH,L
D,DH,IH,S
ER,ZH,AH,N
T,IH,D,D
S,IH,B,AH
IH,NG,T,EH
V,AY,T,AH
S,ER,D,D
D,UW,S,IH
ER,S,T,D
EH,D,IH,T
AE,P,L,IH
AH,N,F,R
EH,S,T,AH
AO,R,AH,L
T,EH,K,S
T,B,OW,N
IH,R,EH,N
S,T,EY,K
EY,L,Z,AH
K,L,IY,AH
EY,K,IH,N
IH,N,S,T
AO,R,IH,T
JH,F,AO,R
DH,IH,S,S
L,IH,M,AH
OW,D,Z,IH
AE,S,T,N
K,SH,AH,N
R,AH,D,IH
AO,F,ER,IH
V,IY,EH,S
IY,AH,D,EH
S,EH,D,IH
L,CH,ER,AH
AY,ER,DH,AH
D,IH,V,IH
D,DH,AH,R
P,AE,K,T
AE,K,S,R
N,D,AH,D
ER,S,EH,D
V,ER,M,AH
JH,OY,N,D
AH,M,AH,N
L,IH,N,K
EH,N,D,AH
T,EY,M,IH
S,EH,D,N
F,AO,R,T
IH,NG,DH,AH
T,UW,IH,N
K,AE,P,K
SH,AH,N,AH
P,R,EH,S
EH,D,DH,AH
AH,L,AY,Z
HH,IY,P,R
SH,AH,N,AH
AH,L,D,IH
EY,SH,AH,N
S,F,AE,K
F,AO,R,IH
N,S,OW,L
L,F,AO,R
EH,JH,AH,S
ER,W,EH,L
M,AH,N,D
S,K,V,IH
IH,SH,AH,N
L,AH,N,D
AH,V,DH,AH
OW,M,EH,N
ER,D,AA,L
T,IH,T,S
IH,S,Y,IH
T,DH,AH,K
N,D,W,IH
N,Z,AA,N
IH,N,HH,IH
D,HH,IY,D
S,T,EH,N
EH,S,DH,AH
EY,L,AH,N
EH,SH,AH,N
P,L,AE,N
T,R,AH,N
S,IH,N,T
EY,SH,AH,N
T,EH,K,T
N,IH,NG,AH
B,S,IH,D
NG,D,IH,S
S,R,EY,T
N,L,IY,T
N,IY,S,EH
D,IH,S,K
DH,AH,S,T
UW,Y,IY,L
AH,CH,AE,Z
Z,AE,T,L
M,AE,N,AH
D,IH,T,S
T,S,F,IH
S,P,AA,L
SH,AH,Z,IH
IH,N,T,R
R,EY,T,K
T,W,IY,N
V,IH,NG,S
K,AO,R,D
Y,IH,R,EH
UW,K,AA,R
N,IH,N,IH
K,S,D,IH
V,IY,EH,S
EY,AH,B,AH
D,L,EH,D
T,B,AA,T
EY,SH,AH,N
Y,UW,S,D
AY,Z,IH,N
IY,HH,AA,R
CH,EH,K,S
IY,AE,T,T
ER,Z,K,AH
T,DH,AH,D
D,B,UW,S
K,AO,L,D
IH,F,IH,K
F,AO,R,AH
T,R,IH,K
T,S,AH,N
Z,T,UW,R
T,K,AH,N
EH,D,K,AH
T,UW,DH,AH
B,AE,NG,K
EH,JH,IH,S
S,AH,B,S
L,EY,N,Z
EH,D,DH,AH
T,R,AW,N
T,W,IY,N
S,AH,N,Z
AA,R,JH,AH
G,EH,N,S
T,SH,UH,D
EY,SH,AH,N
AH,N,DH,AH
K,R,EH,D
AH,N,W,EH
ER,D,AW,T
ER,EY,SH,AH
K,AH,T,R
EH,K,T,T
S,T,EY,T
W,IY,K,S
T,UW,P,R
Z,R,IY,S
AH,V,EY,L
W,IH,DH,R
N,IY,S,EH
AE,L,AH,N
SH,IH,P,S
AA,M,AH,N
AA,F,AH,T
N,EH,T,IH
D,Z,K,IH
EY,D,D,EH
CH,T,AE,K
T,R,IY,AH
T,UW,DH,AH
DH,ER,D,IH
T,UW,DH,AH
T,S,K,AH
IH,NG,D,R
EH,N,D,S
SH,AH,N,IH
D,AH,K,T
AH,K,AH,L
T,DH,EH,R
SH,IY,EY,T
IH,Z,IH,K
IH,NG,AH,N
AH,P,OW,Z
EY,T,ER,S
AA,Z,AH,L
K,ER,AH,N
ER,S,EH,D
N,AH,L,IH
EH,N,T,AH
L,S,OW,D
AE,N,IY,K
N,T,EH,N
V,ER,IY,IH
IH,N,DH,AH
Z,M,AO,R
V,IH,D,EH
D,AE,T,R
V,B,IH,N
T,M,AH,N
AH,S,T,R
R,IH,N,S
IY,Z,AH,N
B,Z,F,R
ER,IH,NG,AH
T,Y,UW,N
ER,DH,AE,N
M,AH,N,S
M,Y,AH,L
K,AA,M,AH
N,D,K,AH
M,EH,S,T
N,T,S,T
N,F,R,AH
AY,L,Z,IH
EH,R,IY,L
IH,K,AH,L
K,S,P,EH
EY,R,OW,Z
IY,AH,M,IH
IY,T,UW,R
UW,S,T,IH
IH,F,IH,N
EY,SH,AH,N
F,AH,NG,K
T,R,OW,L
M,EY,SH,AH
N,D,S,EH
NG,T,AH,D
ER,AH,L,K
B,AO,R,D
N,T,W,IH
D,AH,N,EH
EH,S,P,R
M,AE,N,AH
P,EH,SH,AH
S,OW,S,EH
T,IY,Z,AH
IH,N,T,R
Z,AH,D,IH
ER,W,AH,N
G,Y,AH,L
T,AE,N,D
P,EH,K,T
R,IH,T,AH
IH,M,P,L
Y,IH,R,S
S,IY,D,Z
W,ER,AH,K
UW,R,IY,S
R,AE,M,Z
N,D,ER,S
AY,S,S,T
AH,K,SH,AH
IH,K,AA,N
UW,B,AE,D
AH,DH,ER,K
N,ER,EY,T
AY,S,AH,Z
Y,UW,M,Z
IH,NG,IH,N
AY,P,R,AH
JH,ER,M,IH
T,S,EH,D
AH,M,AW,N
P,R,AH,D
P,ER,M,IH
M,ER,SH,AH
M,AH,N,D
EH,N,SH,AH
EH,D,IH,T
D,F,AA,L
AE,T,DH,AH
S,F,AO,R
V,ER,M,AH
T,AH,L,Z
AO,R,S,AH
Y,UW,S,AH
IY,Z,AA,R
AH,B,AW,T
SH,EH,R,Z
R,UW,V,AH
IH,JH,AH,N
T,AH,N,T
EH,D,IH,T
OW,T,S,IH
R,EY,D,S
L,M,AE,N
R,JH,IH,N
NG,S,EH,D
R,EH,Z,AH
AO,R,DH,AH
AH,P,OW,Z
AA,R,K,K
F,L,IY,L
S,T,AA,K
N,V,EH,S
G,R,EY,D
AH,N,AH,N
AH,B,L,IH
S,OW,AH,D
N,JH,S,EH
N,D,IH,S
N,M,AA,R
IH,L,Y,AH
T,DH,AH,S
K,S,P,EH
D,B,AY,AH
AH,L,S,T
UW,R,IH,K
T,AE,N,D
T,AE,B,L
ER,DH,AH,K
S,AE,S,EH
L,Y,AH,N
AH,L,S,EH
Z,N,AH,S
V,T,AH,D
IH,V,AH,S
S,IH,G,N
AO,R,IH,N
T,S,S,IH
IH,NG,AW,T
T,AE,K,S
T,UW,DH,AH
IH,N,S,T
R,IY,L,IH
S,P,EH,K
IH,P,AO,R
T,EY,K,S
R,Z,IH,Z
AH,N,Z,AH
N,D,R,IH
T,W,AO,N
EH,T,IH,T
R,IH,Z,AH
T,AE,N,D
S,P,EH,K
K,AE,P,AH
AA,R,M,Z
AH,M,IH,N
L,AY,Z,D
K,IH,NG,S
EH,D,IH,T
AY,L,AA,R
T,AH,D,IH
D,SH,EH,R
R,AH,JH,EH
R,EH,S,AH
V,AY,Z,D
AO,R,TH,R
IY,D,IY,AH
S,F,AY,N
EH,D,IY,EH
K,T,ER,Z
F,L,UW,AH
D,DH,AE,T
AH,Z,W,IH
M,P,AH,N
R,D,Z,T
M,Z,S,K
T,IH,K,S
P,SH,AH,N
UW,W,IH,N
T,T,UW,S
ER,DH,AH,IH
T,AH,L,AH
EH,R,K,AH
W,IY,K,IH
K,HH,OW,L
ER,B,IH,T
AE,B,S,AH
N,T,AH,N
IH,L,DH,AH
EH,D,IH,T
EH,D,IH,T
IH,N,S,AH
AH,R,IY,S
ER,T,AE,K
P,L,EY,S
IH,NG,G,AH
AE,T,N,AH
T,AH,R,AH
AY,K,IH,Z
AE,S,P,R
R,AH,M,AH
N,M,AA,R
AE,N,AH,N
K,T,S,S
EH,D,DH,AH
DH,AH,B,IH
S,T,AH,D
S,W,IY,K
V,IY,EH,S
T,AH,K,AH
AH,L,IH,Z
F,R,AH,N
AH,V,G,AH
Z,HH,UW,N
M,IY,T,S
OW,L,D,R
N,P,R,IH
D,IH,D,N
D,IY,OW,S
R,AE,K,T
Y,IH,R,Z
IH,N,DH,AH
B,IH,L,AH
K,AO,R,N
OW,D,IH,D
SH,AO,R,T
AH,T,OW,T
AH,W,ER,K
UH,R,AH,T
R,IY,Z,D
AH,N,EH,R
T,L,AO,Z
N,D,S,T
EH,K,S,T
W,AA,Z,T
AH,T,IH,N
IY,AE,D,AH
T,W,UH,D
K,Y,UW,IH
EH,JH,IH,S
SH,IY,N,T
N,D,AH,S
Z,K,AH,T
AH,B,AW,T
AH,K,T,EH
N,D,S,AH
IH,T,S,EH
IH,R,AO,L
S,M,IH,N
K,AA,N,AH
K,AH,M,T
R,K,AH,T
AH,N,D,T
EY,T,AH,D
T,R,EY,T
AO,R,AH,N
OW,V,ER,S
AH,N,AE,N
P,T,K,AH
T,S,OW,N
IY,L,ER,Z
T,R,AH,D
IY,S,EH,D
IY,V,DH,AH
R,AA,D,AH
K,AA,N,T
W,IY,W,IH
S,P,OW,K
AE,N,T,S
L,AE,N,Z
Z,B,IH,K
T,UW,AH,K
R,IY,M,AH
DH,AH,K,AH
IH,K,G,R
K,AH,M,Z
M,IH,T,S
UH,T,AE,T
AE,NG,G,AH
S,P,AO,R
V,EH,S,T
HH,IH,N,T
T,W,UH,D
HH,AE,D,S
S,AH,Z,S
D,V,AE,N
T,AH,L,D
IH,N,G,IH
CH,AH,S,IH
K,AA,N,S
P,AO,R,T
AH,R,IY,S
S,T,AO,R
EH,S,T,AH
IY,AE,N,AH
AA,N,T,AH
T,EH,K,S
S,IH,S,T
IH,M,IH,K
K,DH,IH,S
UW,B,IY,S
S,AH,V,T
T,IH,N,D
Y,UW,T,T
AE,K,SH,AH
T,EH,N,D
R,AH,M,K
K,S,T,EH
R,EH,K,S
UW,B,AY,R
S,EH,D,IH
M,AH,N,Z
N,T,IH,N
N,IH,NG,AH
D,K,AH,N
AH,N,T,IH
IH,SH,AH,L
T,R,IY,Z
SH,AH,L,IH
AH,SH,EH,R
W,AO,R,AH
L,D,ER,Z
S,B,IH,T
UH,D,IH,T
T,AE,N,IH
AH,L,P,R
T,AO,L,S
IH,F,IH,N
T,ER,DH,AH
AY,S,AH,N
N,D,IH,N
EH,K,W,AH
T,EH,K,N
IY,EH,N,K
P,R,AA,D
EH,R,IY,R
HH,AE,Z,AH
S,F,UH,T
AH,N,D,AH
HH,AE,D,EH
AA,N,W,EH
ER,IY,P,R
T,AO,K,IH
EH,D,IH,T
K,AH,S,T
OW,AH,S,IH
