Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes
Contraceptive with Aggreg,wifes_education,Twoing,0,0,0
Contraceptive with Aggreg,wifes_religion,LS Chi Square,0,0,0
Contraceptive with Aggreg,wifes_religion,LS Squared Gini,0,0,0
Contraceptive with Aggreg,wifes_religion,Twoing,0,0,0
Cover Type with Aggreg,soil_type_1,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_1,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_1,Twoing,0,0,0
Cover Type with Aggreg,soil_type_10,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_10,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_10,Twoing,0,0,0
Cover Type with Aggreg,soil_type_11,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_11,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_11,Twoing,0,0,0
Cover Type with Aggreg,soil_type_12,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_12,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_12,Twoing,0,0,0
Cover Type with Aggreg,soil_type_13,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_13,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_13,Twoing,0,0,0
Cover Type with Aggreg,soil_type_14,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_14,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_14,Twoing,0,0,0
Cover Type with Aggreg,soil_type_16,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_16,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_16,Twoing,0,0,0
Cover Type with Aggreg,soil_type_17,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_17,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_17,Twoing,0,0,0
Cover Type with Aggreg,soil_type_18,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_18,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_18,Twoing,0,0,0
Cover Type with Aggreg,soil_type_19,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_19,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_19,Twoing,0,0,0
Cover Type with Aggreg,soil_type_2,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_2,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_2,Twoing,0,0,0
Cover Type with Aggreg,soil_type_20,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_20,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_20,Twoing,0,0,0
Cover Type with Aggreg,soil_type_21,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_21,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_21,Twoing,0,0,0
Cover Type with Aggreg,soil_type_22,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_22,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_22,Twoing,0,0,0
Cover Type with Aggreg,soil_type_23,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_23,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_23,Twoing,0,0,0
Cover Type with Aggreg,soil_type_24,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_24,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_24,Twoing,0,0,0
Cover Type with Aggreg,soil_type_25,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_25,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_25,Twoing,0,0,0
Cover Type with Aggreg,soil_type_26,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_26,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_26,Twoing,0,0,0
Cover Type with Aggreg,soil_type_27,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_27,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_27,Twoing,0,0,0
Cover Type with Aggreg,soil_type_28,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_28,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_28,Twoing,0,0,0
Cover Type with Aggreg,soil_type_29,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_29,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_29,Twoing,0,0,0
Cover Type with Aggreg,soil_type_3,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_3,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_3,Twoing,0,0,0
Cover Type with Aggreg,soil_type_30,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_30,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_30,Twoing,0,0,0
Cover Type with Aggreg,soil_type_31,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_31,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_31,Twoing,0,0,0
Cover Type with Aggreg,soil_type_32,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_32,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_32,Twoing,0,0,0
Cover Type with Aggreg,soil_type_33,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_33,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_33,Twoing,0,0,0
Cover Type with Aggreg,soil_type_34,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_34,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_34,Twoing,0,0,0
Cover Type with Aggreg,soil_type_35,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_35,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_35,Twoing,0,0,0
Cover Type with Aggreg,soil_type_36,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_36,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_36,Twoing,0,0,0
Cover Type with Aggreg,soil_type_37,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_37,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_37,Twoing,0,0,0
Cover Type with Aggreg,soil_type_38,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_38,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_38,Twoing,0,0,0
Cover Type with Aggreg,soil_type_39,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_39,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_39,Twoing,0,0,0
Cover Type with Aggreg,soil_type_4,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_4,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_4,Twoing,0,0,0
Cover Type with Aggreg,soil_type_40,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_40,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_40,Twoing,0,0,0
Cover Type with Aggreg,soil_type_5,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_5,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_5,Twoing,0,0,0
Cover Type with Aggreg,soil_type_6,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_6,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_6,Twoing,0,0,0
Cover Type with Aggreg,soil_type_7,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_7,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_7,Twoing,0,0,0
Cover Type with Aggreg,soil_type_8,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_8,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_8,Twoing,0,0,0
Cover Type with Aggreg,soil_type_9,LS Chi Square,0,0,0
Cover Type with Aggreg,soil_type_9,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_9,Twoing,0,0,0
Cover Type with Aggreg,soil_type_aggreg,LS Chi Square,2,2,1
Cover Type with Aggreg,soil_type_aggreg,LS Squared Gini,0,0,0
Cover Type with Aggreg,soil_type_aggreg,Twoing,1,1,2
Cover Type with Aggreg,wilderness_area_2,LS Chi Square,0,0,0
Cover Type with Aggreg,wilderness_area_2,LS Squared Gini,0,0,0
Cover Type with Aggreg,wilderness_area_2,Twoing,0,0,0
Cover Type with Aggreg,wilderness_area_3,LS Chi Square,0,0,0
Cover Type with Aggreg,wilderness_area_3,LS Squared Gini,0,0,0
Cover Type with Aggreg,wilderness_area_3,Twoing,0,0,0
Cover Type with Aggreg,wilderness_area_4,LS Chi Square,0,0,0
Cover Type with Aggreg,wilderness_area_4,LS Squared Gini,0,0,0
Cover Type with Aggreg,wilderness_area_4,Twoing,0,0,0
Cover Type with Aggreg,wilderness_area_aggreg,LS Chi Square,0,0,0
Cover Type with Aggreg,wilderness_area_aggreg,LS Squared Gini,0,0,0
Cover Type with Aggreg,wilderness_area_aggreg,Twoing,0,0,0
KDD98 Multiclass 2,AGEFLAG,LS Chi Square,1,1,0
KDD98 Multiclass 2,AGEFLAG,LS Squared Gini,0,0,2
KDD98 Multiclass 2,AGEFLAG,Twoing,1,1,0
KDD98 Multiclass 2,BIBLE,LS Chi Square,0,0,0
KDD98 Multiclass 2,BIBLE,LS Squared Gini,0,0,0
KDD98 Multiclass 2,BIBLE,Twoing,0,0,0
KDD98 Multiclass 2,BOATS,LS Chi Square,0,0,0
KDD98 Multiclass 2,BOATS,LS Squared Gini,0,0,0
KDD98 Multiclass 2,BOATS,Twoing,0,0,0
KDD98 Multiclass 2,CARDS,LS Chi Square,0,0,0
KDD98 Multiclass 2,CARDS,LS Squared Gini,0,0,0
KDD98 Multiclass 2,CARDS,Twoing,0,0,0
KDD98 Multiclass 2,CATLG,LS Chi Square,0,0,0
KDD98 Multiclass 2,CATLG,LS Squared Gini,0,0,0
KDD98 Multiclass 2,CATLG,Twoing,0,0,0
KDD98 Multiclass 2,CDPLAY,LS Chi Square,0,0,0
KDD98 Multiclass 2,CDPLAY,LS Squared Gini,0,0,0
KDD98 Multiclass 2,CDPLAY,Twoing,0,0,0
KDD98 Multiclass 2,CHILD07,LS Chi Square,0,0,0
KDD98 Multiclass 2,CHILD07,LS Squared Gini,0,0,0
KDD98 Multiclass 2,CHILD07,Twoing,0,0,0
KDD98 Multiclass 2,CHILD18,LS Chi Square,0,0,0
KDD98 Multiclass 2,CHILD18,LS Squared Gini,0,0,2
KDD98 Multiclass 2,CHILD18,Twoing,0,0,0
KDD98 Multiclass 2,COLLECT1,LS Chi Square,0,0,0
KDD98 Multiclass 2,COLLECT1,LS Squared Gini,0,0,0
KDD98 Multiclass 2,COLLECT1,Twoing,0,0,0
KDD98 Multiclass 2,CRAFTS,LS Chi Square,0,0,0
KDD98 Multiclass 2,CRAFTS,LS Squared Gini,0,0,0
KDD98 Multiclass 2,CRAFTS,Twoing,0,0,0
KDD98 Multiclass 2,DOMAIN,LS Chi Square,2,2,0
KDD98 Multiclass 2,DOMAIN,LS Squared Gini,0,0,2
KDD98 Multiclass 2,DOMAIN,Twoing,1,1,0
KDD98 Multiclass 2,FISHER,LS Chi Square,0,0,0
KDD98 Multiclass 2,FISHER,LS Squared Gini,0,0,0
KDD98 Multiclass 2,FISHER,Twoing,0,0,0
KDD98 Multiclass 2,GARDENIN,LS Chi Square,0,0,0
KDD98 Multiclass 2,GARDENIN,LS Squared Gini,0,0,0
KDD98 Multiclass 2,GARDENIN,Twoing,0,0,0
KDD98 Multiclass 2,GENDER,LS Chi Square,1,1,0
KDD98 Multiclass 2,GENDER,LS Squared Gini,2,2,2
KDD98 Multiclass 2,GENDER,Twoing,0,0,0
KDD98 Multiclass 2,GEOCODE2,LS Chi Square,0,0,1
KDD98 Multiclass 2,GEOCODE2,LS Squared Gini,0,0,2
KDD98 Multiclass 2,GEOCODE2,Twoing,0,0,0
KDD98 Multiclass 2,HOMEE,LS Chi Square,0,0,0
KDD98 Multiclass 2,HOMEE,LS Squared Gini,0,0,0
KDD98 Multiclass 2,HOMEE,Twoing,0,0,0
KDD98 Multiclass 2,HOMEOWNR,LS Chi Square,0,0,0
KDD98 Multiclass 2,HOMEOWNR,LS Squared Gini,2,2,0
KDD98 Multiclass 2,HOMEOWNR,Twoing,0,0,0
KDD98 Multiclass 2,KIDSTUFF,LS Chi Square,0,0,0
KDD98 Multiclass 2,KIDSTUFF,LS Squared Gini,0,0,0
KDD98 Multiclass 2,KIDSTUFF,Twoing,0,0,0
KDD98 Multiclass 2,MAILCODE,LS Chi Square,0,0,0
KDD98 Multiclass 2,MAILCODE,LS Squared Gini,0,0,0
KDD98 Multiclass 2,MAILCODE,Twoing,0,0,0
KDD98 Multiclass 2,OSOURCE,LS Chi Square,1,1,0
KDD98 Multiclass 2,OSOURCE,LS Squared Gini,2,2,0
KDD98 Multiclass 2,OSOURCE,Twoing,0,0,0
KDD98 Multiclass 2,PCOWNERS,LS Chi Square,0,0,0
KDD98 Multiclass 2,PCOWNERS,LS Squared Gini,0,0,0
KDD98 Multiclass 2,PCOWNERS,Twoing,0,0,0
KDD98 Multiclass 2,PEPSTRFL,LS Chi Square,0,0,0
KDD98 Multiclass 2,PEPSTRFL,LS Squared Gini,0,0,0
KDD98 Multiclass 2,PEPSTRFL,Twoing,0,0,0
KDD98 Multiclass 2,PETS,LS Chi Square,0,0,0
KDD98 Multiclass 2,PETS,LS Squared Gini,0,0,0
KDD98 Multiclass 2,PETS,Twoing,0,0,0
KDD98 Multiclass 2,PHOTO,LS Chi Square,0,0,0
KDD98 Multiclass 2,PHOTO,LS Squared Gini,0,0,0
KDD98 Multiclass 2,PHOTO,Twoing,0,0,0
KDD98 Multiclass 2,PLATES,LS Chi Square,0,0,0
KDD98 Multiclass 2,PLATES,LS Squared Gini,0,0,0
KDD98 Multiclass 2,PLATES,Twoing,0,0,0
KDD98 Multiclass 2,PVASTATE,LS Chi Square,0,0,0
KDD98 Multiclass 2,PVASTATE,LS Squared Gini,0,0,0
KDD98 Multiclass 2,PVASTATE,Twoing,0,0,0
KDD98 Multiclass 2,RECINHSE,LS Chi Square,0,0,0
KDD98 Multiclass 2,RECINHSE,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RECINHSE,Twoing,0,0,0
KDD98 Multiclass 2,RECP3,LS Chi Square,0,0,0
KDD98 Multiclass 2,RECP3,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RECP3,Twoing,0,0,0
KDD98 Multiclass 2,RECSWEEP,LS Chi Square,0,0,0
KDD98 Multiclass 2,RECSWEEP,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RECSWEEP,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-10,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-10,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-10,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-11,LS Chi Square,0,0,0
KDD98 Multiclass 2,RFA+AF8-11,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-11,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-12,LS Chi Square,0,0,0
KDD98 Multiclass 2,RFA+AF8-12,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-12,Twoing,0,0,2
KDD98 Multiclass 2,RFA+AF8-13,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-13,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-13,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-14,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-14,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-14,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-15,LS Chi Square,0,0,0
KDD98 Multiclass 2,RFA+AF8-15,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-15,Twoing,2,2,0
KDD98 Multiclass 2,RFA+AF8-16,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-16,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-16,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-17,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-17,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-17,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-18,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-18,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-18,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-19,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-19,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-19,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-2,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-2,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-2,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-20,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-20,LS Squared Gini,0,0,1
KDD98 Multiclass 2,RFA+AF8-20,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-21,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-21,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-21,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-22,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-22,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-22,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-23,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-23,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-23,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-24,LS Chi Square,2,2,0
KDD98 Multiclass 2,RFA+AF8-24,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-24,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-2A,LS Chi Square,0,0,0
KDD98 Multiclass 2,RFA+AF8-2A,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-2A,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-3,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-3,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-3,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-4,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-4,LS Squared Gini,0,0,0
KDD98 Multiclass 2,RFA+AF8-4,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-5,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-5,LS Squared Gini,0,0,2
KDD98 Multiclass 2,RFA+AF8-5,Twoing,1,1,0
KDD98 Multiclass 2,RFA+AF8-6,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-6,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-6,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-7,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-7,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-7,Twoing,0,0,2
KDD98 Multiclass 2,RFA+AF8-8,LS Chi Square,0,0,0
KDD98 Multiclass 2,RFA+AF8-8,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-8,Twoing,0,0,0
KDD98 Multiclass 2,RFA+AF8-9,LS Chi Square,1,1,0
KDD98 Multiclass 2,RFA+AF8-9,LS Squared Gini,2,2,0
KDD98 Multiclass 2,RFA+AF8-9,Twoing,0,0,2
KDD98 Multiclass 2,STATE,LS Chi Square,1,1,0
KDD98 Multiclass 2,STATE,LS Squared Gini,2,2,0
KDD98 Multiclass 2,STATE,Twoing,0,0,0
KDD98 Multiclass 2,VETERANS,LS Chi Square,0,0,0
KDD98 Multiclass 2,VETERANS,LS Squared Gini,0,0,0
KDD98 Multiclass 2,VETERANS,Twoing,0,0,0
KDD98 Multiclass 2,WALKER,LS Chi Square,0,0,0
KDD98 Multiclass 2,WALKER,LS Squared Gini,0,0,0
KDD98 Multiclass 2,WALKER,Twoing,0,0,0
KDD98 Multiclass 3,AGEFLAG,LS Chi Square,1,1,0
KDD98 Multiclass 3,AGEFLAG,LS Squared Gini,0,0,2
KDD98 Multiclass 3,AGEFLAG,Twoing,1,1,0
KDD98 Multiclass 3,BIBLE,LS Chi Square,0,0,0
KDD98 Multiclass 3,BIBLE,LS Squared Gini,0,0,0
KDD98 Multiclass 3,BIBLE,Twoing,0,0,0
KDD98 Multiclass 3,BOATS,LS Chi Square,0,0,0
KDD98 Multiclass 3,BOATS,LS Squared Gini,0,0,0
KDD98 Multiclass 3,BOATS,Twoing,0,0,0
KDD98 Multiclass 3,CARDS,LS Chi Square,0,0,0
KDD98 Multiclass 3,CARDS,LS Squared Gini,0,0,0
KDD98 Multiclass 3,CARDS,Twoing,0,0,0
KDD98 Multiclass 3,CDPLAY,LS Chi Square,0,0,0
KDD98 Multiclass 3,CDPLAY,LS Squared Gini,0,0,0
KDD98 Multiclass 3,CDPLAY,Twoing,0,0,0
KDD98 Multiclass 3,CHILD07,LS Chi Square,0,0,0
