a_0,a_1,a_2,class
B,IH,G,AH
Z,AH,Z,IH
EH,N,SH,AH
UW,K,R,EH
M,UW,V,L
AE,NG,K,ER
IH,Z,T,R
IH,K,W,EH
EH,D,V,ER
R,P,EH,N
T,S,K,R
UW,K,L,IY
AE,F,T,ER
M,B,ER,Z
T,S,EH,D
N,K,R,AH
M,P,T,IH
NG,AH,P,IH
T,OW,V,ER
IH,CH,K,AH
UW,T,R,AH
IH,K,IH,K
R,AA,K,AH
EY,Z,IH,N
S,P,IY,D
T,UW,IH,N
AH,T,UW,M
N,EH,S,T
M,P,R,EH
AH,V,ER,M
OW,SH,AH,L
S,P,AO,R
HH,EH,L,D
EH,L,D,D
DH,AH,R,IH
Z,AH,N,D
S,UW,M,ER
Z,AH,SH,IH
AH,T,L,IY
UW,S,T,IH
EY,SH,OW,D
T,AH,M,ER
S,AH,N,D
AH,N,D,L
P,OW,K,IH
L,OW,V,ER
S,K,AH,M
S,IY,R,IH
K,EY,M,Z
UW,V,S,AH
SH,AH,N,T
T,AH,D,T
R,T,S,AH
D,D,IH,S
M,AH,N,T
AH,P,F,R
IH,CH,W,IH
AY,R,M,AH
T,R,AH,S
IH,D,ER,AH
AH,K,AW,N
L,AO,NG,D
N,EY,T,S
W,IH,DH,AH
D,AH,M,AH
AH,L,T,S
AA,R,L,AH
ER,T,AH,L
F,R,AH,M
M,P,EH,R
D,B,IH,L
L,IY,D,IH
AH,N,D,S
AH,N,IH,N
AH,EH,K,AH
B,S,P,EH
IH,NG,P,AH
L,OW,ER,D
JH,IH,T,D
N,T,AH,N
K,AH,M,D
M,EY,IH,N
AH,N,T,S
P,EY,P,ER
AE,NG,K,K
S,EH,N,T
T,ER,Z,IH
R,AA,B,L
HH,AO,L,T
S,T,AH,N
D,IH,F,EH
ER,Z,DH,AH
L,HH,AE,D
V,ER,M,AH
L,Y,AH,N
JH,D,HH,EH
S,IH,N,K
AE,G,M,AH
K,AE,P,AH
IH,NG,B,IH
Y,UW,S,AH
ER,P,L,AH
L,IH,N,AH
S,IH,T,AH
SH,AH,N,AH
AH,L,AE,S
AH,OY,L,M
AH,M,IH,N
AH,S,T,K
S,T,EY,T
SH,B,AE,L
P,AO,R,T
N,V,AH,N
EH,M,B,AH
B,IY,R,IY
S,DH,AH,N
EH,K,T,ER
R,Z,IH,N
T,IH,K,S
V,D,D,IH
IY,JH,OY,N
ER,AH,N,T
AW,T,L,EH
P,AA,N,S
AH,M,W,IH
ER,AH,F,R
NG,Z,W,IH
M,AH,N,T
IH,SH,AH,N
IH,SH,AH,N
B,AY,TH,R
S,T,AA,R
AE,N,IH,K
IH,S,T,R
S,M,EY,N
P,F,R,AH
AH,K,SH,AH
AH,S,IY,N
IY,Y,UW,Z
F,IH,SH,AH
T,G,EH,T
N,D,ER,S
F,AO,L,T
AH,D,AA,R
P,EH,K,T
AH,D,D,IH
S,AY,N,D
N,D,IH,N
AE,N,D,AH
AY,B,AA,R
D,EH,R,L
S,AO,R,S
NG,L,IH,T
AH,L,AO,L
N,D,IH,N
N,D,IH,Z
DH,AH,G,R
D,IH,CH,EH
IY,AH,N,D
N,T,R,IY
M,EH,TH,AH
N,T,UW,M
AA,R,IH,K
S,T,S,D
UW,T,ER,M
AY,T,IH,R
Z,AH,L,Z
Y,UH,R,AH
Y,UW,S,AH
AO,N,CH,T
AY,ER,Z,K
IH,N,DH,AH
IH,T,S,K
D,AH,N,D
R,IY,SH,EH
UW,IH,NG,AH
F,AO,R,EH
IH,L,B,IY
S,HH,IY,R
K,K,R,EH
AH,L,D,IH
L,F,AO,R
DH,AH,EH,N
S,T,EY,T
ER,D,AH,N
M,AY,N,Z
EH,S,AW,T
S,IH,K,S
EH,N,K,ER
T,IH,N,K
L,AY,K,L
G,R,AW,N
AH,D,AH,K
T,UW,B,IY
EY,D,IH,N
AE,T,M,AH
IY,D,AH,Z
N,D,IH,D
IH,NG,IH,N
AY,IH,K,S
OW,K,AA,Z
AY,T,P,ER
M,AA,R,K
N,L,AY,N
B,UW,S,T
HH,IY,AE,D
N,D,P,R
S,T,AH,D
AH,N,D,AH
K,S,ER,S
AH,N,AH,L
EH,ZH,ER,AH
AH,P,AH,L
V,DH,AH,L
IH,N,S,T
L,Y,AH,N
S,P,EH,K
AO,R,G,AH
ER,P,R,EH
N,T,S,L
S,AH,B,S
AY,T,AH,M
NG,Z,F,R
AH,V,IH,R
UH,D,M,IY
S,AH,B,S
Z,B,IY,IH
JH,AH,N,S
V,EH,S,T
W,EH,N,IH
EH,S,M,AH
L,AO,S,AH
EY,K,ER,Z
K,ER,AH,N
T,IH,L,N
M,AH,N,T
L,IY,IH,N
B,AE,N,D
R,AH,T,EH
T,M,AH,N
T,T,AY,M
S,T,IH,D
IH,SH,UW,AH
N,D,AH,S
D,AH,S,T
K,ER,AH,N
R,IY,DH,ER
W,IH,DH,IH
G,AH,T,S
K,W,IH,K
M,IH,T,M
F,AH,K,AH
N,IY,DH,AH
R,IH,T,S
AH,M,S,T
AE,T,DH,EH
AH,V,DH,AH
L,R,EY,N
IH,SH,UW,IH
IY,AH,N,D
V,S,AH,S
M,AH,N,T
EH,K,AH,N
T,IH,D,T
S,ER,V,AH
IH,K,W,EH
M,IH,N,T
N,Y,AH,N
R,AH,D,AH
AH,K,AA,M
AH,JH,OY,N
SH,AH,N,Z
AH,L,IH,S
ER,EY,T,IH
S,T,AH,T
T,UW,P,R
AH,V,DH,AH
L,IY,ER,M
EY,L,P,R
AH,N,IY,IH
S,DH,AH,R
D,B,IY,K
L,G,AE,S
T,W,UH,D
L,F,R,AH
UW,IH,T,S
N,D,AA,N
Z,S,EH,D
AY,Z,IH,N
AH,N,T,R
Y,OW,V,ER
UW,V,EH,N
AO,R,K,L
UH,R,AH,T
AA,N,T,R
AE,N,S,T
AA,N,HH,IH
T,R,AE,N
AO,R,T,ER
AA,N,T,R
NG,AO,F,ER
R,HH,OW,L
T,UW,R,IY
R,AH,S,IY
P,EH,K,T
UW,V,AH,L
IH,NG,K,AH
F,AO,R,K
NG,F,AH,S
AH,K,AO,L
IH,NG,DH,EH
HH,AE,P,IY
S,DH,EH,M
M,S,AH,L
ER,CH,OY,S
B,IY,D,IH
AA,B,L,AH
K,T,AH,D
AH,V,ER,M
M,AH,N,T
L,UW,D,Z
EH,R,V,IY
HH,AE,Z,M
ER,T,UW,AH
AA,L,OW,D
S,R,UW,L
K,AH,JH,AH
M,AH,N,T
OW,W,EH,N
AA,R,T,M
R,IY,S,T
EH,T,S,AH
IH,F,AO,R
T,DH,AH,M
AH,S,R,IH
AE,T,AH,S
T,EY,T,M
R,EH,S,T
OW,S,T,L
T,HH,AE,Z
K,AA,M,AH
V,S,ER,T
T,UW,R,IH
ER,D,M,EH
D,IH,D,IH
AH,N,S,AH
IH,F,IH,T
R,T,AO,K
AH,V,DH,AH
EH,T,AH,L
T,S,AA,N
IH,NG,IH,N
EH,K,T,AH
Z,W,IH,L
T,AO,L,S
T,S,D,IH
UW,T,EH,S
D,IH,T,M
T,AA,R,T
M,AH,N,T
EH,D,AE,Z
OW,L,IY,AH
CH,F,AO,R
R,IY,S,IH
IY,P,R,AH
IH,D,AE,T
ER,SH,EH,R
EH,N,D,ER
ZH,AH,N,EH
F,EH,D,ER
IY,S,IH,T
Z,AH,N,T
P,ER,AH,T
W,IY,V,IY
AH,P,EY,T
L,R,UW,L
AA,Z,IH,M
AH,N,S,EH
EY,D,AA,N
N,DH,AH,K
V,IY,EH,S
EY,JH,IH,N
K,AH,M,IH
N,T,AE,T
K,W,EH,N
EH,K,T,IH
L,OW,ER,R
Z,P,EY,IH
N,Z,W,IH
K,S,D,IH
EH,R,Z,AH
AA,R,AY,T
R,IY,JH,AH
AH,S,IY,D
IH,N,K,R
IH,N,IH,T
N,IH,K,S
AH,F,AH,N
B,L,IH,K
B,AH,JH,IH
AH,M,P,AH
N,S,IY,Z
Z,P,R,AH
EH,L,P,IH
EH,D,IH,T
P,L,AE,N
V,IH,JH,AH
AA,N,D,IH
AA,K,S,AH
NG,AA,N,AH
EH,T,AH,L
T,AE,K,S
B,AY,W,AH
T,R,IY,Z
S,AH,N,D
AH,T,TH,R
R,AA,F,AH
M,P,AH,N
AH,P,IH,N
OW,TH,DH,AH
HH,OW,L,D
V,K,AA,M
R,AA,F,AH
DH,AH,K,AH
AE,M,W,IH
V,R,AH,L
S,T,IH,M
Z,IH,S,T
P,T,W,IH
AE,V,B,IH
IH,L,T,S
EH,N,D,AH
Z,S,EH,T
AO,R,AE,T
S,OW,AE,K
M,AY,Z,D
D,ER,D,D
AH,S,T,R
IH,P,AH,N
R,AH,P,IY
T,EY,K,IH
N,AH,K,AH
IH,NG,G,AH
N,DH,AH,K
AH,N,R,IY
S,AH,M,ER
IY,CH,EY,N
UW,V,M,AH
AH,N,AW,N
L,Y,AH,N
AH,SH,EH,R
L,AH,N,D
AH,P,AA,Z
S,EH,V,AH
T,UW,K,AH
IH,L,OW,N
DH,IH,S,R
N,D,ER,AH
W,ER,K,ER
D,IH,T,S
AY,N,D,AH
F,AO,R,M
D,ER,IH,N
OW,K,ER,Z
AH,V,AY,AH
IY,D,IY,AH
IH,F,IH,K
AH,V,DH,AH
D,AH,Z,N
EH,N,JH,AH
N,AH,N,D
AH,N,T,M
EH,S,P,R
M,P,AH,N
S,ER,V,AH
AH,N,IY,S
AH,D,R,AH
NG,IH,N,S
IH,T,IH,Z
AH,K,T,S
N,R,IH,L
ER,SH,EH,R
T,IH,K,T
K,L,OW,S
R,AE,N,Z
AO,L,B,AH
NG,DH,AH,IH
V,IH,D,EH
W,ER,K,IH
L,EH,K,T
IH,F,IH,N
AH,B,AH,L
IH,N,T,ER
M,EY,K,IH
N,V,ER,T
S,EH,D,IH
DH,AH,F,AH
V,AH,F,R
L,AY,Z,D
N,AH,V,S
D,B,AY,L
AY,S,AH,Z
AE,D,AH,D
HH,OW,L,D
K,EY,SH,AH
T,AH,D,IH
M,EY,JH,ER
L,IH,T,S
IH,K,AH,L
K,AO,R,T
R,AH,S,T
ER,Z,W,IH
HH,AE,D,N
AE,N,D,Z
S,IH,F,IH
IY,S,EH,D
EH,K,AH,N
EY,SH,AH,N
UW,S,G,L
AH,V,DH,AH
R,AH,F,ER
T,AE,D,AH
F,IH,K,S
D,D,IH,S
T,T,UH,K
IH,N,V,EH
K,W,AY,R
T,W,AA,Z
D,T,UW,AH
N,IH,NG,AH
D,S,P,EH
R,IY,CH,AH
IH,Z,AH,D
IH,D,B,AH
Z,AH,N,D
AE,K,T,IH
UW,SH,AH,N
T,ER,DH,AH
AH,P,AO,R
IY,AH,S,L
R,T,IH,D
T,AY,Z,IH
EH,K,Y,AH
AH,B,EH,N
OW,S,EH,D
N,T,AH,N
AH,N,D,AH
UW,P,L,IY
N,D,W,IH
N,T,S,EH
S,P,AH,Z
N,AE,SH,AH
UW,AH,L,R
IH,ZH,AH,N
S,IH,N,AH
AH,T,IH,D
IH,L,IH,T
AE,N,Z,T
T,AE,F,T
T,EY,T,S
UW,CH,ER,D
IH,N,T,EH
UW,AH,P,R
T,AH,N,Z
AH,N,AE,Z
W,UH,D,N
AH,N,V,ER
M,EY,B,IY
EH,T,AH,T
TH,L,OW,N
AH,B,AH,L
V,IY,EH,S
JH,AH,N,AH
M,AE,T,ER
N,T,W,IH
N,JH,W,IH
AA,D,AH,K
N,AW,N,S
EH,N,T,AH
AH,M,Z,L
OW,T,IY,N
W,IH,DH,AH
AH,B,M,IH
P,OW,K,S
AE,L,AH,N
IH,L,IH,T
T,UW,DH,AH
V,AY,AH,L
N,M,EY,D
UW,D,IH,S
AO,R,EY,Z
P,EH,R,D
B,AY,N,D
AO,F,AH,S
UW,AH,L,IH
UH,R,AH,T
SH,AH,L,M
K,S,D,EH
AH,L,T,IH
N,D,ER,L
B,S,AH,L
W,ER,D,R
S,T,R,IY
F,AH,V,IH
D,IH,T,AH
V,DH,AH,K
F,ER,M,Z
R,IH,T,AH
P,EH,K,T
AH,D,W,IH
T,DH,AH,T
M,AE,T,ER
L,IY,D,IH
P,OY,N,T
IY,AH,N,D
IH,CH,HH,IY
JH,AH,S,T
P,AE,N,T
AY,D,IY,L
R,M,AH,N
N,M,OW,S
T,DH,AE,T
T,IY,F,AH
P,EH,K,T
AH,L,IH,N
S,T,Y,IH
UH,D,D,R
Y,UW,W,AH
AH,T,IY,Z
AY,S,K,AH
L,IY,M,AH
D,EY,Z,AH
Z,S,IH,N
R,D,AH,S
EY,SH,AH,N
B,EY,S,T
IH,N,K,L
ER,Z,S,T
T,ER,Z,AH
R,AY,T,IH
AH,N,T,IY
S,AO,R,S
M,IY,T,IH
S,T,S,EH
EH,F,AH,S
N,AH,G,EH
K,S,P,EH
M,D,IH,N
M,P,AH,N
M,AH,N,T
DH,AH,D,R
AE,P,AH,T
K,Y,UH,R
NG,W,IH,L
N,IY,P,R
T,EH,K,S
S,ER,V,AH
G,ER,N,IY
S,F,AO,R
AH,S,T,R
B,F,R,AH
IH,L,EH,K
AH,D,IH,N
SH,AH,L,S
AH,Z,S,EH
R,Z,V,IH
N,S,EH,D
N,AE,T,EH
S,AH,Z,AH
L,K,ER,AH
Z,IH,K,S
T,IH,NG,M
AH,S,AH,T
AH,F,IH,T
AH,M,R,IH
ER,D,IH,K
AE,M,AH,L
IY,T,AE,K
AA,Z,IH,N
K,ER,AH,N
IH,N,F,R
AH,N,IH,Z
IY,AH,M,T
DH,AH,M,IY
IH,R,T,ER
AH,D,AW,T
V,EH,L,AH
K,AE,N,D
T,R,AE,N
IH,K,AH,T
IH,K,AO,Z
EH,N,T,AH
T,Y,EH,S
N,D,Z,AH
AO,F,S,EH
AA,R,K,AH
K,S,AA,R
AH,CH,T,AH
K,Y,UH,R
AH,D,AH,M
EY,T,UW,D
S,T,R,IY
S,AE,F,T
N,T,HH,EH
AH,L,F,EH
AH,L,D,IH
N,AH,L,K
AY,S,AH,Z
P,AO,R,T
AH,N,D,AH
EH,N,D,IH
AY,T,AH,M
D,AH,V,N
AH,L,Y,IH
IH,F,AO,R
N,K,ER,D
IY,Z,R,IH
AH,N,T,AH
SH,AH,N,Z
L,AH,JH,IY
Z,AH,N,D
AE,N,AA,R
R,AE,N,S
IY,AH,M,EH
N,AH,G,R
T,P,AH,T
AW,N,S,AH
IH,L,B,IY
T,AH,N,T
N,K,AO,L
IH,DH,DH,AH
T,S,K,AH
F,R,AH,M
T,EY,K,IH
L,JH,EH,T
AO,R,D,ER
S,F,AO,R
AH,AH,N,D
AH,N,D,ER
EH,N,D,IH
M,IH,N,IH
OW,L,D,IH
AH,B,AH,L
AH,V,EH,N
K,Y,UH,R
NG,Z,DH,AH
AH,K,EY,T
R,IY,AE,T
S,IH,N,IH
K,AH,M,ER
AH,T,W,IH
T,W,IH,L
AE,NG,K,S
HH,AE,Z,R
B,AE,NG,K
EY,K,AH,N
EY,DH,AE,T
AH,V,ER,M
UW,D,EH,M
Z,S,T,IH
S,EH,D,AH
EH,M,B,ER
G,AH,V,ER
AH,T,AH,L
L,G,EY,N
AH,D,DH,AH
T,P,UH,T
S,P,EH,K
K,T,W,IH
N,T,ER,M
M,AH,N,T
AH,V,ER,M
S,K,AE,N
K,W,EH,N
N,T,IH,D
S,CH,AE,N
Z,P,EY,T
G,ER,IH,N
V,S,AE,L
IH,N,T,R
R,K,EY,S
S,W,AA,Z
G,R,EY,T
R,IY,S,L
AH,M,AE,T
S,T,ER,Z
W,AH,N,AH
T,W,IY,IH
IH,D,AE,T
R,T,AH,N
D,F,AO,R
F,T,F,R
Z,DH,AE,T
JH,UH,L,D
AE,K,T,IH
IH,D,S,AH
JH,AH,N,AH
S,T,R,AH
UW,F,AO,R
S,T,R,IY
CH,UH,R,AH
K,SH,AH,N
R,T,S,T
S,IY,D,Z
AH,N,EH,K
W,EH,S,T
L,F,AH,N
N,AA,M,IH
SH,AH,N,IH
AH,Y,IH,R
L,IH,NG,K
IH,V,AY,Z
IH,NG,P,R
AH,K,AH,M
M,AH,N,T
AH,P,EY,T
L,Y,UW,D
IH,T,S,EH
K,AO,R,D
L,Z,W,IH
AO,R,T,S
AH,EH,D,AH
R,IY,T,M
M,ER,SH,AH
AA,R,P,AH
IY,V,Z,IH
F,AO,R,AH
EH,N,D,IH
S,T,AH,D
R,IH,L,IH
EY,W,ER,AH
D,IY,AH,N
N,T,S,AH
B,IH,N,EH
T,UW,AH,D
L,OY,M,AH
AH,N,IH,M
AH,N,Z,K
K,T,IH,N
D,IH,NG,IH
F,IH,SH,AH
ZH,AH,N,K
T,D,AW,N
K,R,AW,N
R,AY,T,D
ER,F,AH,N
L,IH,M,AH
P,SH,AH,N
N,D,R,IH
D,IH,T,R
IH,DH,DH,AH
AH,L,AH,T
P,AO,R,T
S,P,AA,T
P,AA,S,AH
UW,T,UW,IH
N,CH,AH,Z
S,T,ER,N
AE,D,AH,D
D,AH,S,EH
IH,D,IH,N
R,UW,T,S
N,SH,AH,N
V,AO,F,IH
ER,R,AY,Z
S,G,EY,N
OW,V,ER,AH
IY,HH,IH,K
R,AO,NG,D
Z,L,AO,S
AO,R,AH,D
IY,CH,EY,N
IH,N,K,R
IH,L,B,IY
T,T,UW,AH
S,T,AH,D
F,OW,N,S
S,IH,S,T
IY,CH,W,IH
IH,Z,AE,N
N,EH,K,S
N,D,P,R
R,OW,S,D
UW,AH,L,S
ER,DH,AH,N
D,UH,R,IH
L,Y,AH,N
DH,EH,R,IH
N,G,IH,L
ER,Z,AA,R
AH,Y,IH,R
AH,W,EH,L
N,V,EH,S
IY,AH,N,D
AA,N,T,R
EY,M,AH,N
AH,T,IH,N
ER,Y,IH,R
IH,K,S,K
AH,M,P,AH
D,ER,DH,AH
ER,M,Z,AH
EY,B,AH,L
P,UH,T,D
M,AH,N,T
N,T,IH,N
F,T,ER,S
M,AH,N,S
P,IH,S,IH
D,EH,S,L
AH,N,D,M
M,IH,N,S
IY,S,EH,D
T,S,EH,D
IY,V,IY,AH
T,S,F,AH
L,OW,Z,D
K,AH,T,K
HH,OW,L,D
AH,L,IH,N
IH,N,T,R
D,IH,P,L
D,IH,S,K
TH,L,AE,S
HH,OW,L,D
R,K,AO,R
S,HH,EH,L
N,ER,Z,IH
AH,K,AO,L
R,AH,N,D
R,T,UW,EH
UH,D,B,IY
M,AA,R,K
AH,L,T,IY
IY,R,IH,Z
ER,L,IY,R
AH,L,IY,AH
F,IY,Z,T
AH,P,AH,M
EY,N,IH,N
K,UH,D,R
N,D,AH,S
IY,EY,SH,AH
N,T,S,AH
N,N,EH,T
S,EY,L,Z
F,R,AH,M
EH,N,T,T
AH,N,IY,S
S,T,UW,K
AE,V,AH,N
D,IH,F,EH
AE,K,T,ER
IH,N,D,AH
AH,N,T,AH
V,OW,T,IH
K,CH,ER,ER
UW,Z,SH,EH
T,ER,S,EH
M,AH,N,T
N,S,IY,Z
AO,R,IH,T
AE,M,P,R
Z,P,AA,R
T,AY,L,T
AH,V,IH,T
T,P,AA,R
D,IH,V,EH
AH,N,AH,N
AH,N,T,S
K,AA,R,Z
IY,S,EH,D
AH,T,AH,N
M,AH,L,IY
D,AE,T,ER
IH,NG,AH,T
S,AH,L,Z
R,T,ER,AH
AE,F,T,EH
S,AH,N,D
L,M,P,R
AA,R,IH,K
AH,M,W,IH
IY,AH,T,L
R,T,ER,Z
ER,SH,EH,R
D,IH,S,K
T,UW,D,IH
AA,D,IY,Z
S,P,AO,R
T,DH,AH,M
D,IH,T,S
L,Y,UW,N
R,AH,L,S
JH,EH,N,ER
R,JH,S,K
G,IH,V,N
S,R,OW,Z
K,T,AH,D
IH,SH,AH,N
ER,D,AH,K
T,W,AY,L
D,V,AE,N
IH,K,EY,T
P,AA,Z,IH
S,L,IY,D
N,F,AO,R
P,OW,ZH,ER
AH,T,AH,D
IH,L,EH,K
S,B,AO,R
F,R,AH,M
D,AH,S,T
S,B,AO,R
W,AH,N,T
N,CH,EY,N
N,AH,JH,M
AH,K,T,AH
UW,AH,G,R
T,OW,T,AH
IH,CH,AH,K
G,R,AE,M
R,S,EY,L
N,EY,M,D
M,AH,T,L
IH,L,D,AH
N,ER,AH,L
D,AE,M,AH
EY,SH,AH,N
V,N,AA,N
AH,N,Y,IH
Y,AH,L,AH
S,T,M,ER
D,T,UW,D
M,IY,T,IH
NG,AH,V,D
K,AH,L,T
AW,N,T,S
IH,N,Y,AH
V,DH,AH,K
IH,L,R,IH
UW,F,AO,R
AE,V,ER,IH
AH,N,D,S
IH,N,S,IH
IH,N,DH,AH
EH,P,SH,AH
EY,T,AE,Z
D,ER,Z,S
AH,K,AH,M
W,AH,N,AH
K,AA,N,T
UW,V,AH,L
F,R,AH,M
IH,N,DH,AH
T,S,IH,N
S,AH,N,D
OW,K,AH,L
AE,N,Y,AH
D,IH,T,S
L,AY,N,S
L,AH,B,AH
IH,CH,IH,T
K,EH,N,D
AA,G,R,EH
JH,IH,T,S
IH,G,Z,IH
L,Y,UW,K
L,AA,T,R
S,EH,D,IH
ER,IY,IH,N
AA,ZH,AH,N
N,K,AH,N
NG,T,UW,D
IY,S,AH,N
UW,T,OW,L
R,EH,D,AH
AE,K,T,IH
R,UW,D,AH
T,AA,K,S
N,Z,B,IH
K,AH,T,S
AH,T,K,AH
W,EH,S,T
D,V,AE,N
B,OW,TH,K
M,AH,N,T
IY,L,Z,K
AH,N,AH,L
L,IY,IY,K
AA,N,DH,AH
S,P,AO,R
T,S,W,IY
R,AH,F,ER
ER,IH,NG,R
D,N,OW,T
N,AA,N,K
DH,AH,W,IY
D,AH,M,EH
P,AH,N,IY
R,K,AH,T
S,AO,R,S
K,AE,S,T
N,T,L,IY
T,S,AH,N
EY,SH,AH,N
N,AE,SH,AH
S,S,EH,D
W,AA,Z,S
AH,M,AA,R
AA,R,K,AH
AE,P,AH,T
AH,N,P,R
AH,T,SH,EH
T,UW,D,IH
AH,AO,F,ER
IH,L,Y,AH
IH,Z,AH,M
K,DH,AH,M
N,T,R,AH
F,L,OW,T
AH,L,ER,K
S,EH,D,IH
S,IH,NG,K
R,EY,S,IH
N,AH,S,IH
IY,AH,T,L
T,R,AE,K
R,T,IH,D
AA,Z,AA,N
IY,DH,AH,IH
Z,F,R,AH
Z,F,AO,R
IH,N,K,L
AH,S,IY,D
V,Z,DH,AH
K,AH,T,AH
AH,T,AH,N
AH,N,UW,T
ER,D,IH,S
B,AH,L,R
AH,TH,ER,M
P,ER,SH,EH
P,EY,M,AH
SH,AH,N,Z
T,IH,T,M
W,IY,K,S
P,AH,N,IY
D,K,AE,S
T,S,S,ER
AH,N,D,IH
L,AH,P,M
R,IY,M,AH
D,P,R,EH
K,S,AH,N
K,CH,ER,D
AH,N,D,ER
T,S,W,ER
W,AY,ER,D
AH,N,T,R
M,ER,D,IH
N,D,IH,T
K,L,OW,S
EH,D,IH,N
IH,D,AE,D
EY,S,AH,N
AH,N,T,T
AH,T,OW,T
Z,AY,N,D
AH,M,P,AH
DH,IH,N,AH
T,R,AH,M
EH,D,AH,T
L,DH,AE,T
L,IH,M,AH
S,IH,D,ER
N,IH,SH,AH
NG,AE,D,IH
AH,N,D,S
EY,T,ER,Z
K,EY,T,IH
DH,ER,B,IH
IH,T,S,EH
ER,D,DH,AH
S,T,IH,D
ER,S,OW,L
M,P,ER,AH
IH,T,EH,R
ER,AH,L,K
EY,N,JH,IH
B,ER,P,L
NG,G,AH,S
UW,P,S,S
Y,AH,L,AH
EH,D,DH,AH
DH,AH,S,IH
Y,UH,R,AH
L,F,IH,N
L,IY,S,EH
IH,SH,AH,N
M,AH,N,T
UW,P,AO,N
ER,DH,AE,N
S,EH,D,IH
ER,AW,N,D
DH,AH,W,IY
G,R,EY,T
K,L,UW,D
F,R,AH,M
CH,ER,AH,L
T,P,UH,T
S,ER,P,L
EY,B,AH,L
N,OW,T,S
AH,P,OW,Z
ZH,ER,AA,N
T,R,EY,T
DH,AE,T,AH
IH,NG,AA,N
G,IH,V,AH
IH,DH,DH,AH
ER,AH,N,T
S,B,AO,R
D,T,R,AH
EH,S,T,ER
T,N,AW,S
M,B,AY,N
Z,F,AO,R
R,OW,N,ER
IH,F,L,EH
UH,D,B,IY
R,IH,D,IY
N,IY,D,IH
AH,M,IH,T
R,M,Y,AH
AH,R,IY,Z
F,IH,SH,AH
T,UW,D,R
AH,D,UW,S
IH,N,R,IH
S,IH,N,T
Z,DH,AE,T
IH,D,AH,N
IH,R,IY,AH
EH,N,CH,AH
N,AA,T,R
R,S,G,R
EH,R,IY,AH
N,T,IH,D
V,AH,S,T
IH,N,K,R
L,AE,S,T
D,K,AH,N
K,W,AO,R
AY,S,AH,Z
S,AH,B,AH
N,OW,D,IH
K,EY,SH,AH
N,AH,V,K
L,K,AH,L
EH,D,DH,AH
ER,IH,N,T
IY,AH,D,Z
Y,IH,R,ER
L,OW,ER,AH
N,Z,IH,N
