a_0,a_1,a_2,class
IH,V,AH,N
R,EH,P,R
AA,K,S,AH
IH,M,AE,N
N,K,R,IY
P,AO,R,T
R,IH,JH,AH
AE,D,B,IH
UW,EH,N,IY
S,T,M,AH
L,EH,K,S
T,P,UH,T
T,DH,AE,T
K,OW,W,IH
T,S,AE,Z
Y,AH,N,IH
AH,V,EH,R
AH,R,IH,K
NG,K,S,IH
T,AH,L,IH
S,SH,OW,D
R,EH,D,AH
N,D,AA,R
ER,Z,S,EH
M,P,EH,T
M,B,AY,N
N,T,S,EH
IH,K,T,AH
S,T,SH,EH
SH,AH,N,S
S,P,EH,K
AH,L,IH,N
S,EH,K,AH
AA,M,IH,K
T,P,R,AH
AH,S,AY,AH
T,F,AO,R
AY,N,ER,Z
IH,DH,DH,EH
IY,D,IH,N
K,W,OW,T
K,SH,AH,N
R,EH,Z,AH
AH,L,EH,T
P,OY,N,T
G,EH,N,S
L,Y,AH,N
N,SH,AH,N
T,UW,DH,AH
AO,R,AH,N
D,AE,N,IH
D,V,AE,L
R,AH,P,T
M,AH,B,Z
AH,B,AH,L
EY,D,D,EH
AO,L,IH,N
F,R,AH,S
AE,Z,AH,N
AO,R,AH,N
V,ER,M,AH
N,HH,AE,N
D,T,UW,L
AH,N,IH,N
D,F,AH,N
M,IH,T,IY
EH,K,S,T
AE,N,ER,S
AH,N,AH,L
K,W,OW,T
M,AH,N,T
AH,N,D,S
EY,JH,AH,N
M,P,AO,R
T,P,AA,R
T,UW,K,L
IH,JH,EH,K
D,IH,T,S
IH,N,T,EH
NG,F,R,AH
Z,S,IY,K
P,AA,R,T
N,T,UW,EH
B,IH,N,R
Z,W,IH,L
OW,V,ER,IH
DH,AH,K,IY
AH,L,K,AH
R,AH,M,S
N,T,AH,N
Z,EY,SH,AH
Z,IH,S,T
D,T,UW,K
F,IH,SH,AH
K,AH,N,IH
V,IH,ZH,AH
M,D,IH,S
AH,N,IY,D
AA,M,AH,T
JH,EH,K,T
OW,P,S,T
T,AO,L,S
IH,NG,IH,N
IH,N,S,EH
M,P,AH,N
SH,AH,N,Z
S,EY,L,AH
UW,T,AH,S
ER,S,IY,Z
P,SH,AH,N
EH,T,P,R
Z,R,AH,S
M,AH,N,T
UW,N,AA,N
S,IH,N,AH
T,B,IH,D
OW,T,DH,AH
N,D,P,L
AY,D,EH,N
P,R,AH,D
AH,JH,AH,S
N,P,R,IY
AH,N,T,S
AH,L,K,AH
T,DH,EH,N
AE,N,AE,D
S,P,OW,S
Y,IH,R,Z
P,L,AE,N
N,Z,AA,R
ER,M,AH,N
IH,NG,N,IH
T,UW,K,AH
AH,V,DH,AH
AH,JH,M,AH
AH,N,T,T
S,K,R,EH
S,K,AW,N
L,OW,N,L
L,EH,R,D
EH,V,AH,L
S,EY,L,Z
AA,Z,T,R
S,P,AO,R
AO,R,D,AH
N,IY,W,IH
T,UW,DH,AH
ER,Z,S,AH
IY,T,AH,N
SH,AH,N,Z
IH,SH,AH,N
T,L,AE,S
IH,N,DH,AH
V,IY,EH,S
IH,N,AH,S
S,EH,S,AH
N,AE,N,AH
N,S,IH,N
S,P,EH,N
AH,S,IH,K
OW,K,ER,Z
IH,S,Y,IH
EH,N,IY,AH
T,AE,K,S
AH,M,P,AH
B,AE,L,AH
D,IH,N,T
OW,Z,AH,L
N,F,AO,R
L,CH,EY,N
IH,V,AH,T
EH,N,S,T
W,IY,K,K
EY,N,JH,IH
V,IH,K,S
Z,AH,F,EH
T,IH,N,K
N,T,AA,R
R,AA,G,R
V,AO,F,IH
S,P,AE,N
K,W,AO,R
M,P,AH,N
AH,P,R,AH
S,EY,L,Z
AH,G,R,IY
R,AH,N,K
AA,N,DH,AH
AY,D,EH,N
D,B,IY,S
AH,T,IY,Z
D,Z,TH,R
AH,V,DH,AH
S,EY,V,IH
D,IH,T,AH
T,OW,L,D
ER,DH,AE,N
IH,NG,AH,T
W,IH,CH,IH
R,EY,D,IH
AW,N,T,IY
M,P,AH,N
K,AH,SH,AH
T,AH,N,Z
IH,D,ER,IH
EH,G,Y,AH
L,HH,OW,L
T,UW,K,AH
AE,T,IH,T
AH,N,T,S
AH,S,L,IY
S,EH,L,IH
S,T,OW,T
T,OW,T,AH
IY,AH,S,L
AH,B,AE,R
S,T,UW,IH
D,ER,Z,IH
K,Y,UH,R
IY,AH,N,D
AH,D,IH,S
K,AH,T,S
AE,N,D,Z
L,UW,T,L
IH,ZH,AH,N
V,AY,Z,D
T,S,EH,D
N,IY,EH,S
S,AO,R,S
D,IH,P,EH
M,OW,S,T
AH,N,S,IY
EY,SH,UH,D
ER,Z,AE,T
R,AH,T,IY
L,D,AW,N
UW,TH,ER,D
M,B,ER,AH
Z,S,EH,T
F,T,ER,AH
P,T,S,T
AH,F,AY,N
K,ER,AH,N
R,IH,K,AH
EY,N,JH,AH
IH,NG,DH,AH
AY,S,AH,Z
IY,AH,N,D
K,K,UH,D
EH,N,S,T
IH,T,W,IY
EH,S,EH,N
V,EH,S,T
T,S,T,IY
IH,T,IH,Z
AH,R,AH,K
R,T,S,S
D,B,IY,N
AH,N,R,IH
N,AH,M,IH
ER,M,AH,N
R,EH,D,IY
AH,V,DH,AH
IH,NG,DH,AH
EH,N,T,IH
IH,V,D,IH
T,AH,N,D
T,UW,IH,T
AO,L,DH,IY
L,EH,JH,D
P,ER,EY,T
N,AE,Z,AH
T,R,IY,IH
EY,T,S,AH
AA,R,N,AH
AH,M,OW,N
P,L,AY,D
AA,Z,AH,N
AO,L,T,R
AH,Y,UW,S
R,W,ER,D
AE,Z,IH,K
IH,F,W,IY
P,AO,N,AH
R,AE,NG,K
IH,V,AH,T
IH,NG,Y,IH
R,IY,B,IH
IY,P,AO,R
L,AH,T,IY
AH,K,AO,R
S,AH,Z,IH
Z,HH,AE,D
AH,N,T,IY
S,T,EH,N
AH,N,V,IH
UH,R,L,IY
EH,K,T,AH
IY,AH,N,D
ER,AH,N,D
AO,R,OY,L
B,ER,Z,S
Z,AW,T,R
N,S,DH,AH
N,Z,DH,AH
T,DH,AH,R
IH,L,R,IH
S,AH,L,Z
AA,R,AW,T
T,W,IY,N
AE,S,K,T
N,EY,SH,AH
P,AA,S,AH
AH,S,T,S
IY,W,AA,Z
P,EH,K,T
AH,D,EY,T
B,IH,N,D
IH,N,K,L
P,EY,B,AH
P,L,IH,T
T,UW,AE,K
AO,K,S,AH
UW,AH,V,T
W,AA,L,AH
OW,DH,AH,R
AH,N,T,IH
AH,T,P,R
IY,S,IH,Z
T,AH,V,T
R,EH,V,AH
IH,Z,AH,L
IY,S,EH,D
R,W,AH,N
N,S,IY,AH
N,W,AA,Z
S,T,R,IY
B,AY,IH,T
IH,L,B,IY
AH,M,L,EH
EH,N,JH,AH
T,ER,AH,N
L,S,OW,IH
N,D,ER,L
R,AY,Z,IH
K,T,AH,S
ER,SH,AH,L
NG,IH,N,D
IH,N,D,AH
B,IY,IH,N
Z,AA,R,N
ER,D,IH,N
D,IH,T,IH
AH,JH,AH,N
UW,V,D,IH
CH,S,ER,K
IH,V,EH,L
T,IH,NG,AH
N,S,F,AH
K,AW,N,T
W,IH,N,T
N,L,IY,L
N,EH,K,S
IH,DH,DH,AH
V,IY,HH,IH
AE,P,S,T
IH,N,D,IH
N,W,AA,Z
UW,B,AY,IH
EH,T,IH,N
B,Y,UW,T
HH,AW,HH,IY
B,AY,DH,AH
IH,T,IH,D
P,R,AH,T
P,R,AA,D
B,IY,D,IH
M,P,AH,N
D,ER,DH,AH
IH,T,S,AH
N,L,OW,K
T,W,IY,K
N,EH,K,S
Y,IH,R,Z
AH,N,W,IH
T,W,IH,L
T,UW,G,IH
L,IY,AH,N
L,P,R,AH
EH,R,AH,N
M,IH,S,T
ER,DH,AH,S
AH,N,EY,T
OW,AH,L,IH
SH,EH,R,D
K,AH,M,R
W,IY,K,AH
EY,B,IH,T
D,Z,EH,K
NG,B,IH,T
S,ER,T,AH
V,D,F,R
EH,S,P,R
D,B,IY,N
AO,R,DH,AH
R,AH,N,S
CH,ER,W,IH
T,IH,D,IH
N,AE,N,S
R,AH,M,AH
V,IH,T,S
EH,K,T,S
AE,B,L,IH
L,IH,N,AH
M,AA,D,AH
W,AA,Z,IH
DH,EH,R,D
T,B,IH,L
R,EH,V,AH
N,AH,S,K
UW,B,IH,Z
EH,V,AH,N
IY,V,IY,AH
D,DH,AH,AH
W,EY,T,AH
T,IH,F,EH
EH,N,ER,AH
IY,EH,S,T
T,R,IY,EH
AH,N,T,IH
P,OW,Z,D
AE,N,T,AH
AH,T,AH,L
N,T,S,AH
N,AA,T,D
L,IY,AO,L
T,S,EH,D
CH,W,AA,Z
UW,DH,AH,K
AH,K,T,IH
S,T,AA,K
Y,AH,T,IH
DH,AH,S,IH
IH,S,T,S
N,T,AE,K
T,R,AE,K
NG,AH,N,D
K,IY,P,IH
AE,K,S,EH
HH,OW,L,D
IH,F,L,EH
CH,K,AH,N
UW,R,IY,D
S,EH,D,IH
AO,L,TH,R
CH,ER,AH,L
Z,DH,AH,T
V,IY,AH,S
AH,L,IY,R
N,Z,AE,K
K,S,P,L
K,S,K,L
N,JH,AH,N
IH,NG,DH,AH
Z,IH,Z,T
P,SH,AH,N
CH,AH,S,AH
AH,N,IY,R
K,EY,SH,AH
AH,G,EH,N
K,AW,N,T
EH,D,DH,AH
EH,L,T,AH
AH,N,T,L
DH,AH,D,IH
IH,F,AH,N
AY,AH,N,S
Z,DH,IH,S
AH,M,DH,AH
R,IH,K,T
S,T,R,AH
S,IH,L,EH
P,L,AE,N
L,AH,T,EH
R,AH,T,IY
AE,N,IH,N
K,UH,SH,AH
N,AO,M,AH
T,AH,D,IH
L,UW,D,Z
P,OW,S,T
AO,R,D,Z
R,IY,P,L
OW,Z,AH,L
IH,N,K,AH
P,ER,SH,EH
D,AH,D,IH
T,S,IH,N
S,F,AO,R
IH,L,Y,AH
R,IH,NG,Z
R,AY,Z,IH
AE,P,AH,T
S,AH,N,D
M,Z,AH,K
K,ER,AH,N
N,T,W,IH
UW,DH,AH,K
R,M,AH,N
K,Y,UH,R
AE,N,T,AH
T,EY,L,Z
Z,IH,T,S
L,EY,SH,AH
T,EH,N,D
D,EY,T,AH
AY,K,L,IY
IH,M,P,R
AH,V,B,IH
AE,V,AE,N
IH,S,T,R
G,Z,EH,K
ER,D,EY,T
S,P,L,IH
AH,V,DH,AH
AH,B,AH,L
AO,L,ER,AH
AY,IH,NG,L
R,AH,T,IY
UW,R,IH,S
N,D,IH,K
F,ER,S,T
DH,AH,W,IY
K,L,AY,N
D,N,AA,T
IH,S,K,AH
SH,AH,N,Z
AO,S,T,S
IH,D,EH,N
S,AH,V,R
D,ER,AH,L
T,K,UH,D
R,DH,AH,K
AA,N,DH,AH
F,AH,L,IY
EY,N,Z,AH
D,IH,T,S
IH,R,ER,L
Z,DH,EH,R
AE,N,S,T
AE,Z,D,IH
Z,AH,Z,AH
P,AH,N,IY
R,AH,D,AH
IH,S,Y,IH
L,UW,D,Z
N,T,R,AH
R,IY,V,IY
P,AH,B,L
B,L,IH,K
AH,P,AE,S
AH,N,D,IH
Z,T,UW,R
T,T,UW,D
S,T,EY,T
R,S,T,IH
S,T,AH,D
AO,R,AE,N
T,DH,AH,S
AH,S,AH,T
P,AA,Z,AH
AH,L,T,R
D,AH,L,EH
AE,N,IH,N
M,AH,T,S
K,IY,TH,IH
S,T,EY,N
TH,AW,T,R
IH,N,V,EH
IH,SH,AH,N
AH,N,D,AH
AA,K,S,AH
R,AE,F,T
EH,N,D,AH
R,AH,N,D
T,IH,T,IY
V,IY,EH,S
NG,AH,V,T
AH,S,AH,K
K,AH,M,IH
T,W,AY,L
P,AH,N,IY
L,K,AE,R
G,AY,D,L
N,IH,F,EH
OW,L,D,AH
R,IY,M,AH
S,W,IH,L
DH,AH,P,R
P,AO,R,T
B,IH,N,L
HH,AE,Z,R
AO,R,AO,L
EY,Z,EH,N
IY,R,AH,D
SH,AH,L,K
EH,N,DH,AH
S,W,AA,Z
L,IY,P,L
SH,EH,R,IH
P,R,AY,S
S,T,AA,K
Y,IH,R,Z
D,UW,S,T
W,UH,D,T
K,T,ER,Z
EH,N,T,T
W,AA,Z,N
S,L,AO,S
N,D,EH,K
EY,M,AH,N
S,F,R,AH
S,T,AE,N
UH,R,AH,T
W,AH,N,AH
AW,DH,AH,T
B,AE,NG,K
AH,P,OW,Z
S,B,AO,R
T,F,AO,R
V,B,AA,N
EY,T,M,IH
AH,R,AH,N
V,IH,T,S
TH,ER,D,K
JH,AH,JH,D
ER,EY,SH,AH
S,EH,D,IH
UW,P,AE,T
S,OW,S,EH
HH,AE,V,S
P,R,AY,S
D,AH,V,R
D,AE,F,T
DH,AH,B,IH
Y,IH,R,AH
D,EY,SH,AH
R,EY,D,IH
EH,N,T,IH
P,AE,S,AH
S,EH,D,IH
IY,S,EH,K
IH,SH,AH,N
AA,F,AH,T
L,M,AH,N
IY,T,OW,EH
IH,Z,N,AH
IH,G,Z,IH
Z,D,IH,N
AO,R,K,EH
S,P,EH,K
T,UW,TH,R
T,M,IH,S
AH,N,T,T
AH,V,AH,R
AH,N,AH,L
AE,N,SH,AH
T,UW,AW,T
S,IH,NG,K
D,AH,S,EH
IY,M,EY,K
EY,L,Z,T
ER,Z,W,IH
AH,L,AH,N
EH,K,T,K
R,EH,D,AH
R,M,AH,N
N,SH,AH,L
R,AH,V,IH
D,T,UW,R
AH,S,P,EH
EH,R,IH,N
N,D,IH,N
IY,P,EH,R
K,AO,R,D
M,AA,R,K
N,T,S,IY
L,AO,NG,R
P,IH,K,AH
IY,ER,EY,T
SH,AH,N,Z
AE,T,ER,N
B,IH,N,S
IY,OW,P,AH
EH,SH,AH,N
F,F,R,AH
R,EY,SH,AH
R,T,IH,D
AH,K,SH,AH
ER,K,AA,S
K,AH,T,IH
S,EH,D,T
V,DH,OW,Z
S,B,IY,IH
W,IH,DH,IH
N,T,W,IH
AE,T,AE,Z
IY,M,AA,R
ER,Z,P,L
DH,AH,Y,EH
AH,N,F,R
T,R,AH,S
N,K,ER,AH
Z,AH,L,T
R,AY,M,R
IH,F,AO,R
IH,F,AO,R
B,IH,L,Z
G,EH,N,S
R,IY,EY,T
P,B,IH,T
T,S,S,EH
AH,L,M,EH
ER,M,AH,N
UW,K,AW,N
R,AA,N,AH
AH,V,DH,AH
D,DH,AH,IH
R,K,AH,N
AE,N,D,IH
S,EY,L,T
IH,N,M,IH
AH,N,T,S
M,Z,W,IH
AH,N,S,AH
T,AA,R,T
AY,DH,AH,IH
AE,N,S,AH
EH,D,DH,IH
K,IH,NG,S
D,DH,AH,IH
AH,V,AY,D
D,S,L,AH
R,IY,Z,AH
AH,M,EY,T
AH,N,S,EH
AH,T,IH,N
ER,M,AH,N
K,AH,L,IH
T,R,EY,D
N,D,ER,R
W,ER,R,EH
N,AE,N,S
T,R,EY,T
EY,D,ER,Z
AH,AE,P,L
N,D,B,IH
S,AH,N,T
S,EY,M,D
AO,F,S,AH
IH,SH,AH,N
F,AE,SH,AH
T,K,AH,N
M,ER,JH,D
T,IH,T,S
T,AH,IH,N
F,ER,S,T
W,IH,DH,IH
D,IH,K,R
S,EH,T,S
IH,N,T,R
OW,Z,AH,L
N,S,AH,L
EY,T,S,AH
AA,L,AH,S
IH,NG,AH,N
IY,R,AH,S
AH,Z,IH,N
AE,P,AH,T
V,N,EH,T
AH,V,AE,N
IH,N,ER,L
N,JH,AH,N
D,DH,AH,R
R,T,IH,D
V,IY,AH,S
CH,AH,N,AH
S,IY,Z,AH
UW,T,UW,EH
AH,N,S,IY
P,AA,Z,IH
S,IH,NG,EH
EH,S,T,S
F,AH,NG,K
N,V,EH,R
IH,SH,AH,N
AH,L,AO,R
P,AH,N,IY
AH,N,D,K
S,T,AO,R
IY,N,IY,D
DH,AH,EH,R
K,R,UW,D
AH,W,IH,N
T,S,B,AH
AH,N,T,IH
K,AA,N,AH
R,AH,S,T
R,IH,JH,EH
EY,N,JH,IH
T,R,IH,K
T,L,OW,N
R,AH,S,IH
HH,AE,V,T
AH,T,S,T
S,AH,N,D
S,F,UH,L
Y,UW,T,IH
IH,N,K,R
S,K,ER,AH
S,P,EH,N
DH,AH,K,AH
DH,AH,TH,R
P,R,AA,D
T,W,AA,Z
IY,EH,S,EH
M,AA,R,K
AH,N,T,L
EH,D,HH,IY
N,T,IH,N
IH,K,SH,AH
R,IY,P,EH
D,ER,W,IH
IH,V,W,EH
K,AH,N,D
AH,N,D,AH
S,IH,NG,L
IH,SH,AH,L
K,AO,Z,AH
B,AE,NG,K
EH,K,T,IH
V,IH,T,S
AA,R,K,AH
N,V,EH,S
EH,K,AH,N
AA,R,T,IY
Z,AO,L,S
M,P,AH,N
AH,S,AH,T
IY,K,S,EH
EH,N,D,AH
ER,N,AY,N
EH,N,D,AH
M,AH,N,T
NG,HH,AE,Z
DH,EH,R,IH
AH,L,S,IH
ER,F,EH,L
EH,K,T,IH
N,IH,T,S
AH,N,T,T
UW,N,Y,AH
N,AE,N,EH
R,EY,T,K
IY,Z,AH,N
N,T,S,EH
D,IH,NG,T
AO,F,ER,IH
P,AH,T,R
AO,N,AH,N
AY,S,AH,N
UW,P,AH,N
AO,S,AH,Z
R,IH,Z,AH
Y,ER,Z,AH
K,AH,T,IH
IH,S,T,S
AH,T,IH,N
D,DH,AE,T
M,AH,L,K
N,T,L,IY
EH,S,AH,Z
ER,S,L,IY
G,R,EY,T
B,AE,NG,K
AH,NG,S,T
K,Y,UH,R
N,D,AA,N
M,P,B,IH
AA,D,AH,K
NG,F,AO,R
T,S,W,IH
N,Y,UW,AH
AH,N,D,IH
R,EH,S,IH
P,OY,N,T
DH,AE,N,IH
ER,D,AH,S
R,M,AH,N
R,AO,NG,S
R,JH,F,R
IH,S,IH,N
M,AO,R,S
M,P,AH,N
R,EY,T,IH
N,W,AA,Z
N,D,AE,T
T,S,IH,K
R,D,AH,N
R,IH,F,L
AH,V,P,R
AA,M,AH,N
ER,ER,N,IH
IH,N,K,R
EY,T,OW,N
B,AH,L,N
P,EY,N,T
IH,R,N,EH
P,AO,R,T
AH,L,AH,T
N,Z,AA,N
EH,K,S,T
AH,S,T,R
HH,EH,D,AH
IY,Z,AH,N
AA,N,M,EH
AE,S,T,IH
EH,T,IH,N
IY,W,IH,L
SH,AH,N,R
AH,M,P,AH
R,T,IH,N
AE,G,R,AH
CH,ER,ER,Z
UW,T,DH,AH
K,T,AH,D
AH,L,AH,T
UW,B,IY,D
W,IY,K,S
P,AH,T,AH
EH,D,ER,L
S,P,EH,K
S,IH,NG,AH
R,IY,D,IY
AE,S,AH,N
D,IH,V,IH
AA,M,AH,S
N,AH,S,T
W,AH,N,S
L,OW,IH,T
Z,EY,B,AH
AO,R,S,AH
EH,D,DH,AH
D,AH,V,K
AH,N,D,IH
P,OW,K,S
Y,IH,R,Z
SH,AH,N,D
M,P,AH,N
AH,V,DH,AH
D,F,AO,R
S,V,OW,T
AO,R,AH,N
IH,K,S,T
AH,M,B,AH
AH,B,K,AH
IH,L,B,IH
AH,L,T,IY
Y,IH,R,T
M,Z,AE,Z
HH,AY,ER,T
AH,K,ER,AH
Z,F,AO,R
R,T,ER,D
F,EH,K,T
S,SH,EH,R
P,EH,N,D
T,F,EY,S
N,D,AH,D
UW,F,AY,L
IY,K,AH,N
T,AH,N,D
P,ER,M,IH
T,IY,W,IH
S,T,M,AH
DH,AH,P,R
D,AH,B,EH
IH,L,Y,AH
D,W,ER,K
N,EH,S,T
M,AH,N,T
T,ER,Z,L
N,D,AO,R
K,Y,UW,Z
R,AY,S,AH
DH,AH,S,EH
K,AW,N,T
HH,OW,L,D
N,Y,UW,T
N,IH,K,S
R,AA,P,S
AO,R,T,S
T,F,EH,L
D,F,AY,N
P,L,EH,D
R,IY,DH,AH
V,ER,T,AH
AH,B,EH,N
AE,N,D,IH
L,S,EY,L
D,IH,T,AH
N,AO,L,R
AE,N,ER,L
IH,N,K,L
AH,M,AE,N
L,UW,D,AH
IH,N,DH,AH
DH,AH,IH,N
S,P,R,EH
IH,CH,T,IH
L,D,DH,AH
IH,N,V,EH
EH,D,IH,T
EH,D,AA,N
S,AO,D,AH
AO,R,DH,AH
T,AH,R,IY
IH,S,T,AH
OW,B,AA,R
T,R,EY,D
EH,K,T,IH
W,IH,L,AH
P,AA,R,T
AH,SH,AO,R
Z,AH,V,S
K,AH,N,S
CH,T,UW,R
T,EY,SH,AH
AE,N,IH,N
AH,N,D,N
AA,T,Y,EH
AA,N,D,IH
AH,B,AH,L
T,AE,CH,T
EH,R,Z,T
DH,DH,AH,IH
W,AO,R,T
K,T,G,R
F,AO,R,K
IY,Z,AH,N
R,IH,NG,IH
AH,N,D,Z
K,Y,UH,R
AH,S,T,AH
T,M,AH,N
D,DH,AH,K
IY,D,AW,T
S,UW,T,AH
R,DH,AH,N
AH,N,TH,R
SH,EH,R,Z
S,T,AH,D
IH,NG,G,R
L,UW,D,Z
S,ER,P,L
P,ER,EY,T
N,EY,M,D
AH,R,AY,T
JH,AH,F,EH
UW,D,EY,K
N,AH,N,D
S,T,AA,K
M,AE,N,D
OW,Z,AH,L
IY,F,AH,N
N,CH,ER,Z
AH,N,AE,N
AA,F,AH,T
N,T,UW,K
N,T,IH,S
AY,Z,HH,IY
M,AA,R,K
N,L,IY,AH
AE,T,S,T
IY,P,AO,R
AH,N,Z,IH
IH,K,S,T
AY,S,AH,L
AH,N,T,R
V,ER,M,AH
M,ER,Z,IH
M,D,IH,S
S,T,R,IY
S,IY,S,EH
AW,N,T,IH
OW,Z,D,IH
R,AH,R,EH
AE,S,T,N
D,EH,K,S
AO,R,T,IH
DH,AH,SH,EH
N,V,EH,S
D,IH,P,EH
ER,AH,L,T
W,UH,D,T
AH,T,IH,R
AY,S,P,R
S,T,T,AH
P,SH,AH,N
R,AE,SH,D
D,DH,EH,N
R,AH,Z,EH
N,S,ER,T
P,IH,N,K
T,UW,B,IY
M,AO,R,K
EH,K,T,T
R,D,Z,AH
AH,M,P,AH
B,S,IH,D
IH,ZH,AH,N
N,D,AH,T
AH,F,EH,K
IY,AE,N,AH
IH,R,IH,T
K,R,EH,D
AY,S,AH,Z
EY,SH,AH,N
V,EH,S,T
OW,P,AH,N
AE,N,Z,T
L,AE,N,T
HH,OW,L,IY
AY,T,EH,L
D,N,OW,D
AH,N,T,AH
EH,N,ER,AH
IH,T,S,IH
M,EH,N,D
V,IY,EH,S
P,R,IH,N
AH,B,AO,R
ER,AH,L,L
IH,NG,AH,N
B,IY,AH,L
F,ER,M,EH
EH,T,IH,N
N,T,AY,T
N,AE,SH,AH
V,IY,S,T
IH,N,AY,D
F,ER,B,IH
B,AO,R,D
AW,N,T,IH
K,AH,N,D
P,AH,L,IY
AH,D,AH,N
DH,AH,F,EH
D,HH,AE,Z
AH,P,AH,L
IH,Z,AH,N
M,AH,N,T
L,B,IY,R
AE,P,L,AH
EH,D,DH,AH
EH,N,D,AH
AA,R,T,S
AH,R,AE,L
W,OW,T,AH
B,S,IH,D
AA,Z,IH,T
P,EH,N,D
D,B,IY,S
T,R,IH,K
L,Z,AE,T
D,IH,NG,K
N,S,IY,EH
AY,ER,D,T
UH,D,AE,K
EY,SH,AH,N
AH,EY,JH,AH
DH,AE,T,IH
N,DH,IY,Z
S,AH,B,L
CH,ER,IY,Z
Z,UW,M,D
R,S,EH,N
R,AH,D,AH
NG,DH,AH,R
V,IH,K,S
B,ER,IH,N
R,W,IH,L
K,L,IY,AH
TH,IY,S,T
L,D,AH,N
B,IH,Z,N
AH,N,Z,AH
T,R,IY,Z
W,AO,R,T
D,ER,DH,AH
JH,ER,Z,S
AE,D,M,IH
EH,S,T,IH
UH,D,S,T
DH,EY,AA,R
D,L,AY,AH
IH,DH,IH,N
W,AA,Z,L
IH,D,IH,N
IH,T,IY,R
AH,N,T,IH
W,IY,K,AH
IH,R,Z,T
UH,L,IY,D
D,DH,AE,T
IY,AH,D,Z
N,L,IY,T
AA,S,P,EH
K,S,AE,T
AH,N,M,AH
AH,D,AA,L
R,S,AH,Z
S,T,EY,T
IY,M,AH,N
AH,G,R,IY
IH,N,S,IY
S,T,R,EH
M,IY,DH,AH
AH,N,W,IH
CH,ER,AH,L
AH,N,G,IH
S,T,EY,T
AE,K,S,EH
V,R,AH,L
AH,IH,N,D
NG,D,IH,S
UW,P,R,AH
Y,UW,N,AH
ER,V,AH,S
T,T,UW,R
IH,N,D,AH
IY,N,AH,N
TH,ER,AY,Z
M,F,AO,R
L,EH,K,T
AH,V,AE,T
Z,EH,N,T
R,EH,S,AH
F,IH,SH,AH
T,AH,T,IH
D,T,UW,IH
AE,N,T,EH
M,P,AH,N
L,Y,IH,R
AA,Z,AO,L
N,D,AE,T
N,IH,T,S
EH,N,D,AH
AH,N,T,S
K,T,AE,K
N,D,DH,AH
CH,IY,F,IH
IH,L,R,AH
AH,N,Z,AH
AH,G,AH,T
AO,R,T,T
AH,V,L,IH
V,W,AO,R
S,EH,D,IH
R,HH,OW,L
ER,V,AH,S
Z,IH,Z,N
ER,ER,AW,N
ER,AW,N,D
S,M,AH,N
R,EY,T,IH
NG,T,UW,K
EY,T,IH,D
UW,F,AH,N
AH,N,T,IH
ER,F,R,AH
W,IH,DH,IH
IH,V,ER,IY
N,EY,B,AH
AE,Z,AH,N
T,S,B,AH
IY,L,D,EH
N,T,S,IH
