a_0,a_1,a_2,class
HH,IY,S,EH
AH,F,S,S
EH,K,T,IH
S,UW,IH,T
AH,V,AE,K
IY,AH,L,IH
AH,L,IH,K
S,EY,L,AH
SH,OW,AH,S
V,DH,IH,S
ER,IH,NG,T
N,L,AE,S
N,D,IH,K
K,L,AY,N
AO,R,T,IH
B,IH,Z,N
Z,AH,N,D
T,M,AO,R
S,IY,Z,AH
EH,M,B,L
HH,AE,N,S
R,AO,D,AH
ER,V,AH,S
S,P,EH,K
AH,V,P,R
S,P,AE,N
N,L,AE,S
IH,N,T,EH
AH,N,AH,N
IY,F,AO,R
N,HH,IY,T
IH,V,EH,L
DH,W,AH,N
Y,EH,T,EH
OY,AH,L,T
S,T,S,EH
DH,AH,T,R
M,AH,N,T
AH,K,T,S
AA,T,AH,N
T,S,AH,N
AW,T,K,AH
AH,N,D,IH
V,AH,B,AH
AH,S,T,IH
V,AH,B,AH
EH,M,P,L
Z,HH,EH,L
IY,CH,ER,Z
ER,N,AH,L
S,K,AE,N
N,UW,IH,N
N,AA,M,AH
R,EH,Z,AH
EY,T,DH,AH
ER,L,IY,D
IH,L,D,R
ER,DH,IH,S
DH,AH,K,AH
S,F,ER,S
IY,AH,G,R
D,D,IH,S
AY,N,M,AH
N,IH,SH,AH
AH,AE,F,T
AE,N,ER,L
F,AO,R,IH
IH,SH,UW,IH
T,UW,AH,N
AH,N,Z,IH
N,T,R,AH
F,AO,R,AH
L,Y,AH,N
AH,N,AE,N
D,T,UW,S
EH,R,Z,S
T,B,AA,N
NG,K,B,IH
M,Z,IH,N
L,AH,M,AH
D,IH,T,S
AH,N,AA,N
AH,N,AW,T
B,IH,G,IH
EY,N,JH,D
N,W,AH,N
AA,N,DH,AH
M,P,AH,N
AH,D,UW,S
K,AH,N,T
EH,D,ER,AH
AH,F,EH,D
AH,M,EH,N
M,AH,N,T
OW,SH,AH,N
R,AE,M,T
SH,AH,L,K
AH,N,S,T
P,EH,N,D
HH,AW,S,IH
L,CH,EY,N
R,DH,AH,S
IH,SH,UW,D
AH,M,P,T
V,IY,EH,S
S,M,AH,N
AY,N,AA,R
K,R,IY,S
L,F,AO,R
IY,V,IY,AH
M,DH,AH,AH
EY,IH,T,R
AY,D,AH,S
ER,D,AA,K
Z,P,IY,N
AH,N,Z,AH
AH,Z,AA,N
R,N,UW,R
R,AH,M,AH
Z,IH,SH,AH
IH,Z,N,AH
AY,N,AH,L
R,EH,P,R
K,T,AW,T
L,AE,N,D
IH,N,V,IH
L,OY,ER,Z
AH,IH,K,S
UW,V,W,IH
JH,AA,B,Z
AH,N,Y,EH
AO,R,Y,IH
S,T,IH,K
P,T,IH,N
V,M,AE,N
AH,K,AW,N
K,Y,AH,L
N,AH,S,IH
IH,NG,SH,EH
S,K,AH,N
T,IY,W,IH
M,IH,T,IH
OW,T,AH,D
R,AH,T,IH
R,AH,L,IH
T,IH,Z,R
M,AH,V,R
UW,HH,OW,L
S,T,OW,T
W,ER,T,EH
M,P,AH,N
AH,DH,ER,K
W,IH,L,EH
S,G,EY,N
T,S,AE,K
IH,N,T,R
EH,N,IY,AH
AE,T,AO,L
JH,ER,DH,IH
S,EH,D,IH
Z,AY,N,IH
P,AA,R,T
L,IH,R,IH
N,T,S,D
S,OW,R,AH
AH,N,S,IH
AH,T,EH,N
B,IY,N,EH
L,IY,W,EH
ER,K,L,IH
AH,L,M,AH
G,IH,N,T
EH,L,EH,K
AH,S,T,AH
D,EY,AW,T
K,AO,R,D
DH,AH,K,AH
AO,R,W,AH
M,IH,N,IH
T,S,T,R
Y,IH,R,N
AE,N,Z,T
TH,IY,S,T
T,AH,T,IH
IH,N,K,L
N,D,W,AH
IY,V,EY,N
IH,JH,W,IH
R,R,IY,S
N,ER,Z,S
Z,OY,L,S
V,ER,S,L
AH,N,EH,K
AH,F,AE,K
AH,L,ER,T
R,OW,P,R
T,T,AE,K
AH,N,T,AH
F,L,EH,K
AH,N,D,K
Z,P,R,AH
F,EY,L,D
SH,EH,R,Z
P,R,AY,S
AH,D,IY,IH
K,T,S,AH
N,AH,N,D
K,AH,N,S
R,EH,S,T
Z,S,EH,D
AO,R,AH,N
Z,AH,N,D
S,EH,D,IH
AH,K,AH,L
N,S,EH,L
AH,B,AH,L
T,D,IY,L
IH,M,IY,D
T,B,IY,EH
N,IH,T,S
M,P,AH,N
T,AH,D,AH
AO,F,ER,IH
M,AH,N,T
IY,AH,N,D
L,IH,NG,AH
AH,V,S,EH
M,IY,T,IH
N,D,W,IH
S,AH,L,AH
EH,K,T,IH
R,K,AH,T
IH,M,EY,N
V,IY,EH,S
OW,T,AH,L
D,IH,L,AH
AE,K,T,R
AH,N,IY,Z
IH,D,DH,AH
K,SH,AH,N
P,L,AE,N
CH,OW,N,Z
V,IH,ZH,AH
IH,ZH,AH,N
T,EH,L,AH
AH,N,EH,R
Z,T,OW,T
SH,IY,EY,T
D,L,EH,S
EH,N,T,IH
N,JH,AH,Z
EH,N,T,R
S,T,IH,T
N,Z,AE,K
R,UW,V,AH
T,AW,ER,K
Z,N,AH,S
T,M,AH,N
IY,S,T,R
P,OW,Z,D
F,ER,IH,N
D,IH,K,AH
IH,N,UW,D
IH,V,EH,L
N,T,D,AH
D,B,AE,K
S,AY,N,D
L,P,R,AH
Z,AH,L,Z
HH,AE,V,K
AH,D,UW,S
P,R,AH,D
Z,AH,L,T
ER,IH,NG,IH
AH,L,Y,IH
AH,M,IH,L
G,N,AH,L
V,EH,S,T
D,HH,AE,Z
R,UW,V,D
D,EH,N,T
IH,CH,W,EH
P,T,AH,N
HH,AE,Z,AH
IY,M,AH,N
R,AA,R,N
AY,T,UW,K
IH,NG,AH,N
IY,M,AH,N
N,T,AO,K
IH,N,DH,EH
V,AH,L,IH
M,P,AH,N
P,Y,UW,T
AO,R,L,IH
Z,AW,T,S
D,IH,NG,T
D,IH,L,IH
IH,S,AY,D
IY,R,EY,T
T,AH,N,Z
Z,F,R,AH
D,IH,N,AH
D,B,IH,L
AH,N,W,EH
R,IY,EH,R
EH,R,Z,AH
SH,AH,N,K
AE,N,AW,T
N,IH,K,IH
IY,L,D,IH
D,AH,L,Z
N,Z,IH,N
EH,D,IH,T
AH,K,AO,R
D,W,IH,L
AH,D,R,AH
K,L,AE,S
L,L,AO,S
F,L,OW,T
M,Z,TH,R
ER,AH,L,R
N,F,AO,R
JH,ER,T,R
AH,L,OY,L
EH,D,DH,AH
P,R,AY,S
AY,ER,D,AH
Y,IH,R,AH
AH,N,W,IH
B,AE,NG,K
IH,N,AE,N
AH,N,IH,N
D,AH,S,T
N,D,DH,AH
R,IY,AH,L
T,IH,Z,EH
D,IH,T,S
S,ER,T,AH
EH,T,IH,N
T,IH,N,K
P,OW,Z,D
S,T,R,EH
D,W,AH,N
CH,HH,IY,AH
M,T,R,IH
Z,K,AH,N
B,AY,AE,Z
AH,N,AH,Z
N,OW,IH,N
ER,B,AY,IH
IH,N,S,EH
AE,T,DH,AH
N,F,AH,D
S,AH,K,S
AH,S,T,R
T,AA,P,N
D,IH,K,L
AH,K,AO,R
K,AO,R,D
HH,IH,Z,N
ZH,AH,N,AH
W,IY,K,N
EY,T,DH,AH
IY,T,UW,K
ER,S,T,S
IH,NG,P,R
M,AA,R,K
HH,AE,V,T
L,EY,S,IH
D,S,AO,R
AH,G,EY,T
AH,T,AO,K
S,IH,NG,K
P,OW,Z,D
N,D,L,IH
EH,ZH,ER,D
F,L,AY,IH
R,T,ER,AH
AH,Z,AH,N
ER,SH,EH,R
AH,R,IY,S
IH,N,DH,AH
D,AH,V,IH
JH,AH,W,AH
NG,IH,T,IH
L,Y,AH,N
N,AE,K,T
S,T,AH,N
P,EH,K,T
R,DH,AE,T
N,AH,M,IH
Z,T,AH,D
B,Z,AO,R
IH,N,K,R
R,IH,Z,AH
AA,L,ER,Z
R,T,S,T
AW,T,IH,T
M,IH,N,D
R,K,AH,T
K,ER,Z,T
T,UW,AE,T
N,S,T,AH
R,AW,N,Z
IY,L,G,R
IY,DH,AH,T
OW,AE,Z,AH
F,AE,M,AH
AE,SH,AH,N
AH,M,EY,N
AH,S,T,D
NG,T,UW,AH
N,T,AH,N
AH,B,AH,L
AH,N,AH,N
IH,N,IH,N
S,P,AO,R
AH,T,IY,AH
AE,K,T,S
AH,D,AA,N
B,AA,N,D
AH,K,AW,N
AH,T,S,EH
N,K,ER,EH
AH,M,AH,N
IH,NG,L,IH
Y,UH,R,AH
K,S,M,AH
EY,SH,AH,N
S,IH,Z,AH
M,IH,N,AH
AH,D,AA,L
AH,R,IH,Z
IH,P,EH,N
AA,N,DH,AH
N,S,IH,S
K,AH,N,S
L,AO,L,S
P,ER,EY,T
AO,S,AH,Z
UW,IH,T,S
Y,UW,SH,AH
N,OW,T,AH
Z,AH,L,T
IH,T,HH,EH
S,P,AO,R
AH,N,B,IH
T,R,OW,L
UH,L,F,IH
SH,IH,P,T
R,AH,P,T
R,TH,IY,S
IH,NG,IH,N
AH,L,T,R
N,D,EH,N
NG,M,AE,N
IH,L,Y,AH
R,EY,N,IH
IY,T,AH,D
L,L,EH,N
EY,T,IH,Z
S,EH,D,IH
N,Z,B,IH
HH,AE,Z,AH
R,AH,M,AH
V,AE,N,T
IH,ZH,AH,N
R,IY,M,AH
L,L,AO,S
M,AH,N,T
DH,AH,G,AH
W,EH,N,IH
AA,R,K,S
IH,L,Y,AH
AH,M,AH,T
T,UW,D,IH
AE,NG,K,IH
T,AE,N,D
IH,L,AE,K
EH,N,SH,AH
AH,N,T,AH
T,F,L,AH
T,R,EY,T
L,UW,D,IH
HH,AE,D,S
AH,K,AO,R
AE,D,B,IH
AH,L,IH,N
IH,T,S,IH
IH,M,B,AH
M,S,AO,R
AH,N,D,T
IH,S,T,R
Z,S,EH,D
AE,N,AH,L
D,B,AE,K
R,S,AE,L
K,SH,AH,N
AA,R,S,AH
M,EY,D,IH
AA,R,JH,L
S,AH,JH,AH
T,S,IH,K
N,S,IY,Z
D,IH,V,IH
R,AH,V,IH
N,B,OY,AH
S,T,IH,D
S,AH,N,D
AY,N,D,T
W,OW,T,AH
T,IH,T,S
D,AA,N,R
IH,V,EH,L
DH,AH,B,R
D,IH,NG,AH
F,L,EH,K
S,ER,T,AH
AE,V,AE,N
Z,F,AO,R
Z,W,IH,L
M,AH,N,D
AH,V,IH,R
D,EY,EH,S
K,W,EY,K
UW,IH,Z,AH
ER,AH,N,T
AH,M,EY,T
S,EH,D,IH
S,AY,N,D
AH,M,P,AH
D,EH,N,T
AH,N,AH,L
L,IH,N,T
P,EH,S,AH
IH,Z,DH,AH
B,AE,NG,K
N,EH,T,IH
N,Y,UW,D
S,T,AE,T
AH,N,EY,T
K,W,AO,R
EY,L,Z,AH
W,AO,R,AH
V,W,AH,N
Z,AH,N,D
JH,AH,N,S
IH,N,K,R
T,UW,IH,T
IY,S,EH,D
OW,T,EH,L
Y,IH,R,IH
S,T,R,IH
D,IH,N,AH
Z,IH,T,K
AO,R,D,IH
N,AE,N,S
M,OW,SH,AH
EY,N,AA,N
IH,T,S,S
N,D,AH,D
AH,V,EH,N
P,R,AY,S
S,EH,D,IH
B,IY,K,AH
AE,T,DH,AH
R,M,AO,R
ER,K,T,IH
SH,AH,L,IH
AH,L,D,IH
T,R,AH,D
S,EH,D,IH
T,K,UH,D
T,DH,IH,S
N,IY,S,EH
R,D,P,R
G,Z,EH,K
K,AH,N,D
NG,DH,AH,IH
S,AH,P,AH
S,K,UH,D
B,AE,NG,K
L,B,IY,L
T,ER,V,EH
V,ER,T,AH
AH,L,SH,EH
AO,R,AH,K
AH,JH,OY,N
R,T,S,K
AH,CH,ER,Z
CH,AH,Z,AH
ER,AH,N,S
W,AY,R,IH
AE,K,SH,AH
EH,D,DH,AH
S,M,AH,N
R,K,AH,T
EH,N,S,T
AH,V,IH,T
AH,S,AH,N
S,T,R,AH
M,EY,K,S
AH,L,Y,IH
B,AY,AW,T
S,AH,S,EH
IH,S,K,AH
S,K,AH,N
AA,F,IY,IH
S,T,AH,N
TH,AO,R,AH
EY,SH,AH,N
AH,V,DH,AH
R,EH,D,IH
N,T,AH,T
T,AH,B,AH
ER,AH,N,T
AW,N,T,N
K,AE,P,AH
T,IH,NG,AH
T,DH,AH,K
DH,AH,K,AH
N,S,AH,Z
L,P,DH,AH
AH,S,T,N
ER,D,IY,L
N,L,AE,S
K,EY,B,AH
L,EH,K,T
K,AH,M,IH
UW,F,AA,R
K,AA,S,T
R,AH,S,T
EH,S,B,EH
B,AH,L,IH
D,W,IH,L
D,UW,P,L
K,S,EH,K
L,AH,B,AH
K,S,M,AH
S,F,R,AH
D,HH,IY,R
AH,D,UW,S
S,EH,D,IH
N,S,IH,S
S,S,EH,D
L,T,AH,D
IH,NG,DH,AH
AH,T,IH,Z
R,IY,Z,AH
AH,N,F,R
AA,R,K,AH
EH,R,B,IH
D,IH,SH,AH
Z,T,UW,S
S,EH,V,R
T,R,OW,L
AH,AO,R,D
L,Y,AH,N
ER,S,EY,L
EH,S,M,AH
R,AH,S,AH
S,IH,L,IH
CH,UW,AH,N
T,UW,K,AH
L,AE,N,Z
R,AH,M,K
SH,AH,N,AH
ER,R,IY,T
AA,N,AH,L
B,S,IH,D
R,F,AO,R
K,S,T,R
IH,N,T,IH
AA,N,DH,AH
IH,S,T,R
R,EH,Z,AH
EH,R,AO,R
P,OW,S,T
V,D,ER,EH
R,IY,S,AH
T,Y,IH,R
L,L,AA,R
D,AH,N,D
AH,N,Z,IH
S,IY,Z,AH
EH,SH,AH,L
W,AY,L,EH
S,CH,EY,N
AE,V,B,IH
M,AE,N,AH
AH,B,EH,N
T,AA,N,IH
AE,N,S,IH
T,HH,AE,Z
T,UW,S,AH
Z,D,S,IH
EH,K,T,AH
AH,N,IH,Z
V,HH,IH,Z
T,EH,K,S
S,P,OW,K
P,OW,K,S
N,Y,UW,Z
L,D,ER,Z
N,AE,T,IH
AH,EH,N,D
AH,N,B,AH
S,AH,N,T
EH,D,IH,T
IY,V,IY,AH
L,EH,G,AH
T,EY,T,S
R,K,AH,N
SH,EH,R,IH
S,P,EH,K
V,EH,L,AH
SH,AH,N,AH
K,AH,B,IH
D,R,IH,Z
Z,AH,L,T
AO,R,IH,T
R,AA,N,IH
IH,S,T,AH
AA,B,L,AH
D,UW,S,T
UW,D,Z,L
B,AE,K,L
IH,N,AH,L
L,AH,JH,AH
T,IH,D,D
NG,F,AH,N
T,AE,F,T
IH,R,IH,T
SH,AH,N,AH
IH,NG,Y,IH
N,AH,T,EH
T,AH,K,AH
AH,V,G,R
V,ER,DH,AH
EH,SH,AH,N
CH,AH,N,D
T,ER,M,Z
AH,K,T,AH
AY,T,ER,IH
IH,K,EY,T
S,AO,R,K
L,IH,N,S
Z,EH,N,T
OW,K,AH,L
AH,N,T,IH
ER,L,IY,S
S,EH,D,IH
P,R,IH,N
UW,AH,L,S
S,IH,N,AH
T,IY,AA,N
AO,R,D,Z
UW,S,T,R
JH,EH,K,T
T,IH,Z,N
R,IY,AH,L
AH,T,K,AH
D,DH,AE,T
R,AY,N,AH
NG,AE,T,AH
EH,R,IH,Z
AH,L,B,IH
R,EH,Z,AH
AH,S,T,R
D,IH,S,EH
D,ER,P,R
P,R,AH,D
N,AW,EH,S
JH,IH,T,S
ER,Z,R,IH
JH,D,P,R
AH,S,K,R
B,AH,L,T
T,AH,B,AH
S,AH,P,L
AH,L,S,K
UH,D,K,AH
M,AH,S,T
K,F,AO,R
ER,AH,L,S
AH,N,D,AH
AH,S,T,R
Z,IH,NG,IH
AH,N,Z,AH
L,AE,N,T
S,IH,M,AH
R,AA,D,AH
R,AH,N,Z
N,D,P,L
AH,N,T,L
NG,F,AO,R
L,AY,N,IH
ER,N,Z,AH
IH,T,EY,N
S,EH,D,IH
M,AA,R,K
OW,Z,JH,EH
AH,B,AW,T
S,T,R,EH
L,Z,S,EH
HH,AE,Z,T
DH,AE,T,K
T,UW,D,IH
S,AE,T,AH
IH,CH,AA,R
S,IH,NG,AH
D,DH,AE,T
P,R,AA,S
AA,N,IH,T
UW,HH,OW,L
AH,K,AO,R
AH,F,AY,N
Z,IH,N,K
G,OW,IH,T
DH,AH,F,EH
L,Z,AH,N
OW,Z,AH,L
IH,NG,IH,N
W,AA,Z,S
EY,N,JH,IH
EY,M,AH,N
ER,Z,W,IH
UH,SH,AH,L
M,P,AH,N
ER,Z,IH,K
EH,D,DH,AH
Z,DH,AH,D
AH,N,D,AH
M,P,AO,R
V,AH,S,AH
L,AH,B,AH
P,OY,N,T
AH,S,T,R
M,AE,N,D
T,AH,N,Z
L,B,IY,D
S,AH,N,D
Z,N,AA,T
G,ER,AH,S
R,AO,D,K
AO,R,T,S
P,AH,T,IH
L,AH,T,IH
M,AH,N,T
W,IH,L,N
AH,K,SH,AH
UW,IH,NG,S
N,V,EH,S
T,IH,N,K
M,AH,N,T
IH,L,AH,T
S,EH,D,L
AH,Y,IY,L
UW,IH,Z,R
IH,D,AH,L
W,AA,Z,K
D,SH,UH,D
T,EH,K,S
D,AH,V,IH
P,SH,AH,N
IY,L,ER,S
D,Z,EH,K
R,AH,AO,R
IH,S,K,AH
AA,N,DH,AH
OW,Z,AH,L
K,SH,AH,N
V,K,ER,AH
F,IH,K,AH
S,T,ER,Z
L,B,IY,IH
R,AH,M,K
N,EH,T,IH
AH,T,IH,T
S,T,IH,D
K,AW,N,T
R,IH,Z,AH
N,D,S,T
R,IY,S,IH
Z,F,EH,L
N,B,AY,IH
F,IH,K,AH
T,S,AY,N
Z,IH,T,S
V,AH,S,T
R,P,AH,Z
K,AA,M,AH
T,IH,NG,K
T,D,EY,T
B,IH,T,R
N,DH,IH,S
ER,HH,IY,S
AH,F,IH,T
F,AE,SH,AH
IH,R,P,L
AO,F,ER,IH
UW,T,UW,S
AH,R,IY,L
R,AH,N,S
T,AY,T,AH
S,EH,D,IH
AY,N,Z,T
L,Z,IH,T
T,AA,K,D
T,F,AO,R
D,IH,S,T
F,AH,T,R
L,B,IH,Z
B,AH,B,L
IH,NG,D,IH
AW,T,AE,N
ER,B,IH,Z
M,AH,T,EH
IY,F,AO,R
EY,T,D,IH
T,IH,D,R
AH,P,R,AH
P,ER,EY,T
S,T,IH,K
AO,R,T,IH
D,DH,AE,T
NG,T,UW,AH
AH,N,D,IH
T,D,IY,L
P,ER,EY,T
S,M,AO,R
AH,Z,IH,N
D,DH,AE,T
IH,N,DH,AH
R,EH,D,IH
T,F,AY,L
S,P,L,AH
HH,EH,K,T
R,AY,S,AH
T,W,AA,Z
SH,AH,L,Z
Z,AH,V,K
EH,K,T,IH
EY,T,OW,N
IY,B,AY,IH
R,IY,AH,Z
AH,Z,W,AH
AH,L,S,EH
V,V,AY,S
CH,UH,R,AH
AH,Z,W,IH
P,ER,CH,AH
AO,R,N,IH
K,R,EH,D
V,AH,N,T
S,EH,V,AH
AH,V,N,EH
L,Y,UW,AH
L,W,IH,L
N,S,T,R
B,AE,NG,K
N,D,S,IH
EH,D,DH,AH
AH,T,IH,L
V,AE,K,T
L,W,UH,D
S,M,AA,R
T,UW,DH,AH
D,DH,AE,T
F,IH,K,S
JH,AO,L,S
K,T,K,R
AH,L,OY,L
AE,K,T,AH
IH,M,P,L
IH,R,Z,AH
AA,L,OW,IH
L,Y,EH,S
N,D,T,EH
G,EH,N,S
IH,G,Z,EH
N,D,AH,D
IH,R,IY,AH
L,UW,D,Z
T,DH,AH,K
IH,R,IY,AH
AE,N,Z,IH
EY,T,UW,K
K,Y,AH,L
R,AY,T,IH
EH,N,T,IH
IH,G,N,AH
K,UH,D,R
V,AH,N,D
N,IH,Z,IH
IH,R,EH,S
Z,IH,K,S
IY,EY,SH,AH
T,IH,N,AH
OW,L,D,R
R,M,ER,Z
IH,L,IH,N
P,ER,AH,T
S,AH,B,S
F,IH,N,IH
AH,Y,IH,R
F,T,ER,AH
ER,AH,D,R
EH,K,AH,N
V,IH,Z,AH
R,IH,L,IH
K,S,P,L
T,S,S,EH
R,AE,G,AH
S,DH,AH,IH
HH,AE,Z,K
T,UW,IH,T
Z,W,UH,D
V,DH,AH,K
T,AO,K,S
