a_0,a_1,a_2,class
K,W,IH,K
R,IH,T,S
AH,M,S,T
AE,T,DH,EH
N,Y,AH,N
SH,AH,N,Z
AH,L,IH,S
S,T,AH,T
T,UW,P,R
AH,N,IY,IH
S,DH,AH,R
D,B,IY,K
UW,IH,T,S
AY,Z,IH,N
Y,OW,V,ER
UW,V,EH,N
AA,N,HH,IH
AO,R,T,ER
AA,N,T,R
R,HH,OW,L
P,EH,K,T
IH,NG,K,AH
F,AO,R,K
NG,F,AH,S
IH,NG,DH,EH
S,DH,EH,M
AA,B,L,AH
M,AH,N,T
EH,R,V,IY
ER,T,UW,AH
AA,L,OW,D
K,AH,JH,AH
R,IY,S,T
IH,F,AO,R
AH,S,R,IH
AE,T,AH,S
T,EY,T,M
R,EH,S,T
T,HH,AE,Z
ER,D,M,EH
D,IH,D,IH
AH,N,S,AH
R,T,AO,K
EH,K,T,AH
Z,W,IH,L
T,AO,L,S
T,S,D,IH
T,AA,R,T
M,AH,N,T
EH,D,AE,Z
R,IY,S,IH
IY,P,R,AH
IH,D,AE,T
EH,N,D,ER
F,EH,D,ER
IY,S,IH,T
AH,P,EY,T
AA,Z,IH,M
AH,N,S,EH
EY,D,AA,N
N,DH,AH,K
EY,JH,IH,N
K,AH,M,IH
N,T,AE,T
K,W,EH,N
EH,K,T,IH
L,OW,ER,R
N,Z,W,IH
K,S,D,IH
R,IY,JH,AH
IH,N,K,R
AH,M,P,AH
EH,D,IH,T
P,L,AE,N
AA,N,D,IH
AA,K,S,AH
NG,AA,N,AH
T,R,IY,Z
OW,TH,DH,AH
V,K,AA,M
AE,M,W,IH
V,R,AH,L
S,T,IH,M
Z,S,EH,T
D,ER,D,D
AH,S,T,R
R,AH,P,IY
T,EY,K,IH
N,AH,K,AH
AH,N,R,IY
UW,V,M,AH
L,Y,AH,N
AH,SH,EH,R
L,AH,N,D
T,UW,K,AH
IH,L,OW,N
DH,IH,S,R
N,D,ER,AH
W,ER,K,ER
AY,N,D,AH
F,AO,R,M
EH,N,JH,AH
N,AH,N,D
M,P,AH,N
AH,N,IY,S
AH,D,R,AH
NG,IH,N,S
IH,T,IH,Z
N,R,IH,L
ER,SH,EH,R
NG,DH,AH,IH
V,IH,D,EH
W,ER,K,IH
AH,B,AH,L
M,EY,K,IH
N,V,ER,T
L,AY,Z,D
N,AH,V,S
AY,S,AH,Z
K,EY,SH,AH
L,IH,T,S
K,AO,R,T
ER,Z,W,IH
EH,K,AH,N
UW,S,G,L
AH,V,DH,AH
R,AH,F,ER
T,T,UH,K
IH,N,V,EH
K,W,AY,R
T,W,AA,Z
N,IH,NG,AH
D,S,P,EH
IH,Z,AH,D
IH,D,B,AH
Z,AH,N,D
AE,K,T,IH
T,AY,Z,IH
EH,K,Y,AH
AH,N,D,AH
S,P,AH,Z
UW,AH,L,R
AH,T,IH,D
AE,N,Z,T
T,AE,F,T
UW,CH,ER,D
IH,N,T,EH
AH,N,AE,Z
AH,N,V,ER
M,EY,B,IY
TH,L,OW,N
AH,B,AH,L
V,IY,EH,S
M,AE,T,ER
N,T,W,IH
AA,D,AH,K
AH,M,Z,L
OW,T,IY,N
AH,B,M,IH
P,OW,K,S
IH,L,IH,T
V,AY,AH,L
UW,D,IH,S
AO,R,EY,Z
AO,F,AH,S
K,S,D,EH
B,S,AH,L
W,ER,D,R
V,DH,AH,K
AH,D,W,IH
T,DH,AH,T
M,AE,T,ER
P,OY,N,T
IH,CH,HH,IY
AY,D,IY,L
T,DH,AE,T
P,EH,K,T
AH,T,IY,Z
AY,S,K,AH
D,EY,Z,AH
R,D,AH,S
EY,SH,AH,N
B,EY,S,T
IH,N,K,L
AH,N,T,IY
S,AO,R,S
M,IY,T,IH
S,T,S,EH
M,P,AH,N
M,AH,N,T
DH,AH,D,R
AE,P,AH,T
K,Y,UH,R
NG,W,IH,L
N,IY,P,R
T,EH,K,S
G,ER,N,IY
S,F,AO,R
IH,L,EH,K
AH,D,IH,N
N,S,EH,D
S,AH,Z,AH
L,K,ER,AH
Z,IH,K,S
T,IH,NG,M
AH,S,AH,T
AH,M,R,IH
ER,D,IH,K
AE,M,AH,L
IY,T,AE,K
K,ER,AH,N
IH,N,F,R
DH,AH,M,IY
AH,D,AW,T
K,AE,N,D
IH,K,AH,T
IH,K,AO,Z
EH,N,T,AH
T,Y,EH,S
AO,F,S,EH
K,S,AA,R
AH,CH,T,AH
K,Y,UH,R
AH,D,AH,M
S,AE,F,T
N,T,HH,EH
AH,L,F,EH
AY,T,AH,M
D,AH,V,N
AH,L,Y,IH
IH,F,AO,R
IY,Z,R,IH
AH,N,T,AH
L,AH,JH,IY
AE,N,AA,R
R,AE,N,S
N,AH,G,R
AW,N,S,AH
N,K,AO,L
T,S,K,AH
T,EY,K,IH
L,JH,EH,T
AO,R,D,ER
S,F,AO,R
AH,AH,N,D
AH,N,D,ER
M,IH,N,IH
AH,B,AH,L
AH,V,EH,N
K,AH,M,ER
AH,T,W,IH
T,W,IH,L
AE,NG,K,S
HH,AE,Z,R
Z,S,T,IH
S,EH,D,AH
EH,M,B,ER
AH,T,AH,L
S,P,EH,K
K,T,W,IH
N,T,ER,M
M,AH,N,T
N,T,IH,D
S,CH,AE,N
Z,P,EY,T
G,ER,IH,N
R,IY,S,L
T,W,IY,IH
D,F,AO,R
JH,UH,L,D
S,T,R,AH
UW,F,AO,R
S,IY,D,Z
SH,AH,N,IH
L,IH,NG,K
IH,V,AY,Z
IH,NG,P,R
M,AH,N,T
AH,P,EY,T
L,Y,UW,D
K,AO,R,D
AH,EH,D,AH
M,ER,SH,AH
D,IY,AH,N
N,T,S,AH
T,UW,AH,D
AH,N,Z,K
K,T,IH,N
F,IH,SH,AH
T,D,AW,N
K,R,AW,N
R,AY,T,D
ER,F,AH,N
N,D,R,IH
IH,DH,DH,AH
S,P,AA,T
D,AH,S,EH
V,AO,F,IH
OW,V,ER,AH
IY,HH,IH,K
AO,R,AH,D
IH,N,K,R
IH,L,B,IY
T,T,UW,AH
N,D,P,R
R,OW,S,D
UW,AH,L,S
ER,DH,AH,N
D,UH,R,IH
DH,EH,R,IH
AH,Y,IH,R
IY,AH,N,D
AA,N,T,R
EY,M,AH,N
IH,K,S,K
D,ER,DH,AH
EY,B,AH,L
M,AH,N,T
N,T,IH,N
M,AH,N,S
D,EH,S,L
AH,N,D,M
IY,S,EH,D
L,OW,Z,D
K,AH,T,K
HH,OW,L,D
AH,L,IH,N
IH,N,T,R
HH,OW,L,D
R,K,AO,R
AH,K,AO,L
R,AH,N,D
R,T,UW,EH
AH,L,T,IY
IY,R,IH,Z
ER,L,IY,R
F,IY,Z,T
AH,P,AH,M
IY,EY,SH,AH
N,N,EH,T
F,R,AH,M
AE,V,AH,N
D,IH,F,EH
AE,K,T,ER
AH,N,T,AH
UW,Z,SH,EH
M,AH,N,T
N,S,IY,Z
AH,V,IH,T
D,IH,V,EH
AH,N,AH,N
AH,T,AH,N
M,AH,L,IY
S,AH,L,Z
AE,F,T,EH
L,M,P,R
IY,AH,T,L
R,T,ER,Z
D,IH,S,K
T,UW,D,IH
T,DH,AH,M
R,AH,L,S
G,IH,V,N
K,T,AH,D
T,W,AY,L
IH,K,EY,T
P,OW,ZH,ER
AH,T,AH,D
IH,L,EH,K
S,B,AO,R
W,AH,N,T
N,CH,EY,N
N,AH,JH,M
AH,K,T,AH
G,R,AE,M
N,ER,AH,L
D,AE,M,AH
V,N,AA,N
Y,AH,L,AH
D,T,UW,D
K,AH,L,T
IH,N,Y,AH
V,DH,AH,K
UW,F,AO,R
AE,V,ER,IH
AH,N,D,S
IH,N,S,IH
EY,T,AE,Z
D,ER,Z,S
AH,K,AH,M
W,AH,N,AH
K,AA,N,T
UW,V,AH,L
F,R,AH,M
AE,N,Y,AH
D,IH,T,S
L,AY,N,S
IH,CH,IH,T
K,EH,N,D
AA,G,R,EH
IH,G,Z,IH
L,AA,T,R
ER,IY,IH,N
AA,ZH,AH,N
IY,S,AH,N
UW,T,OW,L
R,EH,D,AH
T,AA,K,S
N,Z,B,IH
K,AH,T,S
D,V,AE,N
M,AH,N,T
AH,N,AH,L
S,P,AO,R
T,S,W,IY
R,AH,F,ER
DH,AH,W,IY
P,AH,N,IY
R,K,AH,T
K,AE,S,T
N,T,L,IY
EY,SH,AH,N
N,AE,SH,AH
AH,M,AA,R
AE,P,AH,T
T,UW,D,IH
IH,Z,AH,M
N,AH,S,IH
AA,Z,AA,N
IY,DH,AH,IH
Z,F,R,AH
Z,F,AO,R
K,AH,T,AH
AH,N,UW,T
SH,AH,N,Z
T,IH,T,M
P,AH,N,IY
D,K,AE,S
T,S,S,ER
L,AH,P,M
D,P,R,EH
K,S,AH,N
AH,N,D,ER
T,S,W,ER
W,AY,ER,D
M,ER,D,IH
EH,D,IH,N
EY,S,AH,N
AH,N,T,T
AH,M,P,AH
T,R,AH,M
L,DH,AE,T
N,IH,SH,AH
DH,ER,B,IH
IH,T,S,EH
ER,D,DH,AH
S,T,IH,D
EY,N,JH,IH
EH,D,DH,AH
IH,SH,AH,N
DH,AH,W,IY
G,R,EY,T
K,L,UW,D
CH,ER,AH,L
T,P,UH,T
EY,B,AH,L
DH,AE,T,AH
IH,NG,AA,N
S,B,AO,R
Z,F,AO,R
R,OW,N,ER
IH,F,L,EH
R,IH,D,IY
AH,M,IH,T
R,M,Y,AH
AH,R,IY,Z
F,IH,SH,AH
IH,N,R,IH
S,IH,N,T
Z,DH,AE,T
IH,R,IY,AH
EH,N,CH,AH
EH,R,IY,AH
V,AH,S,T
L,AE,S,T
D,K,AH,N
K,W,AO,R
AY,S,AH,Z
S,AH,B,AH
N,OW,D,IH
K,EY,SH,AH
N,AH,V,K
L,K,AH,L
EH,D,DH,AH
Y,IH,R,ER
L,OW,ER,AH
N,Z,IH,N
AE,T,M,AH
S,T,EY,T
AH,B,AH,L
K,SH,AH,N
IH,R,IY,AH
AH,N,S,T
R,AY,Z,IH
ER,S,AH,N
AH,K,AH,L
D,G,AE,S
Y,AH,L,ER
AH,N,IY,S
D,B,IY,K
IH,N,K,AH
M,P,L,IY
AE,CH,ER,AH
AH,F,OW,N
ER,Z,AH,N
EH,G,Y,AH
S,EH,D,IH
S,EH,D,IH
N,L,AY,N
OW,N,L,IY
S,AH,M,K
L,AE,N,IH
V,AO,L,M
N,R,IH,K
SH,UH,D,N
N,EY,SH,AH
R,AE,K,T
S,L,AH,M
ER,P,AA,R
K,S,W,ER
M,AE,K,S
IY,D,Z,AH
EH,JH,UH,L
P,AA,L,AH
S,AH,B,AH
T,S,AH,M
AA,D,AH,K
SH,AH,N,T
L,EY,SH,AH
AH,V,DH,AH
R,AH,N,T
IH,DH,M,AH
R,EY,T,ER
Z,T,UW,M
S,S,P,EH
R,F,AA,L
AH,M,IH,T
T,T,UW,M
G,R,AE,M
W,AA,Z,M
ER,JH,ER,IH
ER,IH,JH,AH
EH,R,IY,M
EH,T,AH,L
HH,OW,L,D
F,R,AH,M
D,M,IH,N
S,L,AE,S
K,T,ER,Z
S,W,AA,Z
AA,K,S,AH
K,AH,M,S
EH,K,T,ER
P,ER,T,AH
V,IY,EH,S
M,ER,JH,ER
AO,M,EY,K
ER,B,IH,N
S,IY,AH,T
V,W,ER,L
T,S,AH,K
D,EH,F,AH
L,T,AE,K
L,IY,S,T
M,AH,S,T
R,M,B,IH
IH,D,L,IY
OW,Z,IH,Z
DH,AH,R,AH
L,Y,AH,N
AY,S,AH,N
R,IY,W,AH
T,IH,D,T
T,AH,N,Z
R,P,D,IH
AH,M,EY,N
IH,N,S,AH
N,AA,S,T
L,IY,R,AH
T,M,AH,N
M,P,AH,N
EH,D,DH,AH
AH,L,IH,S
AH,V,EH,R
IH,Z,T,R
OW,S,EH,D
N,AH,D,IH
EH,K,T,IH
AH,L,CH,ER
EY,T,IH,D
S,T,Y,IH
S,T,AA,K
UW,P,S,T
AO,R,S,AH
AA,F,AH,T
AH,N,T,EH
DH,AH,K,AH
EY,D,P,L
P,EH,N,T
S,K,AA,N
F,AO,R,AH
Y,UW,CH,ER
N,AE,N,IH
IH,N,V,EH
R,IY,EH,S
AH,T,AO,R
R,G,AH,N
OW,T,AH,L
M,EY,T,AH
AE,P,L,AH
Z,AH,N,D
AA,T,AE,K
IH,SH,AH,N
R,OY,T,ER
IH,T,S,EH
S,EH,S,T
K,R,IY,S
EH,S,T,M
IY,L,OW,K
IH,NG,AH,S
D,AW,N,AH
IY,EH,N,D
Z,F,AA,L
S,EH,N,D
IH,K,IH,K
AH,V,DH,AH
R,IY,S,AH
AE,F,AH,N
L,S,OW,AH
AA,N,T,EH
AE,D,K,AH
ZH,AH,N,Z
W,AH,N,K
S,T,R,AH
D,S,IH,T
UW,F,AO,R
L,OW,N,Z
T,DH,AE,T
R,L,AH,M
DH,AE,T,IH
IH,N,K,R
Z,B,IH,Z
Z,L,AY,K
R,IY,M,AH
T,UW,K,AH
V,EH,R,IY
B,EH,T,ER
T,AH,N,Z
N,HH,AE,Z
Y,EH,N,D
L,AH,T,IY
K,IH,K,S
K,AH,T,S
N,K,AH,T
K,T,AH,M
L,IH,N,T
Z,M,EY,K
UW,S,AO,R
W,AH,N,S
AH,N,T,R
Z,S,K,EH
AO,R,T,S
N,S,TH,R
P,R,AY,S
SH,AH,N,M
AH,M,AA,R
NG,F,AO,R
EY,N,AH,N
AA,JH,EH,K
UW,IH,NG,AH
S,AH,M,EH
AH,L,ER,K
N,K,AH,M
T,AA,P,D
T,R,AY,Z
W,IH,L,M
K,ER,Z,D
V,P,AA,L
N,K,ER,AH
M,AA,R,K
R,IH,P,EH
ER,M,AA,R
EY,N,JH,AH
T,S,F,AH
K,W,AO,R
S,EH,V,R
EH,R,IH,T
N,T,EH,S
AA,N,DH,AH
D,AE,Z,K
EY,K,ER,Z
P,EY,M,AH
N,DH,AH,M
V,D,EH,T
R,R,IY,S
T,AH,L,AH
L,IH,S,T
P,AH,N,IY
R,EH,M,ER
IH,P,EH,N
IY,V,IH,T
D,W,AA,Z
N,S,IH,D
R,DH,AE,N
IH,N,AH,T
T,UW,IH,N
AH,D,EY,N
V,DH,AH,D
T,S,EY,L
Z,AH,N,D
P,AO,R,T
T,R,AA,N
IY,JH,EH,N
EH,T,IH,N
L,T,AH,D
N,S,T,IH
S,EY,L,Z
EH,N,S,T
L,EH,JH,AH
N,AH,L,AH
AH,N,S,EH
AW,TH,AH,N
R,AH,N,T
UW,T,R,IY
R,AH,D,IH
T,IH,Z,D
D,K,AA,M
AO,L,G,R
V,EH,L,AH
AE,N,D,Z
SH,AH,N,M
IY,W,EH,N
L,IH,K,AH
T,R,IY,M
R,AH,D,AH
N,D,M,AH
ER,Z,IH,N
EH,N,D,IH
AA,R,T,AH
EH,D,W,EH
AY,N,AH,L
M,ER,Z,R
IY,N,IH,T
S,K,AH,L
IH,N,K,L
L,T,AY,N
DH,AH,R,IY
N,T,W,IH
HH,OW,L,D
UW,D,AH,D
AH,N,S,AH
AA,T,K,AH
B,AE,K,S
OW,N,AO,R
Z,S,T,IH
V,IH,N,K
L,AO,NG,T
K,AO,R,D
R,AY,T,S
T,W,IY,R
N,D,B,IH
T,R,IY,EH
G,R,IY,M
AH,P,OW,Z
D,B,AY,M
S,EH,SH,AH
AH,N,IY,S
AY,Z,AE,Z
EH,S,S,EH
K,ER,DH,AH
ER,DH,AE,N
AH,F,AO,R
N,T,S,AH
IH,R,Z,AH
EH,D,IH,T
N,AA,T,N
G,R,IY,M
AH,N,V,IY
OY,N,T,S
ER,L,AA,T
K,L,AO,R
L,AH,IH,N
T,IY,IH,Z
Z,W,UH,D
F,R,AH,M
EH,N,SH,AH
AH,G,EH,N
IH,SH,AH,N
N,AA,M,IH
F,AO,L,IH
G,IH,L,D
Z,F,EH,D
P,AE,K,T
K,Y,AH,L
Z,AH,N,D
AH,M,AE,K
DH,EY,AE,D
UW,DH,EH,R
R,SH,EH,R
K,R,EH,D
M,EH,N,IY
L,EH,V,AH
AO,R,AH,N
IY,L,ER,Z
SH,AO,R,T
AH,TH,AO,R
AO,R,AH,N
S,K,ER,AH
IH,T,IH,Z
P,AH,N,IY
AE,T,AH,M
T,AE,N,D
N,IY,P,ER
K,ER,Z,IH
UW,B,IY,AH
AH,N,T,S
V,AO,TH,ER
P,R,IY,S
UW,DH,AH,K
EY,N,D,T
N,AH,F,T
AE,V,ER,IH
AH,N,T,M
IY,Y,UW,Z
Z,W,AA,Z
AH,N,D,IH
M,EH,T,R
R,IY,P,ER
N,S,SH,IY
S,AH,N,D
AA,M,P,AH
HH,OW,L,D
AY,V,ER,S
T,EH,R,IY
EY,SH,AH,N
AH,N,D,ER
R,IY,JH,AH
EH,R,IY,AH
AH,P,R,IY
AH,K,ER,AH
F,AH,S,AH
R,EY,D,D
NG,DH,AE,T
AH,L,Z,S
T,AO,R,IH
S,ER,P,L
IH,K,IH,N
N,AW,IH,N
R,T,ER,N
D,EH,T,AH
Z,D,IH,K
F,IH,R,S
R,S,ER,K
T,TH,R,IY
AO,R,G,R
Z,SH,UH,D
L,Z,F,R
ER,Z,AH,N
L,Z,IH,N
T,P,EH,R
ER,M,AH,N
IY,EH,R,IY
AY,ER,D,IH
UW,B,IY,IH
T,M,AO,R
L,CH,EY,N
L,Z,B,AH
AH,DH,ER,K
L,T,UW,IH
SH,EH,R,Z
AH,V,M,IH
T,R,AE,N
IH,T,EH,R
AO,L,IH,N
L,D,HH,IY
AH,K,EY,T
AE,K,Y,ER
N,AA,N,IH
AO,R,D,IH
IH,NG,AH,S
P,AO,R,T
OW,K,AA,S
AA,S,T,S
IY,S,AH,N
HH,IY,K,AH
R,JH,IH,N
AH,B,AW,T
T,AA,K,S
EY,T,M,EH
AO,F,ER,IH
OW,L,D,D
ER,M,AH,N
L,Z,AH,N
ZH,AH,N,Z
OW,T,AH,L
T,W,AA,Z
IH,ZH,AH,N
L,OW,Z,D
K,S,P,EH
R,D,AH,N
HH,IY,T,IH
V,IY,EH,S
AY,N,D,T
L,IH,S,T
IH,R,IY,AH
T,L,IY,S
R,EY,T,IH
F,AH,S,IH
K,AH,N,T
IY,N,DH,AH
AH,L,IH,N
AH,P,OW,Z
R,T,IH,D
AH,N,AH,L
AH,P,OW,Z
F,ER,AO,L
AO,S,S,EH
L,IY,V,IH
AH,N,T,S
N,Y,UW,T
ER,L,IY,ER
D,B,AH,T
L,Y,AH,N
R,EY,IH,S
EH,F,ER,T
UH,D,HH,EH
N,HH,AA,R
G,EH,N,S
P,AA,S,AH
AH,N,S,AH
AH,M,B,ER
N,T,R,IY
T,R,AE,N
T,S,DH,AH
OW,T,IH,D
OW,T,AH,L
AY,K,L,IY
EY,R,OW,Z
K,AW,N,T
SH,EH,R,AH
V,IY,EH,S
P,EY,M,AH
T,T,UW,K
T,UW,IH,K
NG,R,EY,T
IH,D,IH,N
N,AH,S,IH
AH,L,IY,IH
NG,IH,T,S
AH,K,SH,AH
OW,T,AH,Z
S,AY,D,IH
W,AO,R,T
R,EH,S,T
N,AA,T,K
T,IY,L,AH
T,IH,S,T
K,W,AO,R
EY,SH,AH,N
IH,DH,DH,AH
DH,ER,S,T
UW,DH,AH,M
AH,T,DH,AH
AA,Z,S,K
IH,N,K,R
V,Z,IH,N
AH,N,UW,Z
P,ER,CH,AH
DH,EH,M,AH
T,M,AH,N
N,M,AA,R
AH,B,AH,L
K,CH,ER,IH
S,N,UW,R
V,IH,K,S
N,D,ER,R
S,M,AH,N
EH,K,T,S
R,EH,F,ER
IY,R,IH,Z
L,R,OW,Z
AH,N,AE,T
AH,B,AO,R
T,Y,IH,R
DH,W,AO,R
OW,K,AH,S
T,AA,R,T
S,T,AA,K
IH,Z,AY,N
N,D,IH,Z
W,IH,DH,S
L,AH,S,T
N,T,EH,S
S,AH,V,AH
N,S,IY,D
UW,EH,N,ER
N,F,R,IH
AH,P,R,AH
DH,AH,IH,N
AO,N,T,IH
EH,N,P,R
OW,K,S,M
IH,N,DH,AH
AH,W,IY,K
AH,N,T,IH
P,AO,R,T
IH,NG,M,IY
L,Y,AH,N
IY,EY,T,AH
N,R,IY,M
IY,T,UW,M
AY,N,D,IH
JH,ER,Z,AH
F,R,AH,M
AH,F,ER,S
D,F,AO,R
M,AH,N,T
D,P,AA,R
AH,L,IH,S
AH,T,DH,EH
ER,Z,S,EH
T,B,IH,L
L,IH,V,ER
D,AH,S,T
IH,NG,AE,T
D,AH,S,T
W,IH,CH,M
S,AH,N,D
W,UH,D,K
D,AO,F,ER
IY,D,EH,T
R,T,S,AH
L,AH,K,AH
R,AY,S,AH
UW,N,AH,K
EH,D,IH,T
EH,K,Y,AH
V,EH,S,T
EH,R,Z,AH
IH,S,T,AH
M,P,L,IY
V,AH,S,AH
AH,M,P,AH
K,S,AH,Z
AO,R,DH,AH
IH,D,EH,M
V,ER,T,AH
D,AH,N,T
IH,D,IY,EH
AH,F,IH,L
IH,L,Y,AH
NG,G,ER,EH
L,AH,N,D
N,IH,R,IH
AH,L,IH,S
G,OW,D,ER
IH,S,T,R
AH,M,P,EH
AH,S,T,S
AH,M,EY,K
IY,EH,S,T
AH,P,M,AH
L,AH,V,IH
DH,AH,K,AH
K,AH,N,D
AH,N,TH,ER
IH,T,S,T
ER,W,IY,T
P,R,EH,S
AH,Z,IH,N
R,AH,F,IH
T,M,AH,N
D,IH,V,EH
R,N,IY,D
R,EH,D,IH
N,T,IH,D
T,F,R,AH
V,OW,T,IH
R,EH,Z,AH
Z,IH,NG,R
N,F,AA,L
T,AH,B,IH
IH,N,K,AH
D,AE,T,AH
Z,EY,SH,AH
AH,M,Z,AH
W,IH,DH,IH
S,AY,T,AH
AY,T,AH,D
IY,S,EH,D
Y,IH,R,AH
F,R,AH,M
N,D,AH,K
IH,Z,B,R
AO,R,DH,AH
F,AO,R,K
IH,V,AH,N
N,JH,UH,R
AA,R,K,AH
V,DH,AH,S
K,R,OW,AH
T,IH,N,T
M,P,L,AH
M,P,AO,R
EH,T,IH,N
S,T,R,AH
UW,AA,P,ER
P,AA,R,T
ER,AY,Z,D
D,N,AA,T
OW,B,IH,K
AH,V,DH,AH
V,DH,AH,K
F,EH,D,ER
DH,AH,K,AH
AA,N,F,AH
R,IH,P,EH
L,D,AE,T
EH,S,W,ER
S,T,AH,N
EH,N,T,ER
K,S,T,R
AH,R,UW,T
T,UW,AO,R
Z,F,R,AH
W,EY,K,L
IH,F,EH,N
AH,P,R,EH
AH,N,D,D
T,ER,M,Z
SH,AH,N,Z
AH,N,T,L
IH,SH,UW,Z
B,AA,N,D
T,L,IY,AH
S,AO,R,S
L,IH,K,AH
UW,F,IH,L
B,AH,L,K
ZH,AH,N,Z
R,AH,S,IY
Y,ER,Z,IH
DH,AH,B,IH
R,EY,T,IH
IY,T,UW,K
D,IH,K,L
D,DH,AH,ER
M,AH,S,T
T,R,AH,S
IY,N,AA,T
P,AE,N,D
AH,P,AA,Z
N,K,R,IY
IH,M,P,R
L,T,S,D
AH,S,IH,L
M,R,EY,T
K,W,OW,T
AA,R,T,AH
SH,AO,R,T
S,AH,L,T
R,T,F,R
Z,W,ER,T
AA,N,DH,AH
N,SH,UH,R
M,AE,N,D
T,IY,M,IH
AH,DH,ER,S
AE,N,S,AH
UW,P,OW,S
K,L,OW,Z
S,IH,M,AH
V,N,OW,K
F,F,AO,R
AE,Z,S,T
AA,T,Y,EH
AH,P,AE,S
AA,M,IH,K
T,R,AH,K
N,Z,IH,N
IH,N,D,ER
IH,NG,IH,N
IY,Z,AH,N
AE,P,L,AH
P,L,AH,K
AH,D,IH,N
DH,AH,IH,N
SH,AH,L,K
T,UW,EH,K
R,IY,S,AH
T,HH,AE,Z
F,T,ER,R
IH,L,R,AH
AH,N,TH,T
AY,L,DH,AH
AH,N,S,IY
AH,D,EH,N
K,Y,AH,T
N,S,ER,T
AH,T,IY,AH
AE,G,R,AH
D,Z,IH,N
D,R,AO,N
NG,P,R,AH
UW,R,AH,S
S,IH,D,IY
F,R,IY,T
D,IH,NG,IH
Z,F,AH,N
S,AO,L,T
T,F,AO,R
D,AE,T,AH
N,UW,Z,K
W,ER,TH,AH
