Month,DayOfWeek,PdDistrict,X,Y,Category
Apr,Monday,SOUTHERN,-122.40805253847,37.7815668300024,ASSAULT
Apr,Monday,MISSION,-122.43515009981199,37.7617597243598,LARCENY/THEFT
Apr,Monday,NORTHERN,-122.41838200860701,37.783258377094896,VANDALISM
Apr,Monday,BAYVIEW,-122.404608485368,37.7234547008718,OTHER OFFENSES
Apr,Sunday,INGLESIDE,-122.441954703158,37.731973276,VEHICLE THEFT
Apr,Sunday,NORTHERN,-122.42351911741301,37.787563469716396,LARCENY/THEFT
Apr,Sunday,TARAVAL,-122.471225712363,37.721579329952704,NON-CRIMINAL
Apr,Sunday,MISSION,-122.43228179167801,37.7642891955749,NON-CRIMINAL
Apr,Sunday,TARAVAL,-122.462635918876,37.726812869208395,BURGLARY
Apr,Sunday,BAYVIEW,-122.38837455031602,37.7204312224247,SUSPICIOUS OCC
Apr,Saturday,SOUTHERN,-122.40079994791401,37.7799338672319,LARCENY/THEFT
Apr,Saturday,SOUTHERN,-122.411874120577,37.77761762810261,DRUG/NARCOTIC
Apr,Saturday,TENDERLOIN,-122.41032349523199,37.7851225223607,LARCENY/THEFT
Apr,Saturday,CENTRAL,-122.42384881373002,37.8062214269911,LARCENY/THEFT
Apr,Saturday,SOUTHERN,-122.38837987391899,37.783310406701496,NON-CRIMINAL
Apr,Friday,TENDERLOIN,-122.414743835382,37.778719262789004,LARCENY/THEFT
Apr,Friday,RICHMOND,-122.464279879446,37.7800332991006,NON-CRIMINAL
Apr,Friday,TENDERLOIN,-122.410979175673,37.784625434984,NON-CRIMINAL
Apr,Thursday,SOUTHERN,-122.39998111123998,37.7776242389287,NON-CRIMINAL
Apr,Thursday,RICHMOND,-122.48273697562,37.7821195595198,LARCENY/THEFT
Apr,Thursday,TARAVAL,-122.49887011139299,37.7354484915926,LARCENY/THEFT
Apr,Thursday,MISSION,-122.417282382012,37.7684917389792,NON-CRIMINAL
Apr,Thursday,NORTHERN,-122.42336485742901,37.791237355332,LARCENY/THEFT
Apr,Thursday,TENDERLOIN,-122.408269031453,37.78538311057971,LARCENY/THEFT
Apr,Thursday,CENTRAL,-122.4084984361,37.7990595666353,LARCENY/THEFT
Apr,Thursday,MISSION,-122.407134232197,37.759993158273,VEHICLE THEFT
Apr,Thursday,NORTHERN,-122.42276736384399,37.7838427739256,OTHER OFFENSES
Apr,Wednesday,SOUTHERN,-122.390531404145,37.780607079847705,LARCENY/THEFT
Apr,Wednesday,NORTHERN,-122.425701357727,37.7736650050085,VEHICLE THEFT
Apr,Wednesday,MISSION,-122.431957685196,37.7649357189679,LARCENY/THEFT
Apr,Wednesday,BAYVIEW,-122.387939452192,37.7422600519555,MISSING PERSON
Apr,Wednesday,TARAVAL,-122.475222189932,37.7210571460375,OTHER OFFENSES
Mar,Tuesday,PARK,-122.43715909165701,37.775975349305504,LARCENY/THEFT
Mar,Tuesday,SOUTHERN,-122.399833846531,37.781043217933394,LARCENY/THEFT
Mar,Tuesday,TENDERLOIN,-122.407845374111,37.7850943210103,BURGLARY
Mar,Tuesday,TARAVAL,-122.493405491095,37.7348538591354,OTHER OFFENSES
Mar,Tuesday,TENDERLOIN,-122.412563218508,37.785785061938206,VANDALISM
Mar,Tuesday,TARAVAL,-122.475119678026,37.764578918745705,VEHICLE THEFT
Mar,Tuesday,SOUTHERN,-122.41040560213499,37.778784148603286,LARCENY/THEFT
Mar,Monday,NORTHERN,-122.435521453522,37.8052232913562,LARCENY/THEFT
Mar,Monday,PARK,-122.437674432179,37.7832091367301,VANDALISM
Mar,Monday,TENDERLOIN,-122.415694922134,37.7825851968467,LARCENY/THEFT
Mar,Sunday,MISSION,-122.422399101985,37.7649414890121,ASSAULT
Mar,Sunday,INGLESIDE,-122.431955738461,37.732993205473,LARCENY/THEFT
Mar,Sunday,NORTHERN,-122.44827840533002,37.804271887891005,LARCENY/THEFT
Mar,Sunday,PARK,-122.43870876480601,37.7801501826101,VEHICLE THEFT
Mar,Sunday,RICHMOND,-122.43574226156,37.7857157633495,BURGLARY
Mar,Sunday,MISSION,-122.428723169071,37.75279146333621,LARCENY/THEFT
Mar,Saturday,INGLESIDE,-122.408518036059,37.7412099085483,BURGLARY
Mar,Saturday,TARAVAL,-122.482814138867,37.7145008871554,LARCENY/THEFT
Mar,Saturday,NORTHERN,-122.42021727334499,37.7791510160099,LARCENY/THEFT
Mar,Saturday,INGLESIDE,-122.424717551223,37.734261997375896,NON-CRIMINAL
Mar,Saturday,CENTRAL,-122.409256096494,37.788239899778,NON-CRIMINAL
Mar,Saturday,TARAVAL,-122.46089518582,37.715691664110295,NON-CRIMINAL
Mar,Friday,MISSION,-122.42432283482401,37.7683035981657,SUSPICIOUS OCC
Mar,Friday,SOUTHERN,-122.40871060666299,37.78097067220529,OTHER OFFENSES
Mar,Friday,NORTHERN,-122.421395819115,37.7856843389472,LARCENY/THEFT
Mar,Friday,CENTRAL,-122.41805074432399,37.7899896643167,BURGLARY
Mar,Thursday,NORTHERN,-122.421734189838,37.7882961275539,VANDALISM
Mar,Wednesday,INGLESIDE,-122.44000661153099,37.721804883554704,ROBBERY
Mar,Tuesday,MISSION,-122.417499429971,37.753084671409,MISSING PERSON
Mar,Tuesday,SOUTHERN,-122.393622739343,37.783079119147104,OTHER OFFENSES
Mar,Tuesday,CENTRAL,-122.411518820359,37.7869408998805,LARCENY/THEFT
Mar,Monday,NORTHERN,-122.44613763768801,37.7990913167814,BURGLARY
Mar,Monday,BAYVIEW,-122.390072051793,37.756240860268505,LARCENY/THEFT
Mar,Monday,SOUTHERN,-122.39848887374599,37.78911819234421,LARCENY/THEFT
Mar,Monday,NORTHERN,-122.42815114016199,37.7857828233879,OTHER OFFENSES
Mar,Monday,INGLESIDE,-122.42815696875,37.7382179595089,OTHER OFFENSES
Mar,Monday,CENTRAL,-122.398919477596,37.796953574467004,ASSAULT
Mar,Sunday,BAYVIEW,-122.39511400857401,37.732330380768296,NON-CRIMINAL
Mar,Sunday,RICHMOND,-122.440759704072,37.784125990977294,LARCENY/THEFT
Mar,Sunday,RICHMOND,-122.46620466789301,37.7725405391593,LARCENY/THEFT
Mar,Sunday,INGLESIDE,-122.43308971434999,37.72278844040071,ASSAULT
Mar,Saturday,TENDERLOIN,-122.405895369887,37.786734218498296,LARCENY/THEFT
Mar,Saturday,NORTHERN,-122.418090766692,37.7861007451645,NON-CRIMINAL
Mar,Saturday,NORTHERN,-122.4345637373,37.784150491588704,LARCENY/THEFT
Mar,Friday,TARAVAL,-122.47051218611601,37.7470179441251,LARCENY/THEFT
Mar,Friday,TARAVAL,-122.47100441059901,37.730591021267294,WARRANTS
Mar,Friday,NORTHERN,-122.419549568783,37.7849590112628,LARCENY/THEFT
Mar,Friday,CENTRAL,-122.410774214375,37.8084350175869,NON-CRIMINAL
Mar,Friday,CENTRAL,-122.40238402441099,37.7909700100406,VANDALISM
Mar,Friday,INGLESIDE,-122.41714480239901,37.7121502932531,MISSING PERSON
Mar,Wednesday,CENTRAL,-122.41050060555901,37.8069630725944,LARCENY/THEFT
Mar,Wednesday,CENTRAL,-122.407208951402,37.7987756652736,LARCENY/THEFT
Mar,Wednesday,SOUTHERN,-122.406481972743,37.782731788488704,LARCENY/THEFT
Mar,Wednesday,INGLESIDE,-122.446621710497,37.727088477506896,ASSAULT
Mar,Wednesday,NORTHERN,-122.43428763833,37.7868593625916,BURGLARY
Mar,Tuesday,NORTHERN,-122.43627532477801,37.80081266456821,LARCENY/THEFT
Mar,Tuesday,SOUTHERN,-122.407999186749,37.7778241673064,MISSING PERSON
Mar,Tuesday,SOUTHERN,-122.407633520742,37.7841893501425,LARCENY/THEFT
Mar,Tuesday,TARAVAL,-122.49079695722901,37.758264390426795,BURGLARY
Mar,Monday,PARK,-122.43778056071301,37.7754834563836,OTHER OFFENSES
Mar,Monday,MISSION,-122.42174856587499,37.749885647395296,OTHER OFFENSES
Mar,Monday,CENTRAL,-122.400171834642,37.793905073184796,LARCENY/THEFT
Feb,Sunday,SOUTHERN,-122.405832474482,37.7857446545609,ROBBERY
Feb,Sunday,TARAVAL,-122.47564746078599,37.7285280627465,LARCENY/THEFT
Feb,Saturday,CENTRAL,-122.407153171787,37.798490890134794,NON-CRIMINAL
Feb,Saturday,INGLESIDE,-122.418766889013,37.7119336857601,WARRANTS
Feb,Saturday,NORTHERN,-122.429644614552,37.7722642986091,LARCENY/THEFT
Feb,Saturday,RICHMOND,-122.48406663431999,37.7781347683419,SUSPICIOUS OCC
Feb,Saturday,NORTHERN,-122.431206932079,37.7845681170336,LARCENY/THEFT
Feb,Friday,SOUTHERN,-122.41431785788099,37.7799444052046,ASSAULT
Feb,Friday,INGLESIDE,-122.42414758896099,37.7398702066093,OTHER OFFENSES
Feb,Friday,SOUTHERN,-122.408421116922,37.7835699386918,LARCENY/THEFT
Feb,Friday,CENTRAL,-122.41426677512,37.8046348825476,MISSING PERSON
Feb,Friday,NORTHERN,-122.43604920358601,37.79984122288229,LARCENY/THEFT
Feb,Thursday,TARAVAL,-122.46221286817101,37.7252659069258,OTHER OFFENSES
Feb,Thursday,NORTHERN,-122.43209555515399,37.7718957419666,NON-CRIMINAL
Feb,Thursday,BAYVIEW,-122.379424889828,37.72949908597121,LARCENY/THEFT
Feb,Thursday,RICHMOND,-122.487531299701,37.7752079343764,LARCENY/THEFT
Feb,Thursday,CENTRAL,-122.40752173092399,37.7983830790911,LARCENY/THEFT
Feb,Thursday,CENTRAL,-122.40907715726101,37.7873064204439,LARCENY/THEFT
Feb,Wednesday,TENDERLOIN,-122.408269031453,37.78538311057971,ROBBERY
Feb,Wednesday,TARAVAL,-122.49786956740401,37.7247456102736,LARCENY/THEFT
Feb,Wednesday,SOUTHERN,-122.410078544842,37.772526493426106,LARCENY/THEFT
Feb,Wednesday,TARAVAL,-122.48118317163001,37.7437268170337,NON-CRIMINAL
Feb,Tuesday,TENDERLOIN,-122.41708535742399,37.7852153590471,ROBBERY
Feb,Tuesday,INGLESIDE,-122.444314025188,37.7131083433264,ASSAULT
Feb,Tuesday,TARAVAL,-122.47100441059901,37.730591021267294,LARCENY/THEFT
Feb,Tuesday,CENTRAL,-122.406817843184,37.7971943093664,LARCENY/THEFT
Feb,Tuesday,SOUTHERN,-122.41262954835399,37.7745645438765,VEHICLE THEFT
Feb,Monday,SOUTHERN,-122.407633520742,37.7841893501425,BURGLARY
Feb,Monday,BAYVIEW,-122.398604184321,37.718274811427605,ASSAULT
Feb,Monday,MISSION,-122.418738265772,37.7546172382083,ROBBERY
Feb,Sunday,RICHMOND,-122.450481833298,37.788645905861294,LARCENY/THEFT
Feb,Sunday,TENDERLOIN,-122.412249767634,37.782556330202,NON-CRIMINAL
Feb,Sunday,CENTRAL,-122.409055191364,37.7871979591062,BURGLARY
Feb,Saturday,TENDERLOIN,-122.413237516676,37.78284302332129,DRUG/NARCOTIC
Feb,Saturday,BAYVIEW,-122.388108289044,37.765652229837706,NON-CRIMINAL
Feb,Saturday,BAYVIEW,-122.375989158092,37.7301576924252,VANDALISM
Feb,Saturday,TARAVAL,-122.475662603868,37.7171408545629,ASSAULT
Feb,Friday,INGLESIDE,-122.451163989719,37.7455640062989,ASSAULT
Feb,Friday,TARAVAL,-122.50231364500401,37.762395649117714,OTHER OFFENSES
Feb,Thursday,TARAVAL,-122.465757150563,37.714228536469896,BURGLARY
Feb,Thursday,SOUTHERN,-122.40340479147899,37.775420706711,LARCENY/THEFT
Feb,Wednesday,CENTRAL,-122.41505508492399,37.804480175916794,VANDALISM
Feb,Wednesday,RICHMOND,-122.473410842432,37.78047925231029,LARCENY/THEFT
Feb,Wednesday,BAYVIEW,-122.386775025935,37.765377517215,LARCENY/THEFT
Feb,Wednesday,SOUTHERN,-122.410113476212,37.7731004499125,SUSPICIOUS OCC
Feb,Wednesday,CENTRAL,-122.409835057079,37.79934018354211,VANDALISM
Feb,Wednesday,TENDERLOIN,-122.415508242782,37.7816542806076,DRUG/NARCOTIC
Feb,Tuesday,SOUTHERN,-122.365565425353,37.8096707013239,LARCENY/THEFT
Feb,Tuesday,SOUTHERN,-122.407633520742,37.7841893501425,OTHER OFFENSES
Feb,Tuesday,RICHMOND,-122.492925040569,37.781706307552795,LARCENY/THEFT
Feb,Tuesday,CENTRAL,-122.419262717439,37.800615896007,OTHER OFFENSES
Feb,Monday,BAYVIEW,-122.39455947138201,37.74549865483721,VANDALISM
Feb,Monday,SOUTHERN,-122.388485562387,37.789572762563,LARCENY/THEFT
Feb,Monday,TARAVAL,-122.47444463959499,37.718302204766005,VEHICLE THEFT
Feb,Monday,CENTRAL,-122.412059325975,37.800140039009,LARCENY/THEFT
Feb,Monday,MISSION,-122.442580378807,37.7499584666104,LARCENY/THEFT
Jan,Sunday,BAYVIEW,-122.38667457883601,37.72772896388121,NON-CRIMINAL
Jan,Sunday,INGLESIDE,-122.434363909417,37.7330448919252,ROBBERY
Jan,Sunday,TARAVAL,-122.466458192036,37.743577781095,OTHER OFFENSES
Jan,Sunday,TENDERLOIN,-122.415754575208,37.780719182394,SUSPICIOUS OCC
Jan,Saturday,SOUTHERN,-122.40340479147899,37.775420706711,NON-CRIMINAL
Jan,Saturday,NORTHERN,-122.42013210843001,37.7803430365381,VANDALISM
Jan,Friday,SOUTHERN,-122.39516315448799,37.7843096998676,LARCENY/THEFT
Jan,Friday,NORTHERN,-122.423985900144,37.798552579013204,NON-CRIMINAL
Jan,Friday,TENDERLOIN,-122.414593411257,37.7845808066125,ROBBERY
Jan,Friday,INGLESIDE,-122.451789219157,37.7344301822995,SUSPICIOUS OCC
Jan,Friday,SOUTHERN,-122.395771566799,37.7924309627476,OTHER OFFENSES
Jan,Friday,TENDERLOIN,-122.407845374111,37.7850943210103,DRUG/NARCOTIC
Jan,Friday,INGLESIDE,-122.405820318895,37.7162722184433,BURGLARY
Jan,Friday,TARAVAL,-122.45605161826401,37.719152132332795,MISSING PERSON
Jan,Friday,CENTRAL,-122.406842913454,37.7980587205991,ASSAULT
Jan,Thursday,NORTHERN,-122.43254428059099,37.7828388666355,VANDALISM
Jan,Thursday,MISSION,-122.409646927819,37.748335894871396,VEHICLE THEFT
Jan,Thursday,CENTRAL,-122.40071180486,37.80238450205921,LARCENY/THEFT
Jan,Thursday,PARK,-122.451864552636,37.7693505381781,MISSING PERSON
Jan,Thursday,MISSION,-122.414240098268,37.7548880080082,LARCENY/THEFT
Jan,Wednesday,SOUTHERN,-122.40669059226101,37.7852071918419,LARCENY/THEFT
Jan,Wednesday,BAYVIEW,-122.389865610332,37.73716994462029,DRUG/NARCOTIC
Jan,Tuesday,INGLESIDE,-122.40733121978501,37.70941886274571,LARCENY/THEFT
Jan,Tuesday,SOUTHERN,-122.407633520742,37.7841893501425,LARCENY/THEFT
Jan,Tuesday,SOUTHERN,-122.39509777418101,37.79405904855621,OTHER OFFENSES
Jan,Monday,MISSION,-122.406324313914,37.7536322498822,DRUG/NARCOTIC
Jan,Monday,CENTRAL,-122.419087676747,37.8078015516515,LARCENY/THEFT
Jan,Monday,NORTHERN,-122.431046366089,37.7830295716044,LARCENY/THEFT
Jan,Monday,SOUTHERN,-122.406481972743,37.782731788488704,LARCENY/THEFT
Jan,Monday,BAYVIEW,-122.382128908059,37.7280531665279,NON-CRIMINAL
Jan,Monday,MISSION,-122.43611530204201,37.7608228396674,OTHER OFFENSES
Jan,Monday,CENTRAL,-122.403663463962,37.788894680211,ROBBERY
Jan,Monday,TARAVAL,-122.477976682169,37.7269346350353,LARCENY/THEFT
Jan,Sunday,INGLESIDE,-122.43619448489599,37.722727038357604,SUSPICIOUS OCC
Jan,Sunday,TENDERLOIN,-122.408648588965,37.7849124714135,ASSAULT
Jan,Sunday,TENDERLOIN,-122.411141948101,37.7850736197499,OTHER OFFENSES
Jan,Sunday,SOUTHERN,-122.415564465695,37.773099482048,LARCENY/THEFT
Jan,Saturday,MISSION,-122.409529913278,37.7657184395282,OTHER OFFENSES
Jan,Saturday,TARAVAL,-122.48539504378401,37.7322751040318,OTHER OFFENSES
Jan,Saturday,MISSION,-122.406539115148,37.7564864109309,NON-CRIMINAL
Jan,Saturday,CENTRAL,-122.402163713618,37.7895710255863,LARCENY/THEFT
Jan,Saturday,TARAVAL,-122.48560378101,37.7388214326705,SUSPICIOUS OCC
Jan,Friday,INGLESIDE,-122.426817612996,37.723056250776,LARCENY/THEFT
Jan,Friday,SOUTHERN,-122.39353370026,37.7892558270831,BURGLARY
Jan,Friday,CENTRAL,-122.402666683256,37.7943201279675,SUSPICIOUS OCC
Jan,Friday,INGLESIDE,-122.422239798113,37.711316682059,SUSPICIOUS OCC
Jan,Friday,INGLESIDE,-122.43476428669202,37.7226161363136,MISSING PERSON
Jan,Friday,SOUTHERN,-122.38837987391899,37.783310406701496,VEHICLE THEFT
Jan,Friday,SOUTHERN,-122.395153862803,37.7892350328802,ASSAULT
Jan,Friday,MISSION,-122.435002864298,37.7608878061194,WARRANTS
Jan,Friday,SOUTHERN,-122.408595110869,37.7837069301545,OTHER OFFENSES
Jan,Thursday,BAYVIEW,-122.38655575027,37.741950423835796,VEHICLE THEFT
Jan,Thursday,SOUTHERN,-122.406179415424,37.7706221909544,WARRANTS
Jan,Wednesday,BAYVIEW,-122.399795959639,37.7655872635067,LARCENY/THEFT
Jan,Wednesday,SOUTHERN,-122.40488019300301,37.767877554187706,BURGLARY
Jan,Wednesday,INGLESIDE,-122.409528394507,37.7444319342193,DRUG/NARCOTIC
Jan,Wednesday,MISSION,-122.423622537404,37.7647573853335,LARCENY/THEFT
Jan,Tuesday,CENTRAL,-122.415435473094,37.8063418891813,LARCENY/THEFT
Jan,Tuesday,SOUTHERN,-122.38837987391899,37.783310406701496,LARCENY/THEFT
Jan,Tuesday,CENTRAL,-122.421302237267,37.807576554250396,LARCENY/THEFT
Jan,Tuesday,MISSION,-122.419814593811,37.7658427213372,NON-CRIMINAL
Jan,Monday,TARAVAL,-122.47850183851101,37.738233460271,LARCENY/THEFT
Jan,Monday,PARK,-122.45015469273599,37.7733640067071,BURGLARY
Jan,Monday,BAYVIEW,-122.404383181572,37.762731169054,MISSING PERSON
Jan,Monday,MISSION,-122.42895161374099,37.766799959982,OTHER OFFENSES
Jan,Monday,TARAVAL,-122.472725464373,37.731393915693204,LARCENY/THEFT
Jan,Monday,INGLESIDE,-122.41827940869801,37.7337830681473,NON-CRIMINAL
Dec,Sunday,SOUTHERN,-122.411979487494,37.7809039696758,DRUG/NARCOTIC
Dec,Sunday,SOUTHERN,-122.40718855811001,37.7832917166536,OTHER OFFENSES
Dec,Saturday,CENTRAL,-122.41335805114099,37.7876637195721,LARCENY/THEFT
Dec,Saturday,TARAVAL,-122.499498797521,37.7597537080445,OTHER OFFENSES
Dec,Saturday,BAYVIEW,-122.394438859914,37.73644389967321,MISSING PERSON
Dec,Saturday,SOUTHERN,-122.407292919902,37.776304645941295,LARCENY/THEFT
Dec,Saturday,SOUTHERN,-122.41750470314501,37.7765400380328,OTHER OFFENSES
Dec,Saturday,NORTHERN,-122.419549568783,37.7849590112628,ASSAULT
Dec,Friday,SOUTHERN,-122.40754585593099,37.784401179486,NON-CRIMINAL
Dec,Friday,TENDERLOIN,-122.408648588965,37.7849124714135,ASSAULT
Dec,Friday,SOUTHERN,-122.40015457395799,37.7812187583196,LARCENY/THEFT
Dec,Friday,TENDERLOIN,-122.414056291891,37.7827931071006,DRUG/NARCOTIC
Dec,Friday,NORTHERN,-122.43306868979099,37.7847514954484,LARCENY/THEFT
Dec,Friday,RICHMOND,-122.45741133500799,37.7895611702369,OTHER OFFENSES
Dec,Friday,NORTHERN,-122.431289969136,37.7720549755537,LARCENY/THEFT
Dec,Thursday,CENTRAL,-122.418930302924,37.80735025163229,BURGLARY
Dec,Thursday,BAYVIEW,-122.401824375473,37.757753743882496,OTHER OFFENSES
Dec,Thursday,CENTRAL,-122.41940420659401,37.7925922910686,NON-CRIMINAL
Dec,Thursday,NORTHERN,-122.428773199378,37.7847222825051,ASSAULT
Dec,Thursday,SOUTHERN,-122.40303054328899,37.7870232709481,LARCENY/THEFT
Dec,Thursday,TENDERLOIN,-122.41219255572099,37.781604574125204,ASSAULT
Dec,Thursday,BAYVIEW,-122.381148156659,37.7313898499587,ASSAULT
Dec,Wednesday,BAYVIEW,-122.400677469279,37.755898750597,LARCENY/THEFT
Dec,Wednesday,SOUTHERN,-122.407999186749,37.7778241673064,MISSING PERSON
Dec,Wednesday,CENTRAL,-122.414011390765,37.79503675243961,LARCENY/THEFT
Dec,Wednesday,SOUTHERN,-122.417975390351,37.7737509379648,WARRANTS
Dec,Wednesday,CENTRAL,-122.411888791823,37.788808290379706,NON-CRIMINAL
Dec,Wednesday,PARK,-122.44381274387,37.770892534208,NON-CRIMINAL
Dec,Wednesday,SOUTHERN,-122.40340479147899,37.775420706711,LARCENY/THEFT
Dec,Wednesday,PARK,-122.453376250788,37.7687142722405,OTHER OFFENSES
Dec,Wednesday,RICHMOND,-122.466041169566,37.7829246572568,ASSAULT
Dec,Tuesday,SOUTHERN,-122.406481972743,37.782731788488704,LARCENY/THEFT
Dec,Tuesday,BAYVIEW,-122.39749737363701,37.75230663222629,WARRANTS
Dec,Tuesday,SOUTHERN,-122.40340479147899,37.775420706711,LARCENY/THEFT
Dec,Monday,NORTHERN,-122.432329732386,37.7814292195409,WARRANTS
Dec,Monday,RICHMOND,-122.510225749052,37.7672442209616,LARCENY/THEFT
Dec,Monday,TARAVAL,-122.464575548505,37.734098997368896,LARCENY/THEFT
Dec,Monday,NORTHERN,-122.431369772433,37.7853730435472,LARCENY/THEFT
Dec,Monday,SOUTHERN,-122.40283552814199,37.786800902838394,NON-CRIMINAL
Dec,Sunday,NORTHERN,-122.419458073153,37.7844990197997,LARCENY/THEFT
Dec,Sunday,NORTHERN,-122.431206932079,37.7845681170336,OTHER OFFENSES
Dec,Sunday,SOUTHERN,-122.394548293028,37.7766651941599,NON-CRIMINAL
Dec,Sunday,MISSION,-122.42520636919201,37.7671380783995,VEHICLE THEFT
Dec,Sunday,CENTRAL,-122.41225960454399,37.798630789818,NON-CRIMINAL
