Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,Paired t-statistics on Number of Nodes,P-value t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini - GW Squared Gini,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini - LS Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,LS Squared Gini - GW Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,Twoing - GW Squared Gini,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,Twoing - LS Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,Twoing - GW Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,GW Squared Gini - LS Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,GW Squared Gini - GW Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,PCOWNERS,LS Chi Square - GW Chi Square,0.0,6,50.0,0.0,6,50.0,0.0,50.0,6
KDD98 Multiclass 9,RFA_18,LS Squared Gini - Twoing,-0.14432225724945136,29,0.556877845873,-0.1459761113966493,29,0.557524888791,-1.7556849093970701,0.955149441131,29
KDD98 Multiclass 9,RFA_18,LS Squared Gini - GW Squared Gini,3.5144958366356005,29,0.000733711094279,3.510570537000064,29,0.00074132814625,-1.5811388300841895,0.937653515497,29
KDD98 Multiclass 9,RFA_18,LS Squared Gini - LS Chi Square,2.001172946768888,29,0.0274051005973,2.0022625616053116,29,0.0273432499857,6.020797289396147,7.52238503154e-07,29
KDD98 Multiclass 9,RFA_18,LS Squared Gini - GW Chi Square,2.7684958947855813,29,0.00485593874372,2.7741686070685008,29,0.00478980238784,4.877628741091549,1.78207386735e-05,29
KDD98 Multiclass 9,RFA_18,Twoing - GW Squared Gini,3.4546128776665213,29,0.000858604554982,3.4438200611733873,29,0.000883202436861,-0.500719942777498,0.689826261202,29
KDD98 Multiclass 9,RFA_18,Twoing - LS Chi Square,2.256734550570458,29,0.0158664669715,2.251809730500021,29,0.0160393298521,7.222846654722409,2.97195814625e-08,29
KDD98 Multiclass 9,RFA_18,Twoing - GW Chi Square,2.628864411108935,29,0.00677980449524,2.6275074554787103,29,0.00680157909967,5.855758044876026,1.18385540837e-06,29
KDD98 Multiclass 9,RFA_18,GW Squared Gini - LS Chi Square,-1.215571041978526,29,0.883024127713,-1.2197333041949885,29,0.883803365388,6.324555320336758,3.28221058998e-07,29
KDD98 Multiclass 9,RFA_18,GW Squared Gini - GW Chi Square,-0.1494266913422184,29,0.558874348851,-0.14908241958280294,29,0.558739742352,5.541288871096793,2.82154601794e-06,29
KDD98 Multiclass 9,RFA_18,LS Chi Square - GW Chi Square,0.8533565719320994,29,0.200227692795,0.8564165571954822,29,0.199394490564,-0.9410080675563344,0.82276311521,29
KDD98 Multiclass 9,STATE,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,LS Squared Gini - GW Squared Gini,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,LS Squared Gini - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,Twoing - GW Squared Gini,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,Twoing - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,Twoing - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,GW Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,GW Squared Gini - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,STATE,LS Chi Square - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,FISHER,LS Squared Gini - Twoing,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,LS Squared Gini - GW Squared Gini,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,LS Squared Gini - LS Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,LS Squared Gini - GW Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,Twoing - GW Squared Gini,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,Twoing - LS Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,Twoing - GW Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,GW Squared Gini - LS Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,GW Squared Gini - GW Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,FISHER,LS Chi Square - GW Chi Square,0.0,13,50.0,0.0,13,50.0,0.0,50.0,13
KDD98 Multiclass 9,RFA_15,LS Squared Gini - Twoing,0.43804082521760623,29,0.332301134261,0.4380330608842911,29,0.332303915964,2.6925824035672523,0.00582739683775,29
KDD98 Multiclass 9,RFA_15,LS Squared Gini - GW Squared Gini,-0.34957223414129956,29,0.635407181827,-0.349862884674375,29,0.635515106907,0.0,0.5,29
KDD98 Multiclass 9,RFA_15,LS Squared Gini - LS Chi Square,-1.3882730048753178,29,0.912186501462,-1.3879637902751367,29,0.912139904591,6.2885176747350044,3.6201662823e-07,29
KDD98 Multiclass 9,RFA_15,LS Squared Gini - GW Chi Square,-0.025903812151936993,29,0.5102442538,-0.02588015293002528,29,0.510234899383,5.137436951142689,8.6557843948e-06,29
KDD98 Multiclass 9,RFA_15,Twoing - GW Squared Gini,-0.7897087785223684,29,0.781946156595,-0.7899894466773976,29,0.782026825273,-3.0262013708347477,0.997424697395,29
KDD98 Multiclass 9,RFA_15,Twoing - LS Chi Square,-1.9010846248181565,29,0.96636485573,-1.900734578007596,29,0.966341070334,3.6742346141747673,0.00048064439907,29
KDD98 Multiclass 9,RFA_15,Twoing - GW Chi Square,-0.9186817264644953,29,0.817079813708,-0.9186477902660508,29,0.817071084866,2.9205156676015083,0.003349363092,29
KDD98 Multiclass 9,RFA_15,GW Squared Gini - LS Chi Square,-0.849379085536857,29,0.798685993092,-0.8488750180733002,29,0.798548059329,6.2885176747350044,3.6201662823e-07,29
KDD98 Multiclass 9,RFA_15,GW Squared Gini - GW Chi Square,0.2672387537417093,29,0.395588354675,0.2675218708100504,29,0.395480436885,5.137436951142689,8.6557843948e-06,29
KDD98 Multiclass 9,RFA_15,LS Chi Square - GW Chi Square,1.2715844808776056,29,0.106812335229,1.2710839727647116,29,0.106900087706,-0.6190798913664319,0.729651513183,29
KDD98 Multiclass 9,RFA_16,LS Squared Gini - Twoing,-2.8457279371679025,29,0.995975068219,-2.8556275358137233,29,0.996071346173,2.5357176998620456,0.00843457999938,29
KDD98 Multiclass 9,RFA_16,LS Squared Gini - GW Squared Gini,-0.2643122606161879,29,0.60329564048,-0.2672915256220702,29,0.604431761405,2.1022358254950753,0.022165415899,29
KDD98 Multiclass 9,RFA_16,LS Squared Gini - LS Chi Square,-3.98248665453521,29,0.999790229469,-3.97741989586948,29,0.999787326235,5.506194858355616,3.10962061556e-06,29
KDD98 Multiclass 9,RFA_16,LS Squared Gini - GW Chi Square,-2.7504743462635086,29,0.994928230343,-2.7448865940384444,29,0.994859505968,4.092513054542927,0.000155510158585,29
KDD98 Multiclass 9,RFA_16,Twoing - GW Squared Gini,2.5001562357717253,29,0.00915936498541,2.515063111981615,29,0.00884882731861,0.1302650671212829,0.448628061403,29
KDD98 Multiclass 9,RFA_16,Twoing - LS Chi Square,-1.3614334949002416,29,0.90806924196,-1.3561373915154245,29,0.907239299392,5.473452081269226,3.40500375362e-06,29
KDD98 Multiclass 9,RFA_16,Twoing - GW Chi Square,-0.008088741383870753,29,0.503199211409,0.0028775920116334178,29,0.498861860521,2.289315149869429,0.0147646074771,29
KDD98 Multiclass 9,RFA_16,GW Squared Gini - LS Chi Square,-4.820750919033532,29,0.999979129124,-4.828715980777344,29,0.999979585733,3.606847071112459,0.00057489788959,29
KDD98 Multiclass 9,RFA_16,GW Squared Gini - GW Chi Square,-2.9825293203968637,29,0.997128027021,-2.9862130817241845,29,0.997154252849,1.9186837025052013,0.0324579188284,29
KDD98 Multiclass 9,RFA_16,LS Chi Square - GW Chi Square,2.900330898110281,29,0.0035203032303,2.902261332943788,29,0.00350360511352,-2.408318915758459,0.988695810302,29
KDD98 Multiclass 9,COLLECT1,LS Squared Gini - Twoing,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,LS Squared Gini - GW Squared Gini,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,LS Squared Gini - LS Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,LS Squared Gini - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,Twoing - GW Squared Gini,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,Twoing - LS Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,Twoing - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,GW Squared Gini - LS Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,GW Squared Gini - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,COLLECT1,LS Chi Square - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,GENDER,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,LS Squared Gini - GW Squared Gini,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,LS Squared Gini - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,Twoing - GW Squared Gini,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,Twoing - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,Twoing - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,GW Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,GW Squared Gini - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,GENDER,LS Chi Square - GW Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,RFA_17,LS Squared Gini - Twoing,-0.22484651339223705,29,0.588162243783,-0.22782768292974095,29,0.589310545053,-3.6041419394067082,0.999420965446,29
KDD98 Multiclass 9,RFA_17,LS Squared Gini - GW Squared Gini,-0.3249993376747745,29,0.626242687375,-0.325483397328879,29,0.62642396603,-1.125885517287378,0.86527727202,29
KDD98 Multiclass 9,RFA_17,LS Squared Gini - LS Chi Square,-1.0876303222719235,29,0.857142241873,-1.0868558547317402,29,0.856974013669,0.7756672940361379,0.222112669385,29
KDD98 Multiclass 9,RFA_17,LS Squared Gini - GW Chi Square,0.5458723217376783,29,0.29466430868,0.5421205883120186,29,0.295938570991,-0.47413732351544274,0.68052370964,29
KDD98 Multiclass 9,RFA_17,Twoing - GW Squared Gini,-0.06424013203813622,29,0.525390099756,-0.06230169131281042,29,0.524624996333,3.0016176868255684,0.00273851846964,29
KDD98 Multiclass 9,RFA_17,Twoing - LS Chi Square,-0.8854749173907286,29,0.808407930777,-0.8820370066864693,29,0.807495212211,6.1763784701644875,4.91442470274e-07,29
KDD98 Multiclass 9,RFA_17,Twoing - GW Chi Square,0.6894761310818479,29,0.248002033881,0.6883215773527642,29,0.248359995327,3.6726519155813353,0.000482674851122,29
KDD98 Multiclass 9,RFA_17,GW Squared Gini - LS Chi Square,-0.6821849052246303,29,0.749732515814,-0.6804703350603009,29,0.749198110626,2.6925824035672523,0.00582739683775,29
KDD98 Multiclass 9,RFA_17,GW Squared Gini - GW Chi Square,0.6827802938346466,29,0.250082059439,0.6797058247026572,29,0.25104038033,0.6425039983535946,0.262796697423,29
KDD98 Multiclass 9,RFA_17,LS Chi Square - GW Chi Square,1.6705434180322323,29,0.0527858390177,1.6681808223883157,29,0.0530217947099,-1.4899985549589987,0.926489255815,29
KDD98 Multiclass 9,STEREO,LS Squared Gini - Twoing,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,LS Squared Gini - GW Squared Gini,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,LS Squared Gini - LS Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,LS Squared Gini - GW Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,Twoing - GW Squared Gini,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,Twoing - LS Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,Twoing - GW Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,GW Squared Gini - LS Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,GW Squared Gini - GW Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,STEREO,LS Chi Square - GW Chi Square,0.0,5,50.0,0.0,5,50.0,0.0,50.0,5
KDD98 Multiclass 9,RFA_9,LS Squared Gini - Twoing,-2.8633947741397665,29,0.996145362584,-2.8618227825359552,29,0.996130489489,1.3227744473213319,0.0981235614902,29
KDD98 Multiclass 9,RFA_9,LS Squared Gini - GW Squared Gini,0.29912959141489354,29,0.383487218602,0.2942257741966821,29,0.385340574613,-5.410270606668688,0.999995942943,29
KDD98 Multiclass 9,RFA_9,LS Squared Gini - LS Chi Square,-1.5369128450427345,29,0.932422547381,-1.5383697726949634,29,0.932600388603,5.706319547399712,1.78756629166e-06,29
KDD98 Multiclass 9,RFA_9,LS Squared Gini - GW Chi Square,-2.14543135699851,29,0.979788604712,-2.1462264881084834,29,0.97982308717,2.3399838622359077,0.0131881007877,29
KDD98 Multiclass 9,RFA_9,Twoing - GW Squared Gini,3.2433302925581082,29,0.00148498850844,3.2439368510984963,29,0.00148267876057,-4.9436629577473665,0.999985166839,29
KDD98 Multiclass 9,RFA_9,Twoing - LS Chi Square,0.5727353467229761,29,0.28561909601,0.5712600585154705,29,0.286112223061,2.1122354181147664,0.0216987089054,29
KDD98 Multiclass 9,RFA_9,Twoing - GW Chi Square,-0.1567851515769221,29,0.561749688881,-0.15914649067383277,29,0.562671670348,0.5295887240438842,0.300214160924,29
KDD98 Multiclass 9,RFA_9,GW Squared Gini - LS Chi Square,-2.170707430059697,29,0.980859383447,-2.170962921427715,29,0.980869942958,9.841631343932844,4.73423522607e-11,29
KDD98 Multiclass 9,RFA_9,GW Squared Gini - GW Chi Square,-3.619364864387969,29,0.999443873232,-3.6152595515754737,29,0.99943778371,5.7654632110296085,1.51833286866e-06,29
KDD98 Multiclass 9,RFA_9,LS Chi Square - GW Chi Square,-0.591946589877531,29,0.720763267686,-0.5929486552230371,29,0.72109416302,-1.8289588739062503,0.961146452874,29
KDD98 Multiclass 9,RECP3,LS Squared Gini - Twoing,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,LS Squared Gini - GW Squared Gini,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,LS Squared Gini - LS Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,LS Squared Gini - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,Twoing - GW Squared Gini,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,Twoing - LS Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,Twoing - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,GW Squared Gini - LS Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,GW Squared Gini - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,RECP3,LS Chi Square - GW Chi Square,0.0,1,50.0,0.0,1,50.0,0.0,50.0,1
KDD98 Multiclass 9,GEOCODE2,LS Squared Gini - Twoing,-3.9423014761218234,19,0.999562933089,-3.9423014761218234,19,0.999562933089,15.982629459649138,8.96838159292e-13,19
KDD98 Multiclass 9,GEOCODE2,LS Squared Gini - GW Squared Gini,-1.0501119044695058,19,0.846579627976,-1.0501119044695058,19,0.846579627976,7.767925034438692,1.29392118908e-07,19
KDD98 Multiclass 9,GEOCODE2,LS Squared Gini - LS Chi Square,-3.88232554138058,19,0.999498764864,-3.88232554138058,19,0.999498764864,14.038462571540695,8.77375949671e-12,19
KDD98 Multiclass 9,GEOCODE2,LS Squared Gini - GW Chi Square,-1.9305989921794025,19,0.965702741528,-1.9305989921794025,19,0.965702741528,13.076696830622021,2.99522628922e-11,19
KDD98 Multiclass 9,GEOCODE2,Twoing - GW Squared Gini,2.8757121354283077,19,0.00484066539551,2.8757121354283077,19,0.00484066539551,-2.516611478423583,0.989504247665,19
KDD98 Multiclass 9,GEOCODE2,Twoing - LS Chi Square,0.1951311156750999,19,0.423680908077,0.1951311156750999,19,0.423680908077,1.0000000000000002,0.164938400461,19
KDD98 Multiclass 9,GEOCODE2,Twoing - GW Chi Square,2.037973422502869,19,0.027860020666,2.037973422502869,19,0.027860020666,1.4529663145135578,0.0812749995149,19
KDD98 Multiclass 9,GEOCODE2,GW Squared Gini - LS Chi Square,-2.9092901188951314,19,0.995503424365,-2.9092901188951314,19,0.995503424365,2.853569193634026,0.00508128606035,19
KDD98 Multiclass 9,GEOCODE2,GW Squared Gini - GW Chi Square,-1.2520898188704255,19,0.887134157637,-1.2520898188704255,19,0.887134157637,3.198557367121814,0.00236472939496,19
KDD98 Multiclass 9,GEOCODE2,LS Chi Square - GW Chi Square,1.8746750413431907,19,0.0381478455774,1.8746750413431907,19,0.0381478455774,1.0000000000000002,0.164938400461,19
KDD98 Multiclass 9,CDPLAY,LS Squared Gini - Twoing,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
KDD98 Multiclass 9,CDPLAY,LS Squared Gini - GW Squared Gini,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
KDD98 Multiclass 9,CDPLAY,LS Squared Gini - LS Chi Square,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
KDD98 Multiclass 9,CDPLAY,LS Squared Gini - GW Chi Square,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
KDD98 Multiclass 9,CDPLAY,Twoing - GW Squared Gini,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
KDD98 Multiclass 9,CDPLAY,Twoing - LS Chi Square,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
KDD98 Multiclass 9,CDPLAY,Twoing - GW Chi Square,0.0,2,50.0,0.0,2,50.0,0.0,50.0,2
