Dataset,Attribute,Criterion,Number of times is statistically better with missing values,Number of times is statistically better without missing values,Number of times has statistically larger number of nodes,Number of times is statistically worse with missing values,Number of times is statistically worse without missing values,Number of times has statistically smaller number of nodes
Cover Type with Aggreg,soil_type_10,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_11,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_11,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_11,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_11,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_11,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_12,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_12,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_12,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_12,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_12,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_13,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_13,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_13,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_13,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_13,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_14,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_14,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_14,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_14,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_14,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_16,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_16,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_16,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_16,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_16,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_17,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_17,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_17,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_17,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_17,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_18,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_18,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_18,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_18,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_18,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_19,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_19,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_19,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_19,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_19,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_2,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_2,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_2,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_2,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_2,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_20,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_20,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_20,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_20,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_20,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_21,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_21,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_21,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_21,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_21,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_22,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_22,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_22,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_22,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_22,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_23,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_23,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_23,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_23,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_23,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_24,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_24,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_24,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_24,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_24,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_25,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_25,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_25,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_25,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_25,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_26,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_26,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_26,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_26,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_26,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_27,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_27,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_27,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_27,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_27,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_28,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_28,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_28,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_28,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_28,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_29,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_29,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_29,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_29,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_29,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_3,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_3,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_3,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_3,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_3,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_30,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_30,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_30,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_30,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_30,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_31,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_31,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_31,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_31,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_31,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_32,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_32,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_32,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_32,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_32,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_33,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_33,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_33,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_33,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_33,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_34,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_34,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_34,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_34,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_34,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_35,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_35,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_35,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_35,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_35,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_36,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_36,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_36,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_36,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_36,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_37,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_37,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_37,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_37,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_37,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_38,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_38,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_38,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_38,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_38,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_39,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_39,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_39,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_39,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_39,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_4,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_4,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_4,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_4,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_4,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_40,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_40,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_40,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_40,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_40,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_5,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_5,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_5,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_5,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_5,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_6,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_6,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_6,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_6,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_6,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_7,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_7,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_7,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_7,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_7,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_8,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_8,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_8,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_8,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_8,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_9,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_9,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_9,LS Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_9,LS Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_9,Twoing,0,0,0,0,0,0
Cover Type with Aggreg,soil_type_aggreg,GW Chi Square,0,0,0,4,4,0
Cover Type with Aggreg,soil_type_aggreg,GW Squared Gini,3,3,0,0,0,0
Cover Type with Aggreg,soil_type_aggreg,LS Chi Square,1,1,0,3,3,0
Cover Type with Aggreg,soil_type_aggreg,LS Squared Gini,3,3,0,0,0,0
Cover Type with Aggreg,soil_type_aggreg,Twoing,2,2,0,2,2,0
Cover Type with Aggreg,wilderness_area_1,GW Chi Square,0,0,0,0,0,0
Cover Type with Aggreg,wilderness_area_1,GW Squared Gini,0,0,0,0,0,0
Cover Type with Aggreg,wilderness_area_2,GW Chi Square,3,3,3,0,0,0
Cover Type with Aggreg,wilderness_area_2,GW Squared Gini,3,3,3,0,0,0
Cover Type with Aggreg,wilderness_area_2,LS Chi Square,0,0,0,2,2,2
Cover Type with Aggreg,wilderness_area_2,LS Squared Gini,0,0,0,2,2,2
Cover Type with Aggreg,wilderness_area_2,Twoing,0,0,0,2,2,2
Cover Type with Aggreg,wilderness_area_3,GW Chi Square,0,0,0,3,3,3
Cover Type with Aggreg,wilderness_area_3,GW Squared Gini,0,0,0,3,3,3
Cover Type with Aggreg,wilderness_area_3,LS Chi Square,2,2,2,0,0,0
Cover Type with Aggreg,wilderness_area_3,LS Squared Gini,2,2,2,0,0,0
Cover Type with Aggreg,wilderness_area_3,Twoing,2,2,2,0,0,0
Cover Type with Aggreg,wilderness_area_4,GW Chi Square,3,3,3,0,0,0
Cover Type with Aggreg,wilderness_area_4,GW Squared Gini,3,3,3,0,0,0
Cover Type with Aggreg,wilderness_area_4,LS Chi Square,0,0,0,2,2,2
Cover Type with Aggreg,wilderness_area_4,LS Squared Gini,0,0,0,2,2,2
Cover Type with Aggreg,wilderness_area_4,Twoing,0,0,0,2,2,2
Cover Type with Aggreg,wilderness_area_aggreg,GW Chi Square,2,2,2,0,0,0
Cover Type with Aggreg,wilderness_area_aggreg,GW Squared Gini,0,0,1,3,3,3
Cover Type with Aggreg,wilderness_area_aggreg,LS Chi Square,2,2,2,0,0,0
Cover Type with Aggreg,wilderness_area_aggreg,LS Squared Gini,0,0,0,3,3,4
Cover Type with Aggreg,wilderness_area_aggreg,Twoing,2,2,2,0,0,0
KDD98 Multiclass 2,AGEFLAG,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,AGEFLAG,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,AGEFLAG,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,AGEFLAG,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,AGEFLAG,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,BIBLE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,BIBLE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,BIBLE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,BIBLE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,BIBLE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,BOATS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,BOATS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,BOATS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,BOATS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,BOATS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,CARDS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CARDS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CARDS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CARDS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CARDS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,CDPLAY,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CDPLAY,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CDPLAY,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CDPLAY,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CDPLAY,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD07,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD07,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD07,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD07,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD07,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD18,GW Chi Square,0,0,0,2,2,0
KDD98 Multiclass 2,CHILD18,GW Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 2,CHILD18,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CHILD18,LS Squared Gini,1,1,0,0,0,0
KDD98 Multiclass 2,CHILD18,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,COLLECT1,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,COLLECT1,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,COLLECT1,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,COLLECT1,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,COLLECT1,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,CRAFTS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CRAFTS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CRAFTS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,CRAFTS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,CRAFTS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,DOMAIN,GW Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,DOMAIN,GW Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 2,DOMAIN,LS Chi Square,3,3,0,0,0,0
KDD98 Multiclass 2,DOMAIN,LS Squared Gini,0,0,0,2,2,0
KDD98 Multiclass 2,DOMAIN,Twoing,0,0,0,2,2,0
KDD98 Multiclass 2,FISHER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,FISHER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,FISHER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,FISHER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,FISHER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,GARDENIN,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,GARDENIN,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,GARDENIN,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,GARDENIN,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,GARDENIN,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,GENDER,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,GENDER,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,GENDER,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,GENDER,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,GENDER,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,GEOCODE2,GW Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,GEOCODE2,GW Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,GEOCODE2,LS Chi Square,2,2,0,0,0,0
KDD98 Multiclass 2,GEOCODE2,LS Squared Gini,0,0,0,3,3,0
KDD98 Multiclass 2,GEOCODE2,Twoing,2,2,0,0,0,0
KDD98 Multiclass 2,HOMEE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,HOMEE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,HOMEE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,HOMEE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,HOMEE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,HOMEOWNR,GW Chi Square,0,0,0,2,2,0
KDD98 Multiclass 2,HOMEOWNR,GW Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,HOMEOWNR,LS Chi Square,0,0,0,2,2,0
KDD98 Multiclass 2,HOMEOWNR,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,HOMEOWNR,Twoing,0,0,0,2,2,0
KDD98 Multiclass 2,KIDSTUFF,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,KIDSTUFF,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,KIDSTUFF,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,KIDSTUFF,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,KIDSTUFF,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,MAILCODE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,MAILCODE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,MAILCODE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,MAILCODE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,MAILCODE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,OSOURCE,GW Chi Square,1,1,0,2,2,0
KDD98 Multiclass 2,OSOURCE,GW Squared Gini,2,2,0,0,0,0
KDD98 Multiclass 2,OSOURCE,LS Chi Square,1,1,0,1,1,0
KDD98 Multiclass 2,OSOURCE,LS Squared Gini,3,3,0,0,0,0
KDD98 Multiclass 2,OSOURCE,Twoing,0,0,0,4,4,0
KDD98 Multiclass 2,PCOWNERS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PCOWNERS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PCOWNERS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PCOWNERS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PCOWNERS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,PEPSTRFL,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PEPSTRFL,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PEPSTRFL,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PEPSTRFL,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PEPSTRFL,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,PETS,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PETS,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PETS,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PETS,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PETS,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,PHOTO,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PHOTO,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PHOTO,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PHOTO,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PHOTO,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,PLATES,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PLATES,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PLATES,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PLATES,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PLATES,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,PVASTATE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PVASTATE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PVASTATE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,PVASTATE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,PVASTATE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,RECINHSE,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RECINHSE,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RECINHSE,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RECINHSE,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RECINHSE,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,RECP3,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RECP3,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RECP3,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RECP3,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RECP3,Twoing,0,0,0,0,0,0
KDD98 Multiclass 2,RECSWEEP,GW Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RECSWEEP,GW Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RECSWEEP,LS Chi Square,0,0,0,0,0,0
KDD98 Multiclass 2,RECSWEEP,LS Squared Gini,0,0,0,0,0,0
KDD98 Multiclass 2,RECSWEEP,Twoing,0,0,0,0,0,0
